EventID,StartTime,EndTime,ResourceID,VenueA,VenueB,Cost
8304,3266,3409,115,152,397,74
8305,8245,8332,193,186,216,133
8306,15,162,52,297,323,188
8307,41,159,208,338,439,93
8308,8034,8137,100,302,209,135
8309,7836,7874,163,134,201,125
8310,3296,3388,39,201,129,195
8311,9781,9812,175,139,218,150
8312,8727,8883,124,368,339,22
8313,5796,5958,258,220,274,41
8314,952,1023,170,109,49,44
8315,9663,9738,217,430,452,117
8316,2093,2203,140,254,399,140
8317,797,835,289,168,265,23
8318,5011,5044,47,400,151,108
8319,2001,2111,240,394,376,13
8320,669,705,37,470,297,181
8321,910,948,231,108,266,139
8322,5246,5341,201,226,470,191
8323,3797,3906,255,145,125,112
8324,9379,9468,294,326,497,18
8325,9084,9184,54,108,55,157
8326,8702,8813,295,194,255,27
8327,8579,8665,74,56,103,13
8328,5736,5841,65,478,339,148
8329,4147,4221,184,323,35,36
8330,1418,1597,22,101,387,100
8331,9849,9955,8,296,151,52
8332,9460,9562,33,423,93,90
8333,9252,9396,19,374,350,68
8334,2285,2378,286,278,364,124
8335,6860,7009,200,437,221,19
8336,6344,6416,269,296,481,91
8337,1163,1244,159,9,332,64
8338,9243,9393,282,112,274,128
8339,4698,4802,100,11,271,35
8340,8364,8444,209,123,83,186
8341,9313,9395,230,362,5,56
8342,6305,6432,125,262,86,11
8343,7731,7792,179,478,159,153
8344,1308,1479,167,61,114,67
8345,1727,1776,241,261,213,24
8346,5588,5730,230,208,432,125
8347,8082,8130,70,361,401,180
8348,9153,9324,70,391,18,68
8349,967,1036,272,497,228,91
8350,7173,7272,18,184,258,169
8351,3042,3132,7,108,214,13
8352,6194,6336,251,272,247,38
8353,9742,9815,137,389,306,130
8354,2866,2992,166,175,385,129
8355,1050,1128,208,145,296,116
8356,7809,7905,187,49,356,200
8357,5065,5175,118,232,183,55
8358,5823,5966,154,498,414,86
8359,8490,8656,75,439,166,45
8360,6869,7045,25,363,58,143
8361,5985,6041,53,420,58,90
8362,7090,7241,128,404,119,149
8363,5641,5690,164,236,220,83
8364,6888,7044,19,333,189,25
8365,6778,6944,5,497,312,149
8366,3314,3473,108,35,441,159
8367,3659,3755,223,166,360,25
8368,2907,3061,164,261,488,119
8369,845,938,154,383,382,98
8370,6173,6254,124,438,106,148
8371,9471,9539,126,154,320,102
8372,2267,2368,165,232,28,96
8373,1263,1374,173,370,241,145
8374,2186,2319,99,275,279,11
8375,3318,3390,138,347,379,47
8376,7601,7653,194,57,341,144
8377,6384,6455,262,466,324,106
8378,9502,9650,129,247,214,195
8379,2946,3031,241,13,108,185
8380,9117,9235,143,241,287,123
8381,3037,3172,270,50,293,58
8382,2012,2081,92,371,293,81
8383,1479,1553,115,72,262,188
8384,15,145,95,179,124,185
8385,9498,9592,49,467,257,102
8386,4498,4615,189,143,33,148
8387,10042,10079,163,276,460,145
8388,3916,3967,134,393,2,23
8389,3805,3923,206,116,15,61
8390,2597,2756,78,221,244,58
8391,5347,5454,5,158,229,158
8392,8956,9083,185,227,52,119
8393,8253,8432,224,335,72,33
8394,3189,3256,188,31,269,116
8395,2828,2996,209,465,275,90
8396,6323,6427,108,153,225,108
8397,828,992,276,90,108,15
8398,9447,9520,186,279,225,55
8399,8530,8634,203,240,478,180
8400,3497,3627,108,40,204,61
8401,3999,4033,284,151,199,20
8402,1689,1839,81,382,202,48
8403,8423,8456,121,484,107,189
8404,6639,6748,26,264,423,82
8405,8185,8287,293,42,324,33
8406,7096,7187,131,437,334,191
8407,3646,3684,118,483,49,25
8408,1604,1733,211,121,394,106
8409,7070,7145,74,269,141,102
8410,5212,5320,38,149,385,10
8411,8739,8853,233,316,468,106
8412,2494,2565,295,181,39,36
8413,30,190,160,270,219,30
8414,596,723,213,383,23,199
8415,985,1061,200,457,4,85
8416,6862,6896,54,227,135,166
8417,5496,5577,262,425,325,169
8418,1735,1862,69,462,160,81
8419,1189,1225,214,200,321,135
8420,8940,9109,148,164,241,66
8421,2416,2465,221,179,29,55
8422,4486,4555,109,397,269,156
8423,3195,3313,137,381,131,13
8424,7551,7600,35,329,474,13
8425,7603,7676,265,192,13,53
8426,3995,4031,178,328,477,17
8427,6973,7114,228,49,130,148
8428,5567,5656,114,337,102,41
8429,8185,8235,131,234,295,91
8430,5846,5941,34,88,289,151
8431,2717,2821,297,92,81,11
8432,2947,3106,282,37,183,177
8433,2965,3007,261,301,441,184
8434,5803,5868,57,433,226,110
8435,8970,9000,62,498,418,50
8436,6833,6973,86,172,495,21
8437,5367,5411,245,378,117,192
8438,2226,2327,33,119,455,163
8439,4838,4929,28,127,419,186
8440,2765,2888,24,380,387,53
8441,7968,8062,204,417,78,71
8442,9193,9281,259,492,145,85
8443,774,863,247,329,202,100
8444,4208,4291,300,304,137,49
8445,9210,9331,269,10,98,67
8446,430,593,211,328,131,34
8447,4710,4882,211,336,126,42
8448,9679,9720,264,164,416,15
8449,5450,5494,140,480,344,140
8450,8119,8176,172,300,15,90
8451,1931,2103,65,467,109,129
8452,7999,8072,54,31,315,23
8453,7918,8012,148,132,241,156
8454,3792,3967,55,355,37,130
8455,2045,2199,129,438,366,12
8456,484,565,132,183,202,145
8457,8259,8359,272,203,169,182
8458,7975,8058,246,151,400,81
8459,9811,9937,208,194,485,11
8460,7249,7313,113,202,194,196
8461,951,1055,241,135,54,47
8462,109,281,55,279,1,59
8463,7149,7311,108,257,328,49
8464,5825,5888,274,348,484,159
8465,4620,4651,157,111,298,73
8466,5980,6039,206,10,71,111
8467,9956,10070,248,499,226,105
8468,2169,2309,215,288,149,153
8469,840,925,51,219,101,112
8470,7698,7861,36,236,162,48
8471,4286,4457,35,128,174,72
8472,7986,8114,138,81,313,141
8473,3768,3854,6,108,490,169
8474,5863,5954,188,70,380,188
8475,6506,6546,268,335,276,98
8476,3083,3159,287,429,240,70
8477,4755,4792,48,44,131,168
8478,9869,10024,156,234,169,79
8479,8019,8100,231,439,238,19
8480,4513,4693,21,295,214,127
8481,8749,8796,159,187,422,109
8482,5511,5688,246,485,231,69
8483,9987,10079,49,400,476,18
8484,3286,3380,11,176,241,62
8485,6577,6745,298,50,473,23
8486,8501,8536,151,415,57,190
8487,8141,8251,220,320,328,81
8488,3515,3553,243,439,366,51
8489,1705,1863,260,234,339,126
8490,1119,1257,296,302,52,109
8491,5247,5406,237,93,119,115
8492,4050,4158,36,61,17,77
8493,8815,8929,226,285,470,192
8494,6874,7019,57,482,75,108
8495,5368,5520,82,282,426,27
8496,9064,9130,61,86,435,135
8497,9211,9377,261,188,467,176
8498,2696,2792,296,490,345,159
8499,1048,1181,14,327,272,84
8500,1637,1756,287,399,172,104
8501,3167,3316,117,32,362,81
8502,3514,3660,214,105,64,145
8503,5257,5381,290,207,498,136
8504,357,513,64,223,385,169
8505,4185,4280,281,364,473,34
8506,4439,4547,2,3,31,197
8507,4452,4491,228,190,211,21
8508,2441,2532,63,27,373,118
8509,5117,5157,228,394,311,134
8510,2603,2782,211,269,380,51
8511,2891,3064,258,339,460,94
8512,5005,5074,233,474,106,200
8513,4380,4476,249,295,422,199
8514,9817,9885,192,59,409,174
8515,9774,9926,100,416,211,114
8516,5270,5370,229,376,482,103
8517,8335,8483,287,360,482,180
8518,3987,4140,35,467,31,189
8519,5285,5363,74,182,332,192
8520,9668,9712,221,355,413,136
8521,7529,7589,286,166,100,192
8522,6574,6604,55,244,149,67
8523,328,423,32,494,474,50
8524,5737,5863,31,24,151,40
8525,3292,3347,210,350,204,136
8526,7616,7736,76,246,398,10
8527,7173,7231,80,452,230,157
8528,7679,7735,225,221,110,199
8529,5337,5369,211,448,408,85
8530,2923,3070,81,292,369,165
8531,385,490,108,263,281,171
8532,1649,1803,209,237,204,44
8533,2751,2893,18,74,378,99
8534,5111,5204,37,203,328,69
8535,9413,9460,164,262,159,117
8536,4468,4621,65,172,215,23
8537,4632,4760,240,457,263,50
8538,734,816,224,318,11,110
8539,1761,1872,180,17,340,57
8540,6436,6482,122,132,16,189
8541,7721,7808,48,443,70,49
8542,908,1048,197,225,223,113
8543,5291,5394,3,167,120,198
8544,2928,3029,81,322,498,176
8545,1866,2001,290,143,114,95
8546,3664,3736,257,382,223,28
8547,7640,7810,7,188,284,27
8548,3928,4090,17,489,171,125
8549,3675,3752,60,115,194,123
8550,9140,9313,198,152,183,95
8551,6099,6163,210,57,162,40
8552,494,636,6,377,179,180
8553,5986,6143,5,187,494,50
8554,6119,6158,288,205,273,136
8555,4373,4477,48,65,396,58
8556,5630,5810,299,429,436,188
8557,8948,9128,223,336,89,91
8558,9196,9327,78,448,205,73
8559,5138,5278,13,18,197,175
8560,3065,3180,178,33,188,32
8561,7906,8086,229,356,488,102
8562,1237,1416,103,244,450,143
8563,4103,4283,172,112,35,54
8564,7443,7523,137,392,445,74
8565,5476,5641,11,343,34,169
8566,8069,8207,82,58,102,78
8567,6830,6882,204,142,350,106
8568,1260,1371,77,481,359,120
8569,5494,5587,78,416,73,42
8570,4287,4432,21,380,347,140
8571,1552,1582,55,139,271,186
8572,1771,1843,299,369,227,28
8573,9148,9315,140,23,397,152
8574,9848,9942,127,230,394,87
8575,9073,9133,70,458,206,141
8576,1801,1955,128,5,373,13
8577,8539,8573,166,264,278,161
8578,9961,9994,169,437,336,140
8579,684,853,62,138,9,59
8580,3549,3651,13,175,18,151
8581,1840,1882,174,193,486,191
8582,3626,3743,266,369,422,178
8583,7079,7118,95,493,55,70
8584,1122,1176,211,360,213,155
8585,4971,5108,12,456,71,172
8586,1230,1301,149,464,221,124
8587,6914,7010,74,259,59,48
8588,5680,5854,269,443,98,111
8589,2600,2643,235,419,415,78
8590,8343,8516,135,300,462,186
8591,5259,5308,89,200,3,158
8592,2435,2465,126,115,41,195
8593,4255,4395,190,214,496,185
8594,5799,5955,62,389,215,110
8595,5806,5961,263,324,50,64
8596,371,474,295,320,177,24
8597,4967,5057,257,292,346,111
8598,4762,4817,204,139,181,20
8599,8656,8784,74,449,371,190
8600,9233,9345,98,407,455,43
8601,2082,2169,12,242,76,79
8602,9053,9208,198,131,49,57
8603,6770,6825,112,343,444,155
8604,5964,6086,251,129,165,149
8605,6502,6562,259,382,7,186
8606,5290,5449,103,296,126,89
8607,592,754,113,189,139,172
8608,4575,4641,243,264,272,100
8609,9250,9419,262,64,302,54
8610,248,388,197,191,196,166
8611,3213,3288,190,341,469,163
8612,6795,6861,235,224,353,51
8613,2275,2366,213,276,121,31
8614,2851,3001,175,119,464,75
8615,2011,2177,106,314,379,165
8616,5642,5758,241,428,288,18
8617,2637,2701,264,10,46,126
8618,8145,8195,14,216,67,154
8619,4852,4974,10,69,384,108
8620,9361,9464,137,233,115,103
8621,3498,3599,49,451,430,174
8622,4618,4711,38,16,381,65
8623,3051,3142,64,424,271,120
8624,6995,7144,294,327,26,118
8625,6914,7068,132,241,247,175
8626,2224,2267,50,41,339,25
8627,4837,4867,283,118,261,74
8628,4045,4194,286,89,202,14
8629,1391,1560,229,241,365,131
8630,5665,5751,97,444,478,82
8631,2334,2398,167,109,303,67
8632,2124,2188,136,66,185,136
8633,7813,7958,93,234,130,102
8634,7305,7421,25,85,55,178
8635,8538,8702,177,96,48,35
8636,4619,4783,159,222,18,68
8637,6200,6278,272,118,299,111
8638,8752,8907,278,427,259,86
8639,2889,2923,147,237,170,186
8640,9631,9804,127,189,340,138
8641,9733,9842,229,386,244,24
8642,6280,6457,126,350,302,55
8643,8621,8738,124,67,331,173
8644,894,962,163,159,209,30
8645,6876,7027,149,211,383,123
8646,7409,7573,35,267,390,155
8647,8466,8607,111,368,213,30
8648,3683,3859,167,317,368,84
8649,5374,5553,70,361,498,26
8650,1880,2053,172,384,225,54
8651,3762,3877,27,45,317,81
8652,7546,7630,254,250,293,118
8653,2255,2387,101,259,469,159
8654,6210,6330,150,393,492,154
8655,8084,8232,292,44,363,132
8656,9076,9145,70,11,23,150
8657,2020,2055,16,50,381,75
8658,2914,3073,209,342,214,162
8659,945,1076,94,164,44,92
8660,8002,8114,175,56,130,159
8661,700,874,204,228,51,171
8662,229,389,5,1,366,77
8663,5784,5945,248,461,94,79
8664,2566,2640,248,440,345,174
8665,4800,4980,202,217,179,190
8666,2105,2211,265,102,437,21
8667,5657,5716,234,64,301,128
8668,2544,2658,33,93,335,65
8669,4194,4276,121,168,119,120
8670,7590,7715,230,349,248,137
8671,7279,7363,129,463,370,43
8672,6357,6472,273,438,247,92
8673,787,869,36,5,154,191
8674,9671,9813,48,132,1,130
8675,7821,7870,94,445,262,17
8676,6765,6816,296,306,19,133
8677,4328,4458,202,455,363,115
8678,9899,10056,140,243,78,33
8679,7527,7587,88,149,394,68
8680,6033,6162,217,257,337,72
8681,826,911,79,179,388,60
8682,6338,6514,191,367,74,102
8683,5339,5505,229,373,377,107
8684,8021,8103,164,374,6,131
8685,9178,9231,29,339,256,55
8686,8562,8649,153,416,237,108
8687,4391,4527,37,94,349,106
8688,1444,1540,105,337,208,181
8689,3875,3932,294,203,91,122
8690,5468,5598,153,131,115,158
8691,626,805,164,33,323,164
8692,5519,5649,206,112,9,25
8693,6453,6534,200,75,365,40
8694,881,1002,40,200,133,24
8695,7296,7456,237,446,380,192
8696,908,1014,257,56,47,62
8697,5962,6042,244,384,324,181
8698,4036,4172,187,477,82,133
8699,2673,2784,298,384,279,110
8700,7219,7366,241,357,32,95
8701,5907,6013,265,304,300,192
8702,605,756,46,94,356,160
8703,9914,10042,50,167,150,190
8704,8996,9072,245,5,26,178
8705,2085,2261,127,112,398,188
8706,1718,1802,66,201,261,156
8707,3195,3345,135,216,11,50
8708,1054,1147,223,389,280,147
8709,4704,4753,185,256,247,31
8710,2218,2265,270,137,89,189
8711,6134,6180,181,408,212,31
8712,7748,7889,187,173,286,163
8713,2564,2633,113,355,189,102
8714,2124,2293,166,285,252,181
8715,423,564,100,3,402,180
8716,2479,2546,281,399,446,192
8717,2905,2992,121,183,487,46
8718,8899,9041,270,314,255,36
8719,6136,6215,180,412,464,163
8720,6716,6822,249,483,81,115
8721,8622,8731,256,137,212,80
8722,5897,6009,18,233,351,48
8723,8518,8610,53,389,6,41
8724,9021,9141,26,270,280,22
8725,8844,8996,162,207,379,89
8726,5744,5780,174,278,57,176
8727,196,307,272,6,56,10
8728,9208,9380,216,250,305,135
8729,4259,4353,256,223,41,160
8730,3475,3619,273,416,396,196
8731,8979,9118,193,100,425,108
8732,4844,4973,170,125,480,66
8733,3833,3939,228,227,142,200
8734,9405,9539,118,102,488,132
8735,9456,9523,80,407,444,187
8736,7051,7124,258,59,316,29
8737,5651,5681,93,112,249,84
8738,3387,3557,256,126,148,90
8739,823,935,85,60,308,84
8740,142,253,2,130,243,43
8741,6827,6863,245,443,466,174
8742,9235,9374,84,305,39,79
8743,5822,6002,250,231,121,114
8744,6187,6221,293,273,385,199
8745,5195,5373,59,311,286,33
8746,7193,7299,249,369,119,109
8747,7140,7263,105,315,226,175
8748,8662,8826,180,269,231,86
8749,8289,8407,186,232,60,72
8750,1855,2022,130,492,135,77
8751,9845,9974,34,471,223,72
8752,9248,9359,93,174,246,74
8753,7822,7974,248,143,122,122
8754,2585,2635,73,114,260,80
8755,8441,8587,228,190,197,28
8756,1333,1503,289,427,266,130
8757,5441,5566,253,304,446,181
8758,8812,8898,65,375,96,162
8759,663,700,31,166,302,13
8760,5237,5340,180,379,59,122
8761,3770,3897,165,282,187,82
8762,531,643,291,35,293,67
8763,4542,4649,95,149,210,42
8764,7689,7745,69,97,313,69
8765,4046,4090,209,173,122,61
8766,6092,6171,189,314,484,130
8767,5140,5319,278,11,293,111
8768,2562,2720,96,374,361,40
8769,9738,9871,1,269,251,153
8770,8008,8121,241,259,334,151
8771,2396,2547,98,239,437,118
8772,4055,4097,241,234,113,158
8773,8445,8538,224,433,198,115
8774,446,621,256,337,292,137
8775,8245,8358,172,500,6,24
8776,4789,4890,187,339,24,123
8777,2301,2433,81,484,313,196
8778,445,495,9,476,227,166
8779,3789,3865,76,208,183,47
8780,7350,7512,82,177,149,108
8781,3892,3926,171,319,156,181
8782,1284,1403,218,256,62,27
8783,7517,7660,164,105,300,151
8784,7246,7318,143,411,327,90
8785,9070,9123,284,236,344,18
8786,8290,8448,156,4,254,94
8787,5167,5248,282,413,2,103
8788,3207,3337,174,317,321,132
8789,2325,2466,268,112,446,168
8790,6077,6115,233,380,358,16
8791,5721,5772,98,437,24,114
8792,9928,10064,230,94,34,42
8793,8761,8818,163,199,281,72
8794,9056,9201,15,424,477,56
8795,7921,8084,171,115,231,155
8796,9121,9190,58,148,492,195
8797,9396,9469,159,44,115,131
8798,1694,1846,124,2,446,119
8799,3149,3323,19,425,491,145
8800,6094,6259,111,18,209,153
8801,4273,4431,105,441,218,142
8802,2025,2163,227,83,102,147
8803,6466,6604,173,342,212,21
8804,6538,6689,247,191,479,99
8805,9242,9363,230,402,125,198
8806,5359,5463,52,416,2,91
8807,7240,7393,67,182,7,85
8808,640,715,169,353,423,146
8809,10073,10079,281,34,14,170
8810,8856,8967,167,271,230,48
8811,3460,3577,249,258,150,102
8812,7743,7811,24,270,11,49
8813,4720,4779,9,407,147,31
8814,6059,6104,240,377,487,87
8815,9500,9592,60,208,195,13
8816,8568,8628,220,393,349,39
8817,1408,1525,188,323,196,121
8818,1463,1552,146,9,361,80
8819,7216,7337,24,22,447,89
8820,5500,5671,155,18,486,174
8821,9072,9252,71,67,321,132
8822,378,511,293,319,350,19
8823,6298,6407,158,320,124,95
8824,7161,7280,260,485,21,183
8825,3690,3820,109,288,112,113
8826,4798,4952,72,446,85,87
8827,5944,6057,262,470,381,34
8828,7938,7977,269,374,114,70
8829,5725,5771,152,447,330,180
8830,3014,3110,140,332,326,166
8831,6667,6799,127,344,312,19
8832,665,703,134,183,109,161
8833,8991,9025,140,360,499,195
8834,9013,9182,214,254,324,52
8835,5180,5236,155,6,352,157
8836,6168,6226,225,27,290,158
8837,8224,8368,108,38,255,13
8838,9666,9824,60,455,204,114
8839,8737,8910,53,115,458,14
8840,3765,3934,151,195,309,37
8841,2959,3129,50,187,28,35
8842,6242,6336,167,134,475,114
8843,6308,6377,190,225,119,38
8844,2536,2655,113,216,56,42
8845,7231,7364,257,232,203,54
8846,2650,2829,182,476,256,200
8847,9574,9683,251,144,187,19
8848,9099,9144,289,332,259,167
8849,7394,7454,239,463,119,176
8850,3612,3664,173,397,254,34
8851,6951,6990,143,89,196,31
8852,4342,4436,230,45,460,116
8853,5455,5494,136,135,393,36
8854,6061,6138,221,134,146,98
8855,8195,8261,213,379,306,83
8856,6047,6142,45,338,345,156
8857,1876,1962,238,286,23,75
8858,9747,9906,249,425,220,44
8859,342,420,281,414,99,123
8860,4039,4169,167,377,85,89
8861,2844,2995,214,2,361,134
8862,4609,4669,160,224,134,79
8863,55,128,223,356,64,58
8864,5772,5850,145,80,167,100
8865,5594,5722,45,286,102,46
8866,7049,7118,46,107,274,75
8867,2013,2135,177,38,432,12
8868,9431,9551,140,477,68,170
8869,5931,5997,247,174,4,104
8870,6585,6753,258,327,32,140
8871,4487,4651,89,357,7,122
8872,2561,2711,37,78,201,58
8873,3367,3475,17,355,340,57
8874,3471,3626,272,480,54,197
8875,4067,4135,209,241,82,125
8876,4054,4146,80,450,210,42
8877,7353,7497,220,225,150,121
8878,10066,10079,260,407,261,41
8879,9513,9617,198,276,497,124
8880,7500,7605,299,352,78,157
8881,4743,4841,100,404,38,61
8882,6833,6988,178,327,454,136
8883,2572,2705,210,259,134,191
8884,9888,9919,170,118,208,176
8885,6925,7067,257,108,391,57
8886,520,598,39,204,64,192
8887,3381,3438,248,231,306,13
8888,5595,5687,155,22,469,63
8889,9086,9252,114,97,103,36
8890,5224,5278,263,9,54,111
8891,6599,6700,277,419,6,50
8892,4088,4226,70,276,30,40
8893,9781,9867,257,271,429,187
8894,10069,10079,100,37,57,100
8895,4522,4613,289,248,279,34
8896,5889,6043,126,134,415,32
8897,5202,5380,44,12,345,106
8898,6984,7017,257,216,434,56
8899,3861,3988,181,31,149,111
8900,620,686,211,468,335,54
8901,2351,2460,254,283,328,164
8902,2159,2226,173,54,327,150
8903,2398,2537,51,483,406,72
8904,5527,5568,213,65,34,25
8905,8673,8777,17,40,166,132
8906,10052,10079,255,473,334,14
8907,6466,6530,269,33,20,154
8908,10023,10079,182,95,445,118
8909,8699,8830,215,478,192,22
8910,8739,8823,215,283,48,110
8911,9128,9199,59,149,22,123
8912,3703,3853,101,28,270,185
8913,7428,7479,144,387,102,158
8914,293,372,6,309,458,49
8915,428,471,175,433,405,199
8916,6408,6483,204,408,21,133
8917,119,194,146,253,147,141
8918,5347,5491,268,367,274,145
8919,2814,2860,119,87,237,68
8920,8731,8791,170,481,90,49
8921,9765,9848,89,70,295,126
8922,2861,2974,132,20,58,85
8923,9710,9803,282,351,487,85
8924,8016,8140,150,121,329,31
8925,8288,8455,206,404,160,102
8926,9832,9930,233,280,27,24
8927,7791,7967,89,378,139,119
8928,3550,3682,211,307,428,143
8929,3967,4119,180,185,327,176
8930,5988,6022,144,426,471,96
8931,8915,9007,277,253,185,19
8932,223,380,238,497,17,167
8933,9520,9563,97,60,228,47
8934,1556,1605,117,393,186,160
8935,8197,8227,145,99,108,70
8936,1802,1927,216,298,216,77
8937,301,360,25,43,160,113
8938,507,560,103,472,471,63
8939,5355,5432,4,435,480,121
8940,2725,2799,197,28,352,155
8941,3392,3441,199,381,142,43
8942,6329,6461,117,119,60,107
8943,1548,1652,27,463,282,49
8944,3117,3173,4,33,244,31
8945,7354,7414,299,152,163,129
8946,4096,4137,172,391,57,164
8947,9382,9504,15,284,38,163
8948,190,221,171,212,395,122
8949,3813,3934,81,411,214,67
8950,5976,6100,45,242,410,120
8951,3909,4031,94,136,57,71
8952,460,528,96,413,476,144
8953,6166,6318,51,28,204,116
8954,5349,5487,12,87,151,158
8955,2746,2825,188,453,229,122
8956,7271,7374,42,341,155,158
8957,718,842,242,44,256,96
8958,3139,3207,66,366,254,184
8959,8080,8199,84,202,63,90
8960,8633,8781,268,320,361,144
8961,9744,9803,206,418,374,151
8962,4084,4139,245,498,55,91
8963,1856,1909,35,133,84,195
8964,4310,4369,81,150,360,138
8965,5107,5230,157,495,214,122
8966,3552,3601,105,228,39,199
8967,7699,7796,48,294,457,10
8968,6715,6847,165,159,464,91
8969,876,1044,181,244,380,11
8970,3146,3241,4,458,63,176
8971,1487,1643,207,453,465,32
8972,7561,7598,199,54,106,176
8973,602,661,54,345,65,125
8974,3493,3659,114,439,47,180
8975,8558,8610,233,84,16,72
8976,5208,5358,195,184,489,118
8977,4252,4285,16,33,292,26
8978,5196,5300,67,400,205,195
8979,937,1079,284,420,492,48
8980,4766,4815,63,216,446,81
8981,3371,3470,89,156,492,179
8982,1142,1203,130,450,243,91
8983,4778,4909,224,74,141,145
8984,2389,2451,118,488,432,25
8985,6970,7075,65,381,38,30
8986,6925,7085,134,205,29,67
8987,8495,8614,51,322,360,96
8988,10049,10079,122,143,471,186
8989,6923,7053,164,76,34,136
8990,4696,4834,132,167,97,69
8991,1614,1754,139,298,406,90
8992,156,296,18,399,166,175
8993,4718,4774,50,354,452,64
8994,7795,7851,115,329,346,84
8995,6967,7058,54,388,351,13
8996,8132,8301,24,328,248,147
8997,7016,7193,165,232,383,106
8998,876,934,286,410,393,144
8999,3726,3759,141,55,357,182
9000,5287,5388,146,251,157,137
9001,3939,4029,137,360,115,105
9002,9973,10079,128,222,389,164
9003,7828,7866,49,341,219,138
9004,5902,5971,186,429,124,29
9005,7924,8035,25,131,3,154
9006,3510,3661,10,43,467,39
9007,8492,8605,204,286,294,188
9008,7334,7432,10,378,318,101
9009,2771,2945,11,168,371,178
9010,5804,5842,180,248,472,156
9011,2509,2667,35,272,137,124
9012,2511,2640,204,259,26,111
9013,3366,3440,148,40,219,172
9014,1554,1607,178,442,138,19
9015,6246,6321,250,263,331,166
9016,424,584,273,377,382,177
9017,883,1013,258,410,104,32
9018,2010,2078,61,236,480,159
9019,5443,5508,284,77,399,51
9020,3435,3526,42,95,169,109
9021,7963,8120,71,178,2,186
9022,3509,3671,177,483,388,119
9023,2019,2157,90,353,236,189
9024,1902,1998,48,98,143,54
9025,8139,8295,97,74,104,90
9026,8059,8148,251,442,131,56
9027,1658,1767,78,7,312,74
9028,3033,3071,225,305,123,133
9029,4274,4332,190,333,261,126
9030,1073,1176,74,176,26,179
9031,5395,5570,70,340,492,94
9032,3706,3736,295,187,184,186
9033,8968,9123,254,312,410,190
9034,9943,10030,203,152,344,56
9035,8004,8087,236,300,179,126
9036,2440,2526,267,370,321,35
9037,6918,6966,66,299,77,31
9038,3921,4033,54,53,338,172
9039,1206,1297,107,26,55,17
9040,7789,7903,97,191,485,183
9041,726,801,134,208,499,157
9042,4569,4733,148,365,375,36
9043,2793,2877,72,422,374,42
9044,2971,3059,88,465,18,152
9045,7931,8024,269,386,165,190
9046,7774,7819,295,156,107,159
9047,1717,1810,246,7,270,100
9048,9205,9347,266,106,246,168
9049,2776,2837,116,487,58,118
9050,9074,9151,72,193,333,23
9051,8451,8482,108,229,35,105
9052,1748,1837,39,474,230,149
9053,4941,5040,279,287,403,73
9054,8852,8882,102,228,327,81
9055,7170,7259,279,64,50,67
9056,3422,3566,32,344,129,157
9057,4367,4498,87,157,432,103
9058,5130,5238,16,226,439,134
9059,249,282,165,468,120,101
9060,5274,5433,266,67,438,62
9061,4322,4493,52,342,64,140
9062,449,621,92,290,334,200
9063,3806,3968,165,30,413,44
9064,8764,8865,252,247,303,151
9065,2719,2836,264,249,377,100
9066,3591,3739,36,191,219,85
9067,1643,1755,121,111,381,18
9068,7311,7345,196,211,214,184
9069,8084,8129,206,110,392,69
9070,1484,1539,294,404,36,193
9071,7057,7110,54,494,303,95
9072,5520,5606,14,305,126,135
9073,3367,3426,98,131,351,24
9074,3774,3928,253,319,40,129
9075,137,222,249,293,324,176
9076,3460,3497,213,50,416,147
9077,9514,9579,27,459,8,83
9078,6079,6241,67,24,245,46
9079,1581,1711,94,425,139,124
9080,4891,4953,153,221,287,79
9081,7834,7926,76,185,451,92
9082,993,1131,169,428,69,157
9083,9927,9963,172,367,457,66
9084,6301,6443,62,67,13,125
9085,2603,2641,177,245,281,179
9086,9917,9952,120,161,357,189
9087,5256,5288,276,51,292,164
9088,6789,6957,135,143,165,121
9089,5351,5495,276,400,41,196
9090,7327,7424,151,95,18,90
9091,4264,4308,186,463,44,104
9092,5338,5475,248,409,144,12
9093,9240,9314,25,60,374,110
9094,8166,8276,125,19,474,16
9095,1172,1259,132,443,322,30
9096,4967,5005,179,378,323,147
9097,854,983,246,10,293,28
9098,4175,4274,222,184,159,142
9099,4216,4247,26,7,21,85
9100,612,647,150,366,212,75
9101,5878,5972,237,198,271,64
9102,4844,5011,226,180,88,102
9103,6656,6690,145,459,283,158
9104,9912,9978,145,203,218,44
9105,5181,5324,217,31,43,59
9106,8689,8729,241,309,170,199
9107,1296,1348,260,58,88,180
9108,1749,1877,181,91,349,178
9109,6109,6154,286,346,61,104
9110,9275,9389,12,158,124,37
9111,5541,5576,225,445,430,28
9112,8147,8242,37,324,222,185
9113,4497,4650,248,439,393,194
9114,6345,6423,52,321,21,186
9115,3747,3817,127,63,299,127
9116,6586,6736,30,84,186,88
9117,6156,6211,212,262,131,84
9118,4555,4682,215,145,188,174
9119,8275,8351,129,350,158,31
9120,8884,8972,95,261,459,27
9121,1442,1533,228,324,66,79
9122,4571,4727,81,400,297,127
9123,5318,5495,48,368,440,78
9124,4904,5069,295,157,11,11
9125,9411,9520,197,174,436,149
9126,4179,4312,121,452,497,158
9127,2534,2638,287,380,432,138
9128,8099,8272,10,330,491,132
9129,3996,4148,204,342,327,182
9130,7820,7957,131,438,293,130
9131,3371,3516,272,24,165,73
9132,4492,4559,180,58,289,35
