AthleteID,Speed,Endurance,Strength,Score,PatternData
7407,19,88,68,228,CBDBBDDDDCCABDCCACCD
7408,24,46,32,142,ADACCDADCDBCDBABDDBA
7409,19,47,84,211,DBBADBABAABDBCCADBDA
7410,6,46,61,149,CBCDBDBCAABCDABDDACC
7411,7,48,78,179,BDDDAACACBDCCDAACDAB
7412,10,89,93,248,CDCCBDCCDAABACBDBDAB
7413,11,26,46,117,ADBADBBBCDDABCBACBCD
7414,7,23,53,116,BDDBCBBCCDBCCCDBCBAB
7415,10,85,64,201,ABDBADCCBCAACAAABAAC
7416,23,50,36,150,BABCCDDACDDDCDCBCACB
7417,26,62,65,211,DADDADBBCADBAABCAADC
7418,8,60,28,118,BAACABAAAADACABDDADD
7419,12,65,93,228,BDBABBBBCBAADDABCBDD
7420,16,75,64,203,ADDDCBACBCCABDBADBCB
7421,6,82,73,203,CCDBABACCACDBCDABCDB
7422,23,23,72,177,DDBBCCDAAABBDCBBCBDD
7423,9,43,58,148,CDABABACCBBDBAADDBCD
7424,15,65,44,161,DDCDDBAABACCACDABDDD
7425,11,45,30,112,BBCBDACDCCDAADCAADCD
7426,10,100,52,198,DBADDBBAACBDDCDCBACD
7427,26,76,89,261,ABDADDBBDBCCCABBCBBC
7428,17,46,97,225,DBDCBCCBBCDACDBDCBDD
7429,16,45,44,143,DAACADBCBCAACCDDBCCC
7430,21,72,92,252,BBBACCBBDDDBCBDCABBD
7431,27,70,74,235,CCBABDCACDDDCBCABBCD
7432,9,66,76,198,DBADDAACDBBABACDABBD
7433,12,78,32,150,CBDDDADDBCCABCBBDDCA
7434,15,38,50,143,CCABBAACBCBBACDDDAAB
7435,27,95,96,293,CABDDCCBBACBBDBBBDAD
7436,14,55,96,227,CBADCBCBDABCDDACDBCC
7437,27,82,57,221,ADCDADBCDDAACCBBABBA
7438,30,92,99,300,AAACDCBAABDBDBACBDAC
7439,12,90,44,180,BBBDBDDACCCDDCBADCBD
7440,14,47,24,111,DCCCBBBDBCADBCDCCABC
7441,23,100,98,293,CBAADDBABBBADBCADBCB
7442,22,20,33,113,BDADDCAAAACAABDCBCAD
7443,6,32,96,188,DCDBDACDAADDDBDADCAB
7444,27,39,69,196,BCAABBBDBDCCCACBAABB
7445,5,20,50,105,BBCCCCABADACCCCBDADD
7446,11,39,43,125,BBDDBABABCCCBADCCDAC
7447,28,34,94,231,DDDCAADCBCBACDBCBDCC
7448,8,26,67,142,DAADCBBBCADDBDAAADDB
7449,30,22,90,217,CABBCCDBBDBBDBDBCBDB
7450,10,77,94,238,ABDBCBCBCACABACADAAA
7451,18,73,75,221,CAAADADCADBDDDAAADCA
7452,26,67,100,269,CABAACDCCCACCBDBABBB
7453,30,43,80,223,ADABDDBBDACAACDDAADC
7454,10,48,93,207,DDBDADADBBDBBCCBDCCB
7455,18,21,99,205,DCBDACDCBCDAACCACDBB
7456,9,65,48,155,ABDDDABBDCCDADDCCDAA
7457,14,53,68,183,CBCDBDCCDDADDCDACCAB
7458,5,80,60,180,CAABBBAAAADBBCDCBDAB
7459,6,92,35,156,BDCADBDADCCCDABACACD
7460,21,56,36,152,DDCCBCCABBADCDABBBCD
7461,29,68,24,162,ABBDBDCADADCBABCACCA
7462,8,72,55,170,ADBACBCBDDCBDBADDBBC
7463,14,84,88,244,BCAAABDBBBCBDADBCCAC
7464,25,73,65,220,ABBABCCCDADDCDBBACAA
7465,7,93,59,195,ABAACACCACABDABACAAB
7466,16,93,54,206,CBDDABBABBCBCACDABBC
7467,13,22,94,189,DDBADCCBBCADADBCBBDC
7468,30,74,91,270,ACBCDAACACDCCCDBACAC
7469,11,32,75,166,DACDBBCCAABBADDDBCCC
7470,5,45,86,184,BBBACCADACDBACBBCCAA
7471,30,83,56,227,DCDDBABADACDACCDACBB
7472,24,49,55,179,BCDCDCAACBDDADBDDADB
7473,28,65,48,193,AADBBBDBBADDDBACDDBC
7474,30,31,53,170,ADDDBBDCACBCCBDADCAB
7475,10,81,24,137,CDABADADCAACABCDDBBB
7476,22,33,100,227,DCADADCABDDBDCBBBDCB
7477,27,35,24,125,BDBBCACDBADACBCDDCAD
7478,17,86,42,183,BADACCBCCBABDAAAADAC
7479,30,20,81,201,DAABBBADCCCDCCDCAABC
7480,11,34,83,180,ABAABCCCDCCAABADCBBC
7481,15,22,84,178,CCCACDDAADBDAAACABCD
7482,19,48,73,195,BCCBDDABACBAADACDDDC
7483,22,52,65,193,DBCACBBBDACCDBBBCADB
7484,14,80,59,196,BCBCCDAACDCADAADCACB
7485,25,86,43,200,BDDBCCCBADCDDDCAABDB
7486,5,72,52,160,BDBABCCAADCADBDCCCAB
7487,7,78,23,126,ADCBACBBABBDCCCACBCC
7488,13,55,23,115,DACCBABACAAAADCCAAAA
7489,16,65,52,175,CBBCABBBACBABCBBAABD
7490,28,87,60,233,BBDDBADACDCBABCDCBBA
7491,21,53,68,197,DDDBCABACCAAADDCDDDA
7492,16,97,46,198,DCDBDBCDBADBBAADCBCD
7493,26,80,65,229,DCBCACBCCBBBDABCBDBB
7494,19,53,49,164,CDCBDABACABDCBBAABDA
7495,6,41,93,192,CDDBABCBADCBCDDCBDCA
7496,7,30,66,143,CAACBBAADBCCDCACDDDA
7497,30,23,35,135,DACCDDBCBCAADBCDDDAD
7498,10,78,80,218,CABAADBBCBCBCCCDBACD
7499,9,68,51,162,BCBBCCBABDADBBBCBCCA
7500,27,48,39,160,CDBBDADDADABABCACCAD
7501,29,73,62,224,BCBCDCCAADBBACCCCBBB
7502,17,53,60,177,CABBCCCDABCABDCBBCDA
7503,18,43,81,200,CABBADCBDDCBCCDADABB
7504,19,32,42,133,CDCCABDBACABBADCCCBC
7505,10,22,51,118,DABBCCDABCDBBDDADBCA
7506,30,49,68,211,BADAAACDBBBCACDADBDC
7507,18,83,84,245,CBCDDBDBDCBBBBABBACB
7508,25,98,70,253,DDCADBBBBACABAADCCCC
7509,21,21,75,175,BACDACDDCBBDDBACBDCD
7510,9,40,70,163,BABADDDBCCCCBDBBCAAB
7511,15,25,95,197,BCACCDAACABCCDDACBDB
7512,12,93,64,213,CCDBBBAAADCCCBCCCCBC
7513,15,43,49,146,CDCDBCACDAAAAACCDABC
7514,23,83,53,208,AADDCBBCCCBAACCDBBBD
7515,9,55,60,163,ADCADCAACBBDAABCDCDA
7516,16,98,66,229,DCACBADCBCBDAACDCBBB
7517,29,66,39,182,DDCDDDDAABDBDBBCCCDD
7518,17,67,84,227,AAADDADDADCCBCBACADA
7519,7,92,88,238,DCCDDCABBCADAABCABBA
7520,7,47,94,202,CDADBAADACDABCDACCBB
7521,13,55,41,142,BDBADACBBCABBADCCCDB
7522,28,91,26,186,BACAADDCBBBDCACDABAB
7523,8,70,84,212,DDDBDABCDBACBBAADCDD
7524,22,61,48,177,CAABAAABDBCABBADCCBB
7525,12,44,60,158,BBACDAACBBBCAAAABAAA
7526,15,70,25,137,BAABDCBDDDCBCABBACCD
7527,24,20,55,150,BBCBCCACCCCCAACCADAC
7528,8,44,63,154,BADBADCDACDCBBCACCCA
7529,30,66,90,261,BACBDCDABCCCDBDCDBBD
7530,5,34,62,137,BADDBBBBCBACCDAABDBB
7531,23,76,33,171,CDABADBAAADACCADABCB
7532,26,48,45,167,CADBBCBAADCDACDDDCBB
7533,14,65,54,174,DCABBADCDAADCDDADCDC
7534,8,80,90,231,BBCBACDADDADBCBCDBDA
7535,8,22,50,113,CCABCBDBBBDAABDACCBB
7536,13,70,62,189,ACBDCAAABADBABDBDAAD
7537,26,56,59,196,AAABABDBACBBCDABBABB
7538,23,87,25,170,CCCADADDBACADBCABACC
7539,29,84,95,284,CCCBBDADBADAACDDADBB
7540,5,23,57,118,DBAAAADCBCDBCCDABCAB
7541,29,96,92,292,DCCCCBADCDDAAAABCDDB
7542,6,96,78,225,DAAAADDDABDCBCBACAAB
7543,14,74,61,193,DDACCBDBBDDCBAABABBB
7544,30,54,90,249,DBABCACCDDCACDACCDAC
7545,9,91,58,196,DADDCDBDCADDDABDDABC
7546,28,30,70,191,DDCBADCDBADBABACCCBD
7547,30,68,36,182,DBBDCAADCCCCBABABAAB
7548,23,77,34,174,BBAABACBDBBBACDBABDC
7549,13,74,79,218,AAAADBABAAABABBBACDB
7550,30,46,30,151,CACBCDDCDDCACACDCDAA
7551,5,61,65,168,CABBABDDADDDCCADCBDD
7552,18,42,62,171,CDBCCDBCDDDBDDDDBCAD
7553,30,96,32,204,ABDCBCCCDADDBDBBCBBD
7554,17,29,92,201,CABDACCDBACAADCCBCBC
7555,22,88,48,204,ABDACCBCABCDCDDCDDAD
7556,26,76,64,224,ADADDDABDDBBADBBCADC
7557,21,34,37,131,BBCCCDCCADCDBCACDABB
7558,25,96,62,239,DCCCDCBDABADACCDCBCC
7559,19,97,78,252,BBAABACACCCCDCCCAACD
7560,7,66,26,119,CADABBABDCBADAADCCAD
7561,23,60,86,235,CBDDACBCBCDAABCBBDAD
7562,8,34,33,99,ABAAADADAADABDCAABAD
7563,11,31,48,125,CBBDACABDDBADDADBCBA
7564,14,68,85,223,DDDACCDBAACBCDABBBBD
7565,24,82,52,208,CADBCAABCADBACADACBA
7566,30,87,21,178,DDCDCDADCCAABCCAACDB
7567,13,65,27,131,CCABAABCDBBAAACABCBA
7568,22,71,70,220,DDDCBBADCBBABACABABC
7569,29,37,35,147,ACCBAACCBCBADABDBDAA
7570,19,43,92,219,CBABDBBCDCBABBAACBBC
7571,23,36,98,229,CBDBAAADABCCAAADDCDA
7572,27,58,43,176,CBBAAADBADDCBBABBCDA
7573,30,45,74,216,BAADBBCBDCDCBADBDDDD
7574,23,91,42,200,CBCDCBDBBABAABBDAABD
7575,22,90,69,237,CBABBAABCBDADDDAABDA
7576,28,34,94,231,BCDBDBAADDADADDABABD
7577,9,47,37,120,CABCAAAAADADABBBDBAA
7578,17,56,71,196,CDCDADDBCBCBDBABCBBB
7579,28,83,73,248,DDADDDDBADBCCBBCBBAA
7580,28,25,100,231,DBBDBDAAADBBADBCAACB
7581,21,83,28,167,DCDBCCABCBBADCADDDDB
7582,22,39,43,147,BBBBCACDDBABDAACACBC
7583,21,53,28,137,DBBABBBDDBDDBBBADABD
7584,8,39,41,116,BCAADADCBADDDCDBDCBB
7585,10,97,79,235,CDBACABCADBDCBCAABDC
7586,14,85,81,234,ADDDACBDABACDACDDAAC
7587,29,25,90,218,ACBBDBDABBAACDCBABAC
7588,18,54,20,120,CDBDCBBADDBDCACBCDAD
7589,21,39,61,172,BCDCCDBCCDDAADBABAAB
7590,27,52,36,160,DCDBAACBDACCCBCADDDA
7591,26,82,91,270,DCDCBCBBACABDACBADCA
7592,23,76,50,197,AADACCCAADCCBDBAABCC
7593,29,25,67,183,BAAACCCBDAAABDDCADBA
7594,10,58,87,208,CBBACCBCDCAABBBCABAB
7595,17,57,45,158,ACCDBBDCCCBCBACADAAB
7596,9,98,60,206,BCDDBDCAABCACBAABBBD
7597,6,66,23,112,AAAACADDCADDBBDBDBDD
7598,10,41,93,200,DDCABDBCDACABBDACDAC
7599,8,35,64,147,BBABDBBCBBACCCCCCBDD
7600,9,71,86,218,BCCBAABBBCDBBCCAACAD
7601,26,60,76,226,ACACAABDACAACDABCCBC
7602,19,98,51,212,BDAACDABADDDDACDBCAC
7603,15,57,100,237,BDADCDABBACDACADACAB
7604,15,21,40,111,CDBACBBDACBCDAABDCCD
7605,30,94,39,212,CDBADDDCCBDAABCCCABC
7606,21,21,77,178,AACCCCDBBCCBDCADDDDB
7607,5,34,24,80,CBBAAADCADBCBCADBCDB
7608,20,44,92,222,ABDBACBAABABDCABACDD
7609,17,83,38,174,BCBCCCCCCBADADADDDBB
7610,12,91,27,155,DCCBDCBABCABBBDACDAB
7611,24,25,98,220,CCCDDCACACBACBBCDCAA
7612,26,80,97,277,DCCBBDCAABCCBCCAAACB
7613,7,26,24,76,ACAACCDCADCDCCCABABD
7614,26,92,47,214,ACBDABDCBBCCAADACBCD
7615,14,86,31,160,DABAACBBBDCBDCCDDBBB
7616,11,73,72,203,CBDCCBCCCABCDCDDDDBA
7617,13,69,20,125,DBDBCBCDDCCCDBABCDCC
7618,10,32,55,134,CADDCDACDDBDCDDBABDB
7619,13,34,66,159,CCAAACBCCDDCDADBDACA
7620,18,38,64,170,CBDBACABACABADADACCD
7621,13,91,64,213,BADCABBBAAACBDAACDAD
7622,14,32,23,94,BDAADDABADBBDBADCDCA
7623,30,39,64,195,ADCABDDDADCCACCDAADB
7624,30,53,91,249,ACAAABCACAADDDAADBDA
7625,30,65,33,174,DBBACAABAABDACBABADB
7626,16,38,32,118,BADCCCDDDDBDDBCDBCBA
7627,23,38,63,178,ABACBBACCCACABDCBDBB
7628,19,26,56,148,ADDBCADACBDBCDAAACDB
7629,7,65,86,208,DAABCCCCDCADDBDADADA
7630,21,58,32,148,ACAABDDCAADDBDABCCCB
7631,20,63,76,217,DABADCDABDDBDCBCCCCA
7632,21,36,78,195,CCBCCCADAAADCCACBBBD
7633,14,61,23,123,DCBCDDABDCBBDCBCCDCA
7634,9,45,24,99,ABDCBCBBDBBBCDBDDCDD
7635,15,21,42,114,CADDADDCDADBACBCBBCB
7636,26,29,49,154,BDACBAADBBBABDCAADAC
7637,26,36,73,197,AABCDBDDDBCBCACBCBDB
7638,8,36,94,193,BCABCABDCABDACBDCCDB
7639,21,25,54,148,CDBBDBADCAADADBDCDAB
7640,16,39,72,179,BCBADAABCBDCBCBBADAD
7641,7,59,82,196,BBADBDDADCCADDDBADAA
7642,22,87,52,209,DDACCDBBABBAACCDDDCB
7643,26,64,58,203,CBDABBBDABBCCBABADBA
7644,8,29,35,97,DDCACABCADBADDCCBBAB
7645,6,78,51,166,CBBBBBBCBBCBDDCAADAC
7646,24,36,46,153,DBBCCACBBACDABABACDA
7647,18,21,84,183,AAABCACBABCDCDACACAD
7648,25,43,100,243,ABADDBBBACCABDBBACBB
7649,14,81,52,187,ACDBDCDADDADBDDBCBCC
7650,8,30,39,104,DACDAADACDBDABCBBCBD
7651,23,88,58,221,ADCDBCCDAAABBACDBADB
7652,21,64,74,217,ACDCADBCCBADDAADCBCA
7653,28,85,73,250,CADBBABAACCBBCCCBBAD
7654,7,96,26,149,DAADACADCAACDABCBDAB
7655,28,84,33,189,BBCBBCACBBCDAAABDABA
7656,29,56,84,240,BBCBBADCCBCBCDDACABC
7657,27,80,95,276,DCADBBDCBBDBDCCDBADA
7658,17,71,27,145,DAABDDBDACBABBAABDBD
7659,25,79,79,247,ABDBBDBBBACCCADCCBDD
7660,28,81,69,240,DCAABCCBCCABDDABBDAC
7661,10,94,46,183,BBDBBBBACBACBDACDBDD
7662,23,47,78,210,CCCABBCCCAADABAACDBA
7663,8,89,71,211,DDDADACCBCBBDACCDDAD
7664,16,56,39,146,ADCDAAADCBDCDBDCACCC
7665,27,38,75,204,ADADBCCDCBCCBDADBACB
7666,8,20,67,136,DBAABDDABBCACDDBCBCD
7667,19,92,25,167,CAAACDBADCCBCDACDADA
7668,24,23,22,104,CADBDCBABBBAADCACBBD
7669,7,68,89,215,BCADCDDABCDABBBCDADC
7670,25,71,99,269,ADDABCAABCDDBDADDBAA
7671,28,39,78,212,DBBCDCBDACBCDACDDDAB
7672,11,56,66,177,ABDADBDBDBCAAAABDAAD
7673,18,51,55,169,DDADDDBBDDCBADCBCAAB
7674,22,52,21,127,ACAACAADDCBDAADDDCAD
7675,11,64,52,164,CCDBDBCCADDADCABCCCA
7676,13,91,64,213,AACBBAAADDCBADACDDBB
7677,21,64,30,151,BDBACCABDBDBDDCDDBBB
7678,23,77,68,225,DABDDBCBDABBCCDBBCBB
7679,11,47,73,178,ADCAADCDDAAAADDABBDC
7680,14,60,52,166,AADBBDABABBAABBCCAAB
7681,25,82,48,204,BDBADDAACAACCCCAACCC
7682,11,79,100,251,CDACCABCACAABABABBDA
7683,15,79,31,155,BDADDACADDBAAADCBBCB
7684,20,86,83,250,ABCCCAAABBCBBDDBDBAC
7685,17,75,95,251,CDCDDDACBCBCBCAADBCB
7686,5,32,36,96,ACBDDCADCBBBDCBDCDCB
7687,6,92,74,215,CABCCABDBCBDDDBACDBA
7688,19,22,48,132,CDDCABBCCBDACDCACDAD
7689,6,39,71,157,ADACACDABBABCCBCDCCB
7690,6,94,51,182,DABCBBBABDBABAACDDAC
7691,6,91,61,194,DCCCCACDDDDADABCCDBD
7692,24,75,55,205,BADBCABBBDCCAADDBACD
7693,23,20,80,186,CDDBDCCBBABCCDBADCCB
7694,25,60,92,248,BDABBBAABDDBDBBDDDBD
7695,12,30,70,159,DABBBBBBCACCACDBCDCC
7696,29,35,98,240,BDACCDDDDBBBCDDDCDDD
7697,26,78,24,166,CAABABACBADCDAACBBBC
7698,15,97,22,160,ADADBCBABBADBAACDBDD
7699,7,34,98,195,ABACCDDBBCCBDBBADCAA
7700,23,41,46,156,DDDBCABBDAAACCBBABBD
7701,23,23,84,195,DCBABDDACCBCDBBACCDA
7702,17,58,97,237,BDADCAACADACCCACABCC
7703,26,26,23,112,ADDDDBACCCDCBCDCCABB
7704,23,36,81,203,AABCDBAADACDACDDCAAD
7705,22,97,80,261,CADACACCBDAACADADACA
7706,15,89,78,236,BDACBDDACDBAABDCACAB
7707,23,25,38,128,CCBBABCDBBDBDCCDBDCA
7708,14,41,82,192,CCDCADBADCBCBBCDACAC
7709,5,89,59,187,BADDBDDBCAAABDBCADCB
7710,15,65,86,224,ACDBCBADCADACCAABDDC
7711,11,75,20,127,CBADBBABBBDDCCABCACB
7712,13,57,59,171,ABDDCBBDADCBADDDADCB
7713,14,76,41,165,BDCCCCCAABAACBCACACA
7714,28,72,95,270,ACDAADBBBDACCBBBBDDC
7715,5,60,77,185,DDCAAACAACDCDDACDBBB
7716,24,74,35,174,CCDCDCADABCBDDCDBDCC
7717,26,71,49,196,DBCBCCBADAACDDDAACAA
7718,19,57,35,147,DADCCDABCACABBCBCDBB
7719,8,55,94,212,ACACAAAADCCDDDBAADAC
7720,15,93,76,237,DABBABDBAABCDABCAAAC
7721,22,64,33,157,DACBDCCDBCCDDADDDABA
7722,14,34,99,210,BCACAAAACABCDADBACBC
7723,14,32,66,159,DACADCACDCBABCCCAACC
7724,22,46,62,183,BCABCBBDCAACAABADBDC
7725,11,86,75,220,CBDDACABDCBBBAAABABC
7726,5,63,22,106,ADCDCDDBCABDDDCBDBCD
7727,7,98,96,256,DBCDBABBDDBBDACCBCAC
7728,20,70,96,254,DCABCDABDAAACCCDCDAA
7729,10,85,57,190,BCCDAACCDADDCAADABBA
7730,13,56,36,136,DABBABAAABAABBDDDACA
7731,17,40,43,138,BDDABBACBCBAACDAAACD
7732,8,61,35,129,ADAACABADDCDCBCBDBBB
7733,9,48,99,214,AACDDDBABDCBBBCDDDCA
7734,26,50,44,168,DCCDBADDDDDACACCBAAD
7735,30,21,74,192,ADADDABAACDCCCBBDABB
7736,16,57,34,140,ABDBCDCDDDBBADACBADD
7737,6,32,85,171,BCBDCBDCDDDCBADAACAA
7738,20,64,99,252,BDABDADCCDCCDCBDDBCD
7739,7,99,97,258,BBDACCDDDDBABADDCCCA
7740,7,24,44,104,BCDDBDCDDDCCABDDDBCB
7741,10,24,96,188,DAADBACCBDDCCCDDDBCB
7742,18,78,86,243,CDBBADCCDDACCCBBBDCA
7743,9,93,20,141,BBCDAABDACBDCACACDCB
7744,6,65,44,143,DDCDCBDBCCCACADADDAB
7745,28,76,92,270,DBBBAAADADBCBADCDDDA
7746,30,44,70,209,ACBAAABBBCDCCADDDCCD
7747,23,39,87,215,ADDBABCAABBDBCDDBCDB
7748,8,40,85,183,CBCBBDDDBDBBBDCBBCBC
7749,29,60,59,206,BAAADAAABAADDBACDCDB
7750,11,52,99,222,CDBBCDDCCCCBDBAADBAD
7751,5,99,69,212,DCADCACBDBCBCADADACC
7752,8,72,54,169,ACCDDCCCDCCDBDACBACA
7753,17,70,78,221,DBBBDBCCDBBBCDBCAADA
7754,20,50,37,145,BABCDABBDDADCBBBCBBC
7755,5,30,58,127,DCBDDABABCAAACDBBADA
7756,20,48,34,139,CDBBBADDDCADDDBDBACD
7757,17,65,70,204,DDAAABADCBDBDDACCDAB
7758,24,37,80,205,BBBDCCDBAACBABACDADB
7759,22,97,42,204,DAABBACBADCCBBDBCBCC
7760,10,97,54,198,CBCABADCDABBAACCDCAB
7761,10,83,78,220,ABAACACBBBDBDAACAACA
7762,18,35,92,209,DBBACBCBACDDBBACABCD
7763,5,27,23,71,ADBBBDBAABBAACBCDCAA
7764,19,51,95,231,BBAABADCBDDACABCACCB
7765,20,74,72,222,CACCBCBDBCDDBACCBAAB
7766,16,56,95,230,BCADCDCDBCBBADAADCBD
7767,24,76,89,257,DDBAABAADAABAADCCDDA
7768,15,60,100,240,BDACBBAAACBDBABAACDA
7769,10,59,83,203,CAAACBDADADACDDDCAAC
7770,23,26,69,175,DABBADDDDCCBCDCAAADD
7771,12,62,39,144,ADAADACDBDAABCDABDDC
7772,13,22,59,136,BDBDCDAADDADDCBABADD
7773,26,24,97,221,BCCBDDBAABADDADBAAAB
7774,16,76,94,249,CBDDDBACCAACBBDBAABD
7775,15,42,45,139,DACBADCCDDCDABCBDABD
7776,27,89,32,191,ACCBBACCDBCCACDCBDCB
7777,27,91,24,181,BDDDCCBCADCDDBDAAADB
7778,8,24,27,80,BABCBDDDBDBADCDDDABB
7779,13,90,34,167,ADAAAAADCBCBDBCBCADB
7780,10,85,45,172,DABBAADDDDACACACBDBA
7781,12,74,33,147,AADDDADADABADABDAAAD
7782,25,88,28,180,CCDADCCCCBAAAADCCCBC
7783,18,21,88,189,BADBCCDCBCDCACAADBDA
7784,21,68,37,165,ACDBADACACCCACBDACDC
7785,26,23,63,169,CDBBADBADCDBBADDCDCD
7786,28,73,47,199,ACBACCADAABADCAACDAB
7787,28,37,81,214,BADDDDCBBCCDDDCCDDBC
7788,6,56,35,120,BCDACBBCADDBDCAABDAA
7789,26,46,60,188,BBCAABCBABCDDAADCAAB
7790,29,58,87,246,DABCDDAACAADCBCAADCD
7791,10,48,37,123,CACDDDAABABCDCCDCCCC
7792,25,50,87,230,CABACACAACDACCDABDDC
7793,25,77,60,217,DBCBDBDCDDAAACCCBCBA
7794,14,58,89,219,ABCCDBCABCDDBBBACDBB
7795,17,57,99,239,CADACBADADCADDAAADDC
7796,5,34,82,167,BBBCCDCCDDCAABBACBCB
7797,7,20,35,86,DAADDAABDBAADBADCCBD
7798,14,31,67,159,DCACACAAACDDBCCAAAAC
7799,15,27,76,171,DCDACCBCDADCADBACCBA
7800,7,53,32,115,AABDBAACAACCABAACADD
7801,19,42,86,209,ACADBACCBBBBCBABBCCA
7802,25,77,88,259,AADACCDADBBBCCAADDDA
7803,26,35,54,168,DDDCDDBDBDDBDAADBCBB
7804,8,52,100,218,CCBBABADDADCBAACBCBD
7805,15,82,47,182,CCAACACDBDCBCDDCBDDB
7806,12,74,45,165,BCADCAABDADABCBACDCA
7807,17,26,52,138,AADACBABBBDAAABACCBD
7808,9,77,81,216,ACCDBCBBBBBDBCBDCDDC
7809,24,95,57,228,BBDDCCABBCBADDAABABD
7810,29,96,90,289,CCCBDBCBABADBBACBBDB
7811,24,67,65,212,CADADAAADDCBCBBCDCAD
7812,7,76,86,219,CCBACDCBDDDCAABABCAC
7813,11,85,50,182,ACBBADBABACABCCBCDBB
7814,26,31,59,171,CCDBCABAADCBCDBAAAAD
7815,19,28,65,163,DCDAAACDDDDCDADBADAC
7816,28,45,88,233,DCACBBBAAACCCACCACDA
7817,15,69,31,145,BDADDBDBCBCABCBBDDCD
7818,26,65,36,171,BBDACAACACDDAACBBCBC
7819,22,34,62,171,ABCDDDBADAACCBDDDDAA
7820,9,98,27,156,DCDACCACDBCDCDBBCADB
7821,22,66,81,231,CDABACDCABBDCBADCBAD
7822,25,30,79,198,DDCCBDAADCBACDCADAAA
7823,29,85,75,255,AADBDDDDBBDCBABDABAB
7824,9,38,92,194,DDBBDDDCCBCACDADDDCC
7825,23,97,21,174,CDCCDDBDDBCBBBADDDCD
7826,25,92,45,209,CBABDCCDDABDDCBAABAA
7827,22,98,98,289,CBDBBBCDABDDDDDCCCBD
7828,8,61,27,117,CCABCACBCCBDDDCCBBBD
7829,23,75,79,239,BBDBCBACAACBBCAAABAC
7830,17,23,91,193,CAAABDCBDBDBDACCDADC
7831,10,72,63,186,CCABADACAACBDCBBCBDB
7832,28,27,59,171,CAABCCADBBACABBCACBA
7833,8,40,28,98,BBCBABCADABCCABDAABC
7834,12,85,51,185,CBCCADDBACAACDAACCAB
7835,24,64,78,229,DDACACCACDACAADCBACD
7836,6,21,88,165,BBDDBBBCCBCACAADBBAC
7837,28,23,88,211,DDCADABCACDCDDBCBCAD
7838,29,27,99,233,BBDCBDBDBADDACDADAAC
7839,6,84,34,147,CCDDBBBBABCBBBBBAACC
7840,20,100,57,225,BDABCBDBBBCDCDDDCDBA
7841,19,81,40,179,DAABACDCBCDDCABDDABB
7842,11,74,80,216,CDCACBCDACCABAACDCBA
7843,18,23,43,123,CABAAAADAACDDDDBBBDD
7844,30,36,68,198,DCACDBDDDDACABACBABB
7845,29,51,47,179,BBCACBDAADCDBABCABDB
7846,18,50,99,234,ADACDBBACCCDCBBBBAAA
7847,30,43,33,152,DCBABDDABCACDCDBDCBA
7848,10,88,78,225,CADBDDDBBBCBCBAADCAB
7849,6,22,38,91,BBCDDCBBBCDBCACAADCB
7850,5,22,78,149,DBACABAADCDCCDACCBCA
7851,5,21,92,169,BADDDDDBCACCDABBCACB
7852,5,94,51,180,AADCAABDBABDCABBBADB
7853,23,100,78,263,DCBBCBBCDBDCCBDBBADA
7854,11,43,35,117,ADDBDCCCCACCAAACDCAA
7855,23,59,76,219,ADDDCCADCCCDCBCAABCC
7856,24,75,74,234,DDBACBCCADAABCCDBAAD
7857,21,82,63,218,ABDDDDDDDDCAADDCBCDD
7858,26,75,99,275,DACACAACCABABACCAACA
7859,10,59,92,217,ABDDCACDCBCCCCCABACA
7860,28,31,45,154,AABBBBBBDACBBCACDADC
7861,26,94,23,180,DCBACCADAACADCACCDBD
7862,15,54,51,160,BBDDCABDCACCDBBCABAB
7863,22,92,82,259,CCAABBBABCAACDDBCACB
7864,23,64,20,140,DDBDCCCDBCBBDDBCBCAA
7865,23,88,51,210,ACDACACDDABBABBDDAAC
7866,10,72,44,158,CBCCABAABDBCCCCCDDDC
7867,8,56,59,160,ADAACDCBABCDBCDABDCC
7868,18,45,89,214,CBAAAADABADBBDDBBCCB
7869,25,41,68,193,AABDABDBCDADDBDBACBA
7870,17,36,58,157,DDCABDBDDBABDCDAADDD
7871,16,33,29,108,BCDDCDDDBACCBBDDACDA
7872,10,66,59,174,DCCBCCDCCABBBBADDCCD
7873,28,93,24,185,CAACBBDAADBADBDABADD
7874,27,58,67,212,ABDAAADABAAACABACDDC
7875,9,34,78,169,AADAACAACCADABBBBDAC
7876,25,50,20,130,DDBBABBCBBDAACACDBCB
7877,14,100,44,194,BBCBCCBCCCAACDBDDACD
7878,14,93,63,215,CACCCDADCACDCAAABADB
7879,17,51,65,182,BCCAABBCACBCBADBBBCD
7880,22,25,22,102,ABDBCADBDAACBDBBAACD
7881,15,32,34,113,BADBDAACDADACBCBACCB
7882,14,33,42,124,CACCDDAABDACCACBBBAA
7883,22,84,29,171,AADBBADCDCABAABAAADD
7884,13,79,51,181,BBABCBBAABCCCDDDBCDA
7885,23,52,99,246,ACCCDDADCADCCCCBCACD
7886,9,87,75,217,ABCDDDBBACCCADCCCDAB
7887,7,85,92,237,CDCDADDDBAAADBCBBCCB
7888,6,44,72,164,BCCDBBCBBDACADADADAA
7889,8,64,61,171,ADCACBBBCBADCCCADCBB
7890,21,52,53,173,DCCACDCBADDAAADCBCDA
7891,18,81,87,247,DCDBBACAACDDDCDBCDBB
