VisitorID,Zone,Time,Density,NodeU,NodeV,Weight,TaskPriority
8327,193,227,281,7,91,20,44
8328,63,804,149,36,11,7,47
8329,181,884,244,11,117,4,8
8330,65,134,278,107,98,3,84
8331,91,261,296,18,4,6,47
8332,4,1361,410,75,41,13,57
8333,128,437,411,34,91,1,56
8334,173,1064,277,7,59,15,10
8335,18,798,185,66,17,18,76
8336,84,443,263,105,108,7,22
8337,197,1022,99,15,51,13,50
8338,111,836,85,5,21,17,50
8339,166,850,479,81,17,13,64
8340,158,979,109,61,93,18,10
8341,7,1100,215,115,75,9,61
8342,24,918,228,63,88,19,45
8343,15,349,12,85,74,9,66
8344,99,1156,406,28,54,2,37
8345,145,404,325,62,41,9,62
8346,190,1237,150,76,29,8,20
8347,167,1212,428,67,1,2,27
8348,46,441,74,40,64,17,50
8349,162,113,171,98,63,6,4
8350,8,209,98,93,31,16,99
8351,66,1278,182,97,3,3,12
8352,11,655,295,60,118,7,63
8353,80,1071,47,35,45,11,87
8354,155,578,259,113,43,11,25
8355,155,1277,253,29,103,13,28
8356,104,777,441,76,52,14,48
8357,97,284,88,29,111,2,16
8358,163,527,209,79,49,6,7
8359,127,1003,388,79,108,6,5
8360,31,74,364,89,28,2,51
8361,59,108,186,96,97,15,84
8362,123,472,201,60,58,13,7
8363,118,979,82,59,88,17,95
8364,36,595,194,75,62,2,66
8365,135,1283,191,38,89,17,3
8366,59,37,141,74,95,4,99
8367,28,285,102,6,55,3,22
8368,158,609,443,98,16,3,44
8369,114,555,466,100,19,14,41
8370,118,447,424,14,75,4,55
8371,158,739,207,55,31,11,83
8372,61,826,53,66,53,12,58
8373,117,690,500,9,78,18,98
8374,83,1355,244,86,61,14,26
8375,94,462,170,13,112,14,66
8376,82,323,432,58,6,19,66
8377,73,1039,280,93,59,20,40
8378,174,742,93,91,89,8,40
8379,191,726,53,85,38,17,40
8380,79,1356,121,46,72,18,50
8381,10,1311,337,36,31,2,19
8382,159,94,164,107,60,5,25
8383,176,179,377,57,49,6,89
8384,198,708,117,8,26,20,1
8385,49,605,244,8,55,3,100
8386,33,651,68,20,118,15,99
8387,103,824,58,114,108,5,12
8388,16,695,171,70,13,5,100
8389,178,1012,299,29,72,20,49
8390,150,806,344,84,45,4,12
8391,136,731,407,116,12,6,57
8392,118,587,450,102,51,7,14
8393,139,274,295,70,65,19,92
8394,10,153,296,120,98,8,49
8395,18,153,11,49,71,1,96
8396,183,363,58,5,99,16,36
8397,64,1280,167,21,73,13,34
8398,87,889,340,1,87,16,88
8399,142,1338,499,116,27,10,83
8400,50,905,146,116,16,2,61
8401,170,897,83,101,75,5,82
8402,29,1374,431,91,41,4,3
8403,170,539,170,115,85,7,84
8404,135,786,290,26,10,16,21
8405,171,106,485,91,24,6,41
8406,136,803,199,76,8,18,13
8407,176,1312,478,36,3,2,62
8408,47,1090,172,106,67,19,44
8409,9,401,70,93,107,9,12
8410,66,952,65,83,56,5,59
8411,65,151,19,45,49,11,16
8412,71,846,150,99,36,2,34
8413,40,1382,309,55,16,15,64
8414,85,1181,143,97,103,4,4
8415,7,486,483,43,60,2,76
8416,102,1151,467,85,25,19,74
8417,143,530,60,23,55,8,53
8418,163,904,85,92,74,14,96
8419,158,491,122,49,27,8,99
8420,124,786,150,68,18,13,18
8421,31,285,56,102,23,10,6
8422,170,359,22,109,47,19,95
8423,157,1398,159,111,89,6,75
8424,69,1023,361,19,16,12,66
8425,31,119,37,6,66,19,29
8426,17,880,361,116,11,19,19
8427,4,965,463,99,66,20,66
8428,57,718,186,62,5,18,39
8429,70,882,264,22,90,2,11
8430,176,1355,431,43,44,3,51
8431,177,491,280,85,95,20,73
8432,113,304,445,36,92,20,81
8433,77,164,125,43,59,11,36
8434,47,83,401,99,53,12,34
8435,130,855,306,18,48,7,48
8436,162,47,415,65,45,9,76
8437,150,448,214,109,67,4,22
8438,38,1425,417,107,42,19,11
8439,20,276,428,88,78,6,17
8440,70,743,380,75,58,11,67
8441,167,585,175,89,69,7,87
8442,108,1349,465,44,120,9,63
8443,200,63,323,65,120,8,17
8444,59,1245,39,108,107,18,85
8445,191,1428,277,33,78,7,65
8446,138,1268,323,11,3,7,80
8447,86,1073,74,111,26,13,75
8448,82,1035,142,103,53,6,82
8449,4,835,477,115,97,13,30
8450,42,149,233,13,28,14,27
8451,83,1017,65,103,19,8,45
8452,158,862,375,85,114,14,5
8453,146,1310,196,112,65,17,29
8454,127,1131,39,89,22,16,61
8455,43,448,269,47,107,14,45
8456,66,1374,41,17,77,14,18
8457,115,1286,85,45,94,16,19
8458,127,208,207,37,68,6,5
8459,116,2,433,64,4,13,85
8460,70,652,437,54,12,17,61
8461,7,552,467,79,59,16,29
8462,189,373,402,93,72,18,26
8463,90,1212,408,94,100,6,48
8464,8,523,47,40,92,18,60
8465,187,569,265,80,116,11,42
8466,193,1169,343,18,2,3,23
8467,99,955,489,73,9,20,28
8468,16,62,276,60,42,9,66
8469,70,166,485,63,52,13,99
8470,181,844,398,3,87,13,49
8471,101,35,477,83,27,12,19
8472,33,574,113,103,66,19,76
8473,104,87,276,9,97,2,82
8474,100,27,430,62,117,17,100
8475,104,1170,152,20,59,2,84
8476,109,518,456,48,12,19,98
8477,192,814,263,54,66,20,77
8478,160,470,358,32,53,7,63
8479,70,599,257,57,8,6,9
8480,9,726,476,26,44,12,11
8481,108,257,215,55,9,7,67
8482,98,170,45,114,14,8,79
8483,53,151,88,25,18,4,11
8484,107,848,125,70,34,17,7
8485,178,50,280,72,38,19,82
8486,75,170,254,118,47,20,65
8487,90,1172,69,13,55,13,79
8488,180,838,336,52,55,13,29
8489,87,38,239,60,63,17,85
8490,9,1039,183,81,30,9,40
8491,169,418,477,28,12,10,1
8492,137,1052,357,4,3,13,71
8493,169,744,437,97,73,6,41
8494,41,594,233,84,67,4,5
8495,133,1300,232,42,24,17,86
8496,123,262,360,17,115,19,62
8497,163,728,455,50,92,8,13
8498,111,119,105,46,36,20,51
8499,193,1234,94,16,89,10,25
8500,182,300,451,31,118,19,1
8501,92,220,378,31,101,8,81
8502,68,713,373,12,37,18,97
8503,26,529,392,41,20,11,85
8504,185,970,138,18,30,11,96
8505,10,874,353,97,117,14,70
8506,73,796,121,91,101,11,47
8507,164,613,27,71,111,10,75
8508,125,542,71,75,12,19,65
8509,193,34,289,4,20,5,70
8510,172,455,120,40,80,11,78
8511,11,1325,238,1,86,4,47
8512,3,666,498,86,22,18,47
8513,68,1106,418,14,50,16,93
8514,12,479,213,6,83,11,52
8515,127,482,163,74,88,1,10
8516,35,659,232,65,63,17,50
8517,4,200,53,22,4,17,60
8518,16,636,28,54,64,13,95
8519,167,444,403,85,72,10,7
8520,180,339,298,76,4,2,50
8521,139,462,317,15,113,3,51
8522,4,1342,357,67,95,4,81
8523,76,278,477,97,33,5,30
8524,15,696,97,115,32,1,95
8525,192,918,288,81,51,7,12
8526,118,450,425,10,11,14,78
8527,173,1007,407,48,30,15,33
8528,9,984,423,94,99,10,71
8529,59,1288,288,95,5,11,12
8530,89,151,172,34,118,19,19
8531,120,153,324,112,100,11,73
8532,144,1299,318,88,48,4,74
8533,23,1432,193,88,97,2,4
8534,10,154,150,43,7,8,6
8535,136,1310,273,70,94,2,43
8536,16,1172,242,25,80,19,93
8537,39,678,482,4,13,14,41
8538,28,70,106,35,5,18,14
8539,179,268,453,34,23,4,41
8540,53,1247,365,14,113,17,31
8541,27,158,68,89,64,2,82
8542,22,626,493,33,100,11,89
8543,31,1234,103,35,105,17,68
8544,9,379,192,86,118,7,3
8545,53,924,215,75,14,7,31
8546,131,923,76,114,11,8,6
8547,91,1325,233,59,19,4,57
8548,114,609,122,105,61,19,75
8549,85,898,59,99,97,17,2
8550,147,935,418,67,92,1,36
8551,89,1029,89,18,97,6,63
8552,57,597,453,20,94,20,86
8553,111,136,494,48,104,5,18
8554,143,1276,140,70,53,5,43
8555,41,1379,231,69,31,11,3
8556,173,248,310,14,10,6,72
8557,17,163,333,40,65,19,62
8558,44,1386,320,7,11,10,26
8559,137,543,268,101,18,2,75
8560,47,92,484,35,22,4,9
8561,20,499,347,59,54,9,56
8562,161,1104,200,113,54,5,90
8563,153,507,317,83,102,14,14
8564,160,1224,205,31,79,2,8
8565,86,682,256,49,98,17,52
8566,149,687,198,38,53,9,87
8567,27,844,382,14,98,11,62
8568,78,1300,61,102,15,2,24
8569,151,796,102,76,82,8,42
8570,195,1054,233,120,106,10,87
8571,120,366,461,49,62,12,19
8572,124,199,464,78,32,14,92
8573,61,253,131,2,108,6,59
8574,26,151,185,33,104,17,18
8575,42,1004,74,42,61,10,51
8576,198,1095,444,83,72,6,36
8577,126,1006,195,61,27,6,4
8578,171,13,58,34,74,13,73
8579,56,1098,100,86,37,5,22
8580,122,1158,239,42,21,17,77
8581,33,246,52,117,66,10,84
8582,55,850,102,79,39,1,56
8583,177,790,430,91,24,3,32
8584,48,1348,275,48,82,12,74
8585,143,648,204,3,5,16,51
8586,47,991,18,59,112,20,92
8587,51,976,28,84,39,2,3
8588,162,1392,12,71,28,12,7
8589,114,924,238,63,120,18,25
8590,36,27,401,99,45,1,5
8591,21,225,413,109,112,13,57
8592,180,146,186,26,43,1,93
8593,91,618,34,16,85,14,26
8594,161,475,149,25,29,4,6
8595,101,113,175,22,105,6,63
8596,14,657,371,7,50,1,53
8597,171,357,392,66,34,18,10
8598,149,1211,33,22,38,18,68
8599,156,1437,150,34,120,11,47
8600,132,278,359,68,6,18,50
8601,56,863,468,105,47,11,97
8602,121,609,135,105,46,11,68
8603,106,815,449,31,67,2,94
8604,135,572,165,83,4,8,83
8605,68,358,332,17,116,14,30
8606,4,767,363,62,8,17,59
8607,39,578,219,15,64,14,55
8608,139,38,93,56,17,3,13
8609,149,853,219,114,23,15,57
8610,184,1181,342,39,72,5,22
8611,55,1407,72,117,98,6,33
8612,12,224,222,51,72,12,84
8613,16,1151,230,103,57,19,41
8614,178,1022,252,87,9,8,2
8615,180,1355,417,11,27,2,61
8616,88,268,375,42,7,19,96
8617,177,689,46,77,60,2,39
8618,165,701,55,56,42,8,75
8619,42,1304,392,64,60,5,52
8620,105,1136,464,6,47,11,55
8621,139,89,417,119,13,4,71
8622,105,290,464,29,79,4,46
8623,198,917,38,109,35,1,64
8624,124,776,416,73,120,4,74
8625,190,811,354,35,110,7,28
8626,95,373,450,42,14,20,81
8627,10,1218,81,14,37,7,46
8628,167,513,262,6,88,15,51
8629,81,1204,165,85,49,13,59
8630,99,328,143,69,6,11,86
8631,186,790,177,18,67,1,93
8632,154,934,202,1,7,14,60
8633,100,1275,278,64,49,19,56
8634,40,1362,392,41,79,5,100
8635,135,1362,58,88,61,18,15
8636,121,923,271,2,95,8,31
8637,189,929,453,54,46,6,5
8638,41,221,146,48,33,6,88
8639,37,1354,173,48,88,14,30
8640,90,1367,218,11,73,5,40
8641,6,1206,179,69,47,13,92
8642,164,467,89,97,84,8,96
8643,159,1358,239,22,20,8,43
8644,196,1264,346,105,38,11,73
8645,124,76,278,90,62,9,75
8646,16,1436,212,76,29,9,4
8647,177,1306,439,63,76,20,72
8648,15,1238,497,64,59,5,99
8649,158,1267,480,51,60,16,48
8650,40,1353,469,15,46,20,86
8651,95,527,442,44,6,13,99
8652,165,1,433,67,21,11,12
8653,161,426,358,3,74,18,94
8654,70,26,51,94,33,3,11
8655,3,318,198,30,56,13,37
8656,9,328,267,41,76,11,41
8657,47,753,65,11,57,18,99
8658,190,718,40,14,105,1,56
8659,58,425,207,56,4,17,21
8660,112,976,245,34,104,17,60
8661,34,1182,26,109,75,4,100
8662,87,266,179,82,56,16,19
8663,4,1244,296,51,102,16,63
8664,70,168,112,77,110,5,59
8665,44,1358,111,20,52,12,67
8666,30,121,201,116,23,9,78
8667,178,696,368,62,102,14,12
8668,169,948,92,82,78,15,54
8669,184,241,340,48,78,5,1
8670,191,25,401,69,115,9,74
8671,121,773,412,25,29,6,20
8672,123,92,469,30,17,12,33
8673,140,521,85,33,29,9,4
8674,52,308,161,104,42,7,2
8675,56,1383,279,65,48,17,29
8676,51,350,275,61,85,14,6
8677,160,973,156,7,30,11,64
8678,157,105,374,96,89,15,60
8679,95,919,178,93,106,3,94
8680,160,1264,455,107,66,1,3
8681,165,840,181,110,35,18,96
8682,135,73,385,58,104,17,68
8683,174,1028,497,52,119,13,50
8684,30,1423,411,27,21,10,52
8685,166,481,242,105,59,17,54
8686,187,886,500,7,24,19,51
8687,193,1125,58,115,51,1,66
8688,121,399,278,36,119,5,29
8689,185,542,172,98,88,20,27
8690,30,90,390,86,28,1,9
8691,80,1237,227,15,71,1,97
8692,24,293,93,96,49,20,25
8693,76,1246,378,5,95,20,65
8694,79,709,124,55,10,10,53
8695,168,15,377,59,109,11,96
8696,183,313,249,15,45,14,76
8697,196,201,304,38,80,19,29
8698,24,415,366,50,90,6,96
8699,149,754,500,86,107,5,52
8700,101,53,425,20,38,16,33
8701,20,378,470,63,93,17,46
8702,22,476,415,90,83,19,69
8703,120,944,180,33,11,3,2
8704,152,1289,211,85,68,12,62
8705,140,154,352,94,37,18,69
8706,164,578,256,28,91,1,83
8707,27,361,425,74,36,5,39
8708,85,254,67,3,50,8,88
8709,50,734,237,42,58,13,77
8710,104,1179,185,104,46,18,68
8711,43,479,224,18,12,12,3
8712,132,63,150,117,60,4,2
8713,100,830,75,97,85,1,40
8714,96,1300,275,112,81,1,58
8715,140,77,18,10,53,6,4
8716,58,824,212,23,76,4,18
8717,101,467,16,56,91,1,25
8718,171,350,22,12,8,1,58
8719,60,1133,84,25,97,15,25
8720,63,673,203,91,49,13,57
8721,111,640,496,9,42,4,91
8722,38,568,233,24,28,19,11
8723,114,1091,118,61,87,18,71
8724,11,1266,474,20,25,10,66
8725,13,351,357,92,1,10,15
8726,181,1350,175,103,35,14,67
8727,161,117,493,5,26,16,81
8728,55,1241,107,26,102,13,60
8729,52,986,405,54,18,6,96
8730,186,1255,234,47,30,11,19
8731,1,591,236,90,59,6,70
8732,128,1246,302,102,18,2,63
8733,47,9,203,69,3,3,51
8734,95,108,227,60,115,18,2
8735,30,458,203,101,26,4,64
8736,83,341,434,90,96,5,57
8737,147,34,13,17,108,5,9
8738,159,1349,177,47,72,7,34
8739,75,141,37,24,19,9,98
8740,37,618,39,118,54,1,28
8741,95,44,312,114,110,13,39
8742,171,531,395,66,29,11,91
8743,150,28,185,49,34,4,100
8744,135,165,446,46,33,10,65
8745,86,1364,171,43,67,16,86
8746,171,358,142,76,31,5,91
8747,193,1330,58,33,114,3,16
8748,78,754,364,88,120,14,19
8749,75,574,337,39,116,13,78
8750,172,76,398,40,108,15,10
8751,122,1374,181,43,90,1,100
8752,96,1154,129,94,66,13,3
8753,34,1121,16,47,12,15,12
8754,156,353,15,71,26,15,83
8755,75,591,162,55,26,8,77
8756,10,180,106,84,108,5,25
8757,96,786,74,100,63,18,39
8758,64,948,379,36,13,4,32
8759,76,565,272,12,94,14,54
8760,57,906,253,5,53,17,64
8761,141,623,84,29,98,14,72
8762,83,351,140,67,4,20,61
8763,184,768,92,9,15,1,71
8764,55,476,422,20,106,8,78
8765,130,1171,267,57,100,15,82
8766,58,696,322,79,58,15,36
8767,88,273,449,106,89,4,12
8768,33,737,496,1,108,14,70
8769,105,658,357,56,103,5,20
8770,84,175,177,51,100,1,86
8771,3,79,353,101,14,7,82
8772,115,537,333,62,60,9,36
8773,56,27,343,43,24,3,94
8774,63,375,131,96,92,17,80
8775,29,706,28,114,64,8,30
8776,75,693,396,103,67,13,27
8777,113,1374,129,63,34,9,93
8778,169,1401,27,107,61,20,8
8779,149,1382,499,13,82,13,26
8780,148,559,190,24,118,12,65
8781,161,1374,372,15,42,11,10
8782,195,52,196,63,59,2,96
8783,59,546,287,68,94,8,66
8784,44,1125,407,44,27,3,44
8785,73,590,194,79,58,11,88
8786,13,971,469,110,115,5,62
8787,198,13,236,73,78,13,14
8788,55,906,158,60,118,15,12
8789,89,167,422,93,60,19,33
8790,172,1434,360,120,48,16,81
8791,35,225,158,112,49,11,2
8792,15,800,160,38,99,12,53
8793,22,350,456,67,49,7,83
8794,191,562,366,101,105,5,52
8795,154,304,496,104,31,11,46
8796,60,136,177,55,120,19,10
8797,37,1119,70,89,66,2,3
8798,181,459,455,42,34,16,88
8799,32,1359,458,9,56,5,26
8800,46,192,294,118,108,1,51
8801,115,1120,197,9,5,1,2
8802,168,1289,376,70,47,3,85
8803,183,25,115,61,79,12,23
8804,142,396,441,50,55,20,26
8805,11,310,43,99,39,11,36
8806,20,862,42,9,54,8,50
8807,82,577,351,10,3,1,21
8808,69,994,487,90,5,9,21
8809,124,650,81,45,48,17,44
8810,14,111,231,111,66,11,42
8811,181,547,429,114,9,5,88
8812,195,837,166,64,18,13,9
8813,80,976,150,23,4,17,30
8814,63,141,154,34,84,1,51
8815,41,658,407,89,79,8,66
8816,17,1402,344,12,100,15,25
8817,121,760,482,92,120,19,80
8818,181,1182,432,43,103,13,19
8819,135,1189,197,37,92,8,85
8820,79,1270,326,52,38,20,3
8821,100,527,238,20,106,2,10
8822,96,457,147,56,19,6,86
8823,159,50,424,26,76,3,50
8824,169,1150,307,49,91,9,78
8825,125,217,459,36,15,20,100
8826,141,1014,168,32,86,8,74
8827,54,291,468,100,70,7,87
8828,169,488,411,69,67,7,67
8829,52,378,277,90,96,1,40
8830,116,253,87,83,4,4,60
8831,195,281,289,23,66,13,40
8832,103,638,425,94,115,1,18
8833,154,817,49,34,74,17,8
8834,66,803,260,39,19,7,59
8835,12,243,127,95,64,2,73
8836,134,289,294,103,86,12,8
8837,62,878,483,111,58,4,52
8838,138,1327,445,52,77,8,38
8839,186,1292,372,98,50,13,55
8840,105,546,475,67,78,19,69
8841,111,882,432,33,58,18,10
8842,177,464,490,24,38,18,24
8843,110,1250,382,31,79,6,36
8844,168,713,289,76,102,19,100
8845,29,476,198,18,95,17,2
8846,8,1051,56,79,10,12,14
8847,151,441,42,62,78,15,34
8848,80,1256,23,115,82,16,95
8849,200,505,376,102,99,10,45
8850,68,1082,276,111,10,15,46
8851,140,872,487,92,71,9,23
8852,72,358,277,114,89,5,53
8853,163,693,284,77,48,16,56
8854,35,104,304,67,90,2,9
8855,26,910,61,39,32,12,98
8856,161,1210,60,104,28,11,100
8857,72,1292,494,60,8,2,82
8858,135,295,149,65,33,6,35
8859,101,778,145,61,51,6,77
8860,91,1325,74,118,35,18,44
8861,161,117,70,10,102,6,23
8862,154,227,269,54,11,11,21
8863,64,462,39,50,87,11,5
8864,40,703,174,28,33,12,28
8865,64,499,230,105,49,11,34
8866,38,501,243,13,21,5,53
8867,114,257,379,43,29,17,40
8868,87,852,63,69,103,10,26
8869,122,156,335,48,99,7,20
8870,99,466,55,106,53,9,72
8871,37,651,264,97,87,7,37
8872,42,576,170,2,72,11,24
8873,22,543,215,19,103,6,3
8874,200,398,159,53,76,4,76
8875,133,668,442,115,98,5,7
8876,32,762,231,27,87,3,83
8877,91,1102,367,1,50,17,85
8878,4,958,68,119,40,15,51
8879,149,1162,161,29,94,4,90
8880,111,301,326,73,10,12,14
8881,145,624,279,12,30,4,38
8882,102,963,240,113,69,13,58
8883,47,755,126,119,51,5,53
8884,55,684,51,9,54,16,65
8885,178,1228,393,65,90,10,2
8886,98,451,416,28,8,5,47
8887,178,1318,116,67,43,4,55
8888,66,650,177,32,87,14,40
8889,152,893,72,101,61,8,70
8890,73,696,318,70,47,16,59
8891,63,1264,172,43,42,11,57
8892,106,432,137,21,113,6,25
8893,192,173,83,87,91,10,17
8894,38,908,287,60,31,10,87
8895,44,1282,299,18,114,6,91
8896,96,1290,347,17,60,5,93
8897,75,123,23,67,63,7,15
8898,43,531,161,53,12,19,58
8899,103,1390,460,109,119,2,80
8900,45,972,321,18,23,9,32
8901,112,663,134,101,36,6,54
8902,152,595,87,7,73,16,9
8903,10,984,150,89,109,8,14
8904,10,1063,77,19,72,18,35
8905,57,739,152,89,109,18,81
8906,91,726,469,50,57,18,36
8907,97,536,311,22,117,19,42
8908,16,326,431,40,23,9,59
8909,120,1373,94,52,35,5,29
8910,142,17,407,101,98,13,87
8911,141,843,193,47,85,18,87
8912,65,959,318,34,98,2,11
8913,193,591,29,103,116,8,51
8914,125,474,38,120,46,13,29
8915,82,1088,446,43,66,8,56
8916,52,1229,171,40,116,14,45
8917,143,326,330,87,19,7,52
8918,71,414,374,101,7,11,63
8919,37,1357,455,82,87,17,70
8920,109,1094,123,9,79,6,67
8921,55,1328,164,112,67,8,89
8922,175,169,17,24,20,16,9
8923,42,899,105,31,14,7,61
8924,167,1186,77,7,92,6,6
8925,194,112,310,49,97,15,54
8926,15,962,228,83,35,13,21
8927,197,364,355,8,105,9,2
8928,183,634,344,23,26,17,60
8929,124,975,440,67,11,18,69
8930,175,870,27,18,44,16,70
8931,30,1344,180,25,94,2,47
8932,163,828,384,72,77,14,79
8933,156,13,45,42,7,7,87
8934,174,921,162,13,15,4,85
8935,137,835,343,114,86,5,82
8936,188,861,279,49,84,19,24
8937,175,1257,376,114,107,4,71
8938,16,684,330,85,114,5,66
8939,83,117,230,105,65,12,40
8940,132,41,51,35,52,1,86
8941,94,1145,210,1,92,11,65
8942,143,1102,148,37,70,4,93
8943,168,272,269,49,81,17,7
8944,37,1128,185,93,20,12,61
8945,118,788,362,94,33,12,51
8946,70,1094,116,93,96,9,87
8947,187,870,382,115,6,18,12
8948,171,42,281,7,102,16,99
8949,50,522,198,119,49,17,67
8950,46,151,85,20,16,12,7
8951,41,907,250,9,46,13,75
8952,157,139,481,85,66,12,42
8953,136,309,134,66,55,13,57
8954,157,70,460,111,13,20,3
8955,189,1142,339,79,35,8,28
8956,27,1217,37,55,19,12,59
8957,112,74,340,103,22,1,58
8958,94,201,222,66,92,9,33
8959,186,234,165,13,99,16,77
8960,69,1183,29,57,79,8,75
8961,2,491,205,67,105,19,18
8962,166,294,40,22,36,6,38
8963,48,750,241,16,110,12,36
8964,171,805,304,53,37,16,86
8965,168,300,403,70,99,3,4
8966,104,521,347,113,101,2,11
8967,193,1020,133,21,50,12,90
8968,139,431,88,24,51,15,79
8969,79,680,206,112,63,15,99
8970,35,108,117,96,57,19,71
8971,44,512,394,81,34,1,43
8972,141,64,11,80,33,4,88
8973,7,215,377,63,94,5,52
8974,14,101,257,89,109,6,23
8975,137,1241,336,118,105,5,13
8976,12,1042,290,89,46,13,30
8977,1,652,459,38,11,3,51
8978,103,1043,92,100,31,3,31
8979,152,1213,126,34,6,7,82
8980,24,114,227,10,103,1,57
8981,173,881,76,50,35,2,88
8982,33,1090,479,106,70,4,3
8983,13,463,284,118,39,6,89
8984,170,171,128,58,33,5,88
8985,122,516,148,113,92,5,17
8986,35,261,149,12,104,17,50
8987,96,1246,204,113,82,15,44
8988,122,826,177,26,59,18,77
8989,70,1407,278,120,79,15,88
8990,49,443,40,40,35,6,72
8991,180,963,122,14,28,9,92
8992,112,934,236,9,57,8,53
8993,4,1312,51,40,115,10,61
8994,14,16,121,101,81,9,45
8995,148,1039,254,80,21,2,55
8996,199,515,177,73,11,9,26
8997,118,1215,57,115,29,3,14
8998,115,706,266,105,108,20,59
8999,152,1274,317,5,11,10,77
9000,97,1297,115,25,46,1,30
9001,185,941,335,74,61,8,40
9002,84,529,251,80,107,1,81
9003,189,1384,64,58,17,17,75
9004,87,87,330,31,48,17,56
9005,4,1133,437,99,52,18,16
9006,163,1025,24,49,13,15,11
9007,1,613,410,5,57,20,27
9008,160,1368,412,113,46,3,82
9009,106,825,134,14,5,9,11
9010,60,87,379,26,62,13,56
9011,198,400,61,117,32,19,53
9012,53,104,189,68,27,2,61
9013,103,1429,359,99,116,3,2
9014,46,474,148,69,53,5,2
9015,20,537,143,98,44,3,22
9016,114,167,212,120,37,19,85
9017,6,402,389,65,64,16,26
9018,39,768,20,96,52,19,40
9019,125,947,452,29,50,9,89
9020,115,520,140,75,103,1,41
9021,18,45,449,30,62,18,43
9022,190,779,360,65,4,1,51
9023,85,1105,432,64,17,5,73
9024,19,620,114,114,22,13,98
9025,66,1176,17,56,19,9,82
9026,83,83,38,92,24,3,68
9027,128,217,188,115,5,4,23
9028,83,282,70,99,56,2,46
9029,150,125,261,120,15,14,19
9030,123,480,120,9,71,14,20
9031,43,1314,295,55,23,18,10
9032,61,1247,213,95,66,5,6
9033,95,166,472,47,87,9,64
9034,25,1227,269,111,10,12,96
9035,139,841,416,109,35,17,66
9036,63,406,223,66,57,16,54
9037,40,189,321,44,34,9,44
9038,193,1192,476,22,7,15,2
9039,127,1179,372,30,91,13,47
9040,26,426,102,111,96,13,93
9041,91,639,314,45,69,19,31
9042,161,328,489,57,42,19,14
9043,2,1356,222,32,28,2,74
9044,35,963,121,45,3,10,35
9045,59,1046,373,116,17,20,34
9046,36,1217,236,50,113,5,58
9047,26,80,395,44,12,11,50
9048,26,1104,188,109,71,15,74
9049,15,908,271,46,50,8,96
9050,124,1339,375,80,14,4,18
9051,28,916,436,14,104,13,40
9052,186,549,497,20,45,13,46
9053,188,1409,190,23,21,17,71
9054,151,1370,35,74,19,3,92
9055,182,501,292,87,52,13,40
9056,97,808,334,28,8,2,39
9057,67,864,224,19,115,16,57
9058,164,1189,249,80,109,13,29
9059,104,1399,67,112,26,2,49
9060,147,865,259,40,96,10,87
9061,102,1379,72,65,29,16,65
9062,15,107,332,70,61,15,33
9063,188,541,453,66,77,18,52
9064,61,514,88,44,56,4,7
9065,147,1274,402,89,100,9,86
9066,93,1118,283,42,101,17,51
9067,16,1074,70,60,80,1,9
9068,129,725,248,55,37,12,3
9069,134,806,220,74,114,6,90
9070,152,333,158,78,74,1,34
9071,27,984,21,73,118,6,17
9072,165,168,429,25,42,2,55
9073,138,684,344,18,97,6,73
9074,132,595,149,9,100,3,55
9075,111,847,471,86,42,5,9
9076,128,1016,45,50,40,11,14
9077,5,26,323,38,81,8,70
9078,131,4,282,86,98,11,71
9079,25,13,351,33,36,6,40
9080,122,1174,276,82,51,2,33
9081,52,489,268,6,111,20,69
9082,113,1148,121,91,85,4,95
9083,63,326,164,74,16,1,53
9084,132,449,223,26,112,18,6
9085,176,1126,71,84,105,4,91
9086,85,702,403,80,117,13,43
9087,93,446,159,120,17,11,19
9088,148,1351,129,10,54,2,56
9089,143,220,69,4,108,8,51
9090,200,1208,219,31,60,5,42
9091,100,567,463,111,36,7,55
9092,100,557,358,29,74,11,39
9093,158,878,50,58,69,14,44
9094,184,218,367,80,57,10,15
9095,109,311,430,3,17,20,97
9096,141,1165,470,101,117,7,5
9097,175,430,166,75,74,17,29
9098,97,1278,150,36,28,19,36
9099,95,722,27,6,96,12,26
9100,144,3,416,43,106,20,86
9101,88,812,250,112,100,6,25
9102,3,926,326,90,14,3,52
9103,125,986,143,10,118,18,78
9104,199,1087,14,46,113,7,56
9105,164,767,386,71,62,13,98
9106,151,958,438,6,105,10,72
9107,65,570,273,46,71,4,23
9108,49,602,311,21,107,15,65
9109,142,1052,402,61,72,8,77
9110,89,1353,28,49,119,11,57
9111,64,952,428,47,39,9,79
9112,162,524,33,71,60,5,94
9113,34,964,214,30,78,7,13
9114,166,4,79,105,98,9,33
9115,31,665,115,87,23,14,7
9116,179,333,269,32,97,3,77
9117,22,561,232,93,22,6,67
9118,99,1397,468,116,117,14,34
9119,125,246,173,49,39,9,28
9120,34,119,388,16,23,16,39
9121,51,1355,208,79,26,16,16
9122,64,1120,490,111,89,2,4
9123,171,189,260,65,35,11,80
9124,101,574,132,85,69,18,41
9125,120,231,22,118,98,3,64
9126,21,1391,248,18,7,8,47
9127,105,882,292,1,80,18,48
9128,139,1359,154,30,16,11,100
9129,27,1376,30,27,108,18,12
9130,106,190,291,58,16,6,24
9131,4,496,482,39,109,6,5
9132,184,846,457,94,79,9,80
9133,88,258,48,46,109,16,11
