index,node_type,zone,corridor,facility_name,gps_lat,gps_lon,criticality_level,resource_type,capacity_units,final_stock_units
511,WATER_RESERVOIR,BUFFER_VILLAGE,HIGHWAY_NORTH,WATER_RESERVOIR_0511,15.39327,77.13065,HIGH,VACCINE,4574.0,4182.73
512,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,LAKE_SECTOR,MOBILE_VET_UNIT_0512,14.59897,76.66334,HIGH,MEDICAL_KIT,270.0,259.6
513,WATER_RESERVOIR,RIVER_CORRIDOR,RIVER_WEST,WATER_RESERVOIR_0513,15.06035,77.43184,MEDIUM,VACCINE,2311.0,1424.65
514,FIELD_DEPOT,CORE_FOREST,RIVER_WEST,FIELD_DEPOT_0514,14.69896,77.07589,LOW,MEDICAL_KIT,714.0,523.76
515,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,RIVER_WEST,MOBILE_VET_UNIT_0515,15.27474,76.94693,MEDIUM,MEDICAL_KIT,130.0,130.0
516,MOBILE_VET_UNIT,RIVER_CORRIDOR,EAST_VALLEY,MOBILE_VET_UNIT_0516,15.42857,76.92182,MEDIUM,WATER,15263.0,12626.08
517,WATER_RESERVOIR,CORE_FOREST,EAST_VALLEY,WATER_RESERVOIR_0517,14.81688,76.79136,HIGH,VACCINE,2391.0,1845.11
518,FIELD_DEPOT,HIGHWAY_CORRIDOR,GRASSLAND_BELT,FIELD_DEPOT_0518,14.91399,76.68389,LOW,MEDICAL_KIT,73.0,19.41
519,CLINIC,HIGHWAY_CORRIDOR,SOUTH_RIDGE,CLINIC_0519,14.60301,76.56379,HIGH,WATER,17505.0,10653.48
520,FIELD_DEPOT,HILL_RANGE,SOUTH_RIDGE,FIELD_DEPOT_0520,14.65527,77.15483,MEDIUM,WATER,14774.0,8628.14
521,CLINIC,HIGHWAY_CORRIDOR,HIGHWAY_SOUTH,CLINIC_0521,15.02674,76.67061,HIGH,MEDICAL_KIT,85.0,82.57
522,MOBILE_VET_UNIT,RIVER_CORRIDOR,HIGHWAY_SOUTH,MOBILE_VET_UNIT_0522,15.04855,76.63511,LOW,MEDICAL_KIT,764.0,506.44
523,FIELD_DEPOT,HILL_RANGE,HIGHWAY_NORTH,FIELD_DEPOT_0523,15.03378,77.40892,MEDIUM,MEDICAL_KIT,543.0,405.71
524,WATER_RESERVOIR,RIVER_CORRIDOR,RIVER_EAST,WATER_RESERVOIR_0524,14.65572,76.51056,MEDIUM,VACCINE,4487.0,3789.99
525,CLINIC,HIGHWAY_CORRIDOR,RIVER_EAST,CLINIC_0525,15.18777,76.99193,MEDIUM,VACCINE,4108.0,2788.52
526,FIELD_DEPOT,HIGHWAY_CORRIDOR,GRASSLAND_BELT,FIELD_DEPOT_0526,15.04821,76.68857,LOW,WATER,16323.0,9742.51
527,CLINIC,RIVER_CORRIDOR,HIGHWAY_NORTH,CLINIC_0527,14.92224,76.73956,MEDIUM,WATER,10908.0,6426.57
528,MOBILE_VET_UNIT,RIVER_CORRIDOR,WEST_VALLEY,MOBILE_VET_UNIT_0528,14.7896,77.13689,HIGH,WATER,16836.0,15159.32
529,CLINIC,HIGHWAY_CORRIDOR,NORTH_RIDGE,CLINIC_0529,15.03497,76.68594,HIGH,WATER,5351.0,3270.53
530,FIELD_DEPOT,CORE_FOREST,WEST_VALLEY,FIELD_DEPOT_0530,14.99358,76.84191,HIGH,WATER,12209.0,9534.94
531,MOBILE_VET_UNIT,RIVER_CORRIDOR,NORTH_RIDGE,MOBILE_VET_UNIT_0531,15.25057,76.64609,HIGH,VACCINE,2383.0,1610.26
532,FIELD_DEPOT,BUFFER_VILLAGE,WEST_VALLEY,FIELD_DEPOT_0532,15.32825,76.62196,LOW,VACCINE,2239.0,2239.0
533,FIELD_DEPOT,BUFFER_VILLAGE,NORTH_RIDGE,FIELD_DEPOT_0533,15.271,77.02114,MEDIUM,WATER,8830.0,5209.11
534,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,EAST_VALLEY,MOBILE_VET_UNIT_0534,15.24472,77.04958,MEDIUM,MEDICAL_KIT,175.0,166.4
535,MOBILE_VET_UNIT,BUFFER_VILLAGE,RIVER_WEST,MOBILE_VET_UNIT_0535,14.71779,76.61293,LOW,WATER,16226.0,9443.61
536,CLINIC,HIGHWAY_CORRIDOR,GRASSLAND_BELT,CLINIC_0536,14.74309,77.46883,MEDIUM,WATER,17573.0,16541.98
537,CLINIC,HIGHWAY_CORRIDOR,SOUTH_RIDGE,CLINIC_0537,14.5914,77.11864,HIGH,WATER,3967.0,3596.75
538,WATER_RESERVOIR,BUFFER_VILLAGE,HIGHWAY_SOUTH,WATER_RESERVOIR_0538,15.05835,77.14465,MEDIUM,WATER,13380.0,10802.67
539,FIELD_DEPOT,BUFFER_VILLAGE,NORTH_RIDGE,FIELD_DEPOT_0539,15.2244,76.7507,MEDIUM,MEDICAL_KIT,90.0,44.73
540,FIELD_DEPOT,HILL_RANGE,RIVER_EAST,FIELD_DEPOT_0540,14.68978,76.68663,MEDIUM,MEDICAL_KIT,406.0,228.11
541,FIELD_DEPOT,HIGHWAY_CORRIDOR,GRASSLAND_BELT,FIELD_DEPOT_0541,15.03114,76.94938,HIGH,MEDICAL_KIT,889.0,765.1
542,WATER_RESERVOIR,HILL_RANGE,HIGHWAY_NORTH,WATER_RESERVOIR_0542,14.51872,77.35683,HIGH,MEDICAL_KIT,844.0,646.85
543,WATER_RESERVOIR,HILL_RANGE,HIGHWAY_NORTH,WATER_RESERVOIR_0543,14.99755,77.05147,MEDIUM,WATER,11277.0,6329.78
544,MOBILE_VET_UNIT,CORE_FOREST,SOUTH_RIDGE,MOBILE_VET_UNIT_0544,14.54378,77.4378,MEDIUM,MEDICAL_KIT,232.0,232.0
545,CLINIC,CORE_FOREST,HIGHWAY_SOUTH,CLINIC_0545,15.07101,77.3363,HIGH,WATER,18053.0,15684.47
546,MOBILE_VET_UNIT,CORE_FOREST,RIVER_WEST,MOBILE_VET_UNIT_0546,14.57087,77.43021,MEDIUM,WATER,8839.0,7842.45
547,WATER_RESERVOIR,RIVER_CORRIDOR,NORTH_RIDGE,WATER_RESERVOIR_0547,15.43824,76.91595,MEDIUM,VACCINE,3223.0,2909.77
548,WATER_RESERVOIR,HILL_RANGE,RIVER_EAST,WATER_RESERVOIR_0548,14.57039,76.8039,HIGH,MEDICAL_KIT,271.0,211.03
549,CLINIC,HILL_RANGE,HIGHWAY_NORTH,CLINIC_0549,15.15688,77.07003,HIGH,WATER,7862.0,6074.24
550,WATER_RESERVOIR,HILL_RANGE,RIVER_WEST,WATER_RESERVOIR_0550,15.16524,77.38282,MEDIUM,MEDICAL_KIT,220.0,203.23
551,FIELD_DEPOT,HILL_RANGE,RIVER_WEST,FIELD_DEPOT_0551,15.49843,76.94301,HIGH,MEDICAL_KIT,410.0,403.87
552,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,HIGHWAY_NORTH,MOBILE_VET_UNIT_0552,15.22587,77.10841,MEDIUM,MEDICAL_KIT,626.0,563.84
553,FIELD_DEPOT,HILL_RANGE,RIVER_EAST,FIELD_DEPOT_0553,14.9475,76.89709,LOW,VACCINE,483.0,466.5
554,WATER_RESERVOIR,HILL_RANGE,EAST_VALLEY,WATER_RESERVOIR_0554,15.48439,76.71482,HIGH,VACCINE,2779.0,2528.46
555,MOBILE_VET_UNIT,HILL_RANGE,LAKE_SECTOR,MOBILE_VET_UNIT_0555,15.07161,76.59429,MEDIUM,MEDICAL_KIT,521.0,286.43
556,CLINIC,HIGHWAY_CORRIDOR,RIVER_WEST,CLINIC_0556,14.75624,76.8003,HIGH,MEDICAL_KIT,634.0,634.0
557,WATER_RESERVOIR,HIGHWAY_CORRIDOR,HIGHWAY_SOUTH,WATER_RESERVOIR_0557,15.39902,77.20285,MEDIUM,WATER,5124.0,3401.18
558,MOBILE_VET_UNIT,CORE_FOREST,GRASSLAND_BELT,MOBILE_VET_UNIT_0558,14.55592,77.2709,HIGH,VACCINE,3050.0,2520.56
559,WATER_RESERVOIR,BUFFER_VILLAGE,GRASSLAND_BELT,WATER_RESERVOIR_0559,15.13219,76.55413,MEDIUM,WATER,19182.0,7560.45
560,CLINIC,HIGHWAY_CORRIDOR,LAKE_SECTOR,CLINIC_0560,14.55052,77.23158,HIGH,MEDICAL_KIT,452.0,376.87
561,WATER_RESERVOIR,BUFFER_VILLAGE,HIGHWAY_NORTH,WATER_RESERVOIR_0561,14.64801,76.83617,LOW,VACCINE,4098.0,2810.08
562,WATER_RESERVOIR,HILL_RANGE,HIGHWAY_NORTH,WATER_RESERVOIR_0562,15.00182,77.27383,HIGH,VACCINE,1268.0,1195.15
563,CLINIC,RIVER_CORRIDOR,HIGHWAY_NORTH,CLINIC_0563,15.06117,77.49708,MEDIUM,MEDICAL_KIT,586.0,370.69
564,WATER_RESERVOIR,HIGHWAY_CORRIDOR,HIGHWAY_NORTH,WATER_RESERVOIR_0564,15.07602,76.61253,MEDIUM,VACCINE,3588.0,2064.67
565,MOBILE_VET_UNIT,BUFFER_VILLAGE,RIVER_WEST,MOBILE_VET_UNIT_0565,14.52421,76.80482,MEDIUM,VACCINE,3064.0,2415.52
566,FIELD_DEPOT,HILL_RANGE,EAST_VALLEY,FIELD_DEPOT_0566,15.31817,76.69969,HIGH,VACCINE,3262.0,3049.23
567,WATER_RESERVOIR,CORE_FOREST,NORTH_RIDGE,WATER_RESERVOIR_0567,15.42673,77.36875,LOW,WATER,11426.0,4514.81
568,WATER_RESERVOIR,HIGHWAY_CORRIDOR,HIGHWAY_SOUTH,WATER_RESERVOIR_0568,14.70901,77.03801,HIGH,VACCINE,1869.0,1818.89
569,FIELD_DEPOT,HILL_RANGE,EAST_VALLEY,FIELD_DEPOT_0569,14.51839,77.083,MEDIUM,MEDICAL_KIT,729.0,640.94
570,MOBILE_VET_UNIT,BUFFER_VILLAGE,NORTH_RIDGE,MOBILE_VET_UNIT_0570,15.19653,76.77128,HIGH,VACCINE,4008.0,2442.98
571,FIELD_DEPOT,HIGHWAY_CORRIDOR,RIVER_WEST,FIELD_DEPOT_0571,15.36741,77.14941,HIGH,WATER,9574.0,8093.37
572,WATER_RESERVOIR,HIGHWAY_CORRIDOR,HIGHWAY_SOUTH,WATER_RESERVOIR_0572,14.68642,77.00065,MEDIUM,MEDICAL_KIT,518.0,465.6
573,WATER_RESERVOIR,CORE_FOREST,WEST_VALLEY,WATER_RESERVOIR_0573,14.98993,77.24439,MEDIUM,MEDICAL_KIT,68.0,37.37
574,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,RIVER_EAST,MOBILE_VET_UNIT_0574,15.47859,76.77588,LOW,WATER,4031.0,4031.0
575,FIELD_DEPOT,CORE_FOREST,LAKE_SECTOR,FIELD_DEPOT_0575,14.84179,76.89285,HIGH,VACCINE,1324.0,996.82
576,CLINIC,RIVER_CORRIDOR,WEST_VALLEY,CLINIC_0576,15.47054,77.40974,HIGH,MEDICAL_KIT,387.0,271.67
577,CLINIC,HILL_RANGE,LAKE_SECTOR,CLINIC_0577,15.36259,76.809,LOW,MEDICAL_KIT,772.0,732.21
578,CLINIC,RIVER_CORRIDOR,EAST_VALLEY,CLINIC_0578,15.41711,76.8175,LOW,MEDICAL_KIT,620.0,460.68
579,WATER_RESERVOIR,BUFFER_VILLAGE,RIVER_WEST,WATER_RESERVOIR_0579,15.26544,77.38013,MEDIUM,WATER,15567.0,13439.27
580,MOBILE_VET_UNIT,RIVER_CORRIDOR,RIVER_EAST,MOBILE_VET_UNIT_0580,14.60677,76.68475,LOW,WATER,10744.0,7269.53
581,CLINIC,HILL_RANGE,WEST_VALLEY,CLINIC_0581,14.85926,77.18814,MEDIUM,WATER,17617.0,7749.12
582,FIELD_DEPOT,HIGHWAY_CORRIDOR,EAST_VALLEY,FIELD_DEPOT_0582,14.63751,76.69326,MEDIUM,VACCINE,464.0,261.85
583,WATER_RESERVOIR,HIGHWAY_CORRIDOR,HIGHWAY_NORTH,WATER_RESERVOIR_0583,15.48824,77.25778,MEDIUM,WATER,4167.0,1466.27
584,FIELD_DEPOT,HILL_RANGE,HIGHWAY_SOUTH,FIELD_DEPOT_0584,14.95754,76.74678,MEDIUM,MEDICAL_KIT,464.0,396.73
585,FIELD_DEPOT,HIGHWAY_CORRIDOR,HIGHWAY_NORTH,FIELD_DEPOT_0585,15.07193,77.03616,LOW,MEDICAL_KIT,706.0,612.22
586,WATER_RESERVOIR,HILL_RANGE,SOUTH_RIDGE,WATER_RESERVOIR_0586,15.37777,77.37778,MEDIUM,VACCINE,2212.0,1529.92
587,FIELD_DEPOT,CORE_FOREST,LAKE_SECTOR,FIELD_DEPOT_0587,15.13065,76.5493,MEDIUM,VACCINE,2585.0,1778.55
588,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,HIGHWAY_SOUTH,MOBILE_VET_UNIT_0588,15.11313,76.55455,MEDIUM,WATER,18940.0,16133.81
589,FIELD_DEPOT,RIVER_CORRIDOR,SOUTH_RIDGE,FIELD_DEPOT_0589,14.67977,77.08545,MEDIUM,MEDICAL_KIT,965.0,851.12
590,CLINIC,RIVER_CORRIDOR,HIGHWAY_NORTH,CLINIC_0590,14.67888,77.09032,MEDIUM,VACCINE,1854.0,1854.0
591,WATER_RESERVOIR,HIGHWAY_CORRIDOR,RIVER_WEST,WATER_RESERVOIR_0591,15.21147,76.66399,MEDIUM,MEDICAL_KIT,800.0,415.64
592,WATER_RESERVOIR,RIVER_CORRIDOR,RIVER_WEST,WATER_RESERVOIR_0592,14.88409,77.29107,MEDIUM,WATER,18766.0,12636.97
593,CLINIC,RIVER_CORRIDOR,LAKE_SECTOR,CLINIC_0593,14.67088,76.83519,HIGH,VACCINE,1429.0,1011.7
594,WATER_RESERVOIR,RIVER_CORRIDOR,RIVER_EAST,WATER_RESERVOIR_0594,15.46097,76.78878,MEDIUM,VACCINE,1680.0,1109.06
595,CLINIC,BUFFER_VILLAGE,NORTH_RIDGE,CLINIC_0595,14.51221,76.99763,LOW,MEDICAL_KIT,560.0,402.04
596,WATER_RESERVOIR,HILL_RANGE,HIGHWAY_SOUTH,WATER_RESERVOIR_0596,15.15947,76.95374,HIGH,WATER,16479.0,13731.31
597,CLINIC,HILL_RANGE,RIVER_EAST,CLINIC_0597,15.32012,76.70764,MEDIUM,MEDICAL_KIT,239.0,151.24
598,MOBILE_VET_UNIT,CORE_FOREST,EAST_VALLEY,MOBILE_VET_UNIT_0598,15.33801,76.79844,MEDIUM,WATER,4873.0,2579.45
599,FIELD_DEPOT,BUFFER_VILLAGE,EAST_VALLEY,FIELD_DEPOT_0599,15.16092,77.19985,MEDIUM,MEDICAL_KIT,636.0,498.09
600,CLINIC,RIVER_CORRIDOR,GRASSLAND_BELT,CLINIC_0600,14.59313,76.79929,LOW,VACCINE,3219.0,2895.53
601,WATER_RESERVOIR,RIVER_CORRIDOR,LAKE_SECTOR,WATER_RESERVOIR_0601,14.63455,77.19462,MEDIUM,WATER,10992.0,6945.94
602,FIELD_DEPOT,HILL_RANGE,WEST_VALLEY,FIELD_DEPOT_0602,14.55818,77.07137,HIGH,MEDICAL_KIT,694.0,431.81
603,MOBILE_VET_UNIT,RIVER_CORRIDOR,GRASSLAND_BELT,MOBILE_VET_UNIT_0603,15.07514,77.12324,MEDIUM,VACCINE,1262.0,892.42
604,FIELD_DEPOT,HILL_RANGE,HIGHWAY_SOUTH,FIELD_DEPOT_0604,15.38366,76.73272,LOW,VACCINE,2579.0,2470.17
605,WATER_RESERVOIR,CORE_FOREST,NORTH_RIDGE,WATER_RESERVOIR_0605,14.61793,77.34807,MEDIUM,VACCINE,3596.0,2528.58
606,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,LAKE_SECTOR,MOBILE_VET_UNIT_0606,15.14062,77.19002,HIGH,MEDICAL_KIT,310.0,218.67
607,MOBILE_VET_UNIT,CORE_FOREST,SOUTH_RIDGE,MOBILE_VET_UNIT_0607,14.89605,77.06892,MEDIUM,MEDICAL_KIT,79.0,64.47
608,CLINIC,HIGHWAY_CORRIDOR,RIVER_WEST,CLINIC_0608,14.9745,76.53556,MEDIUM,MEDICAL_KIT,189.0,91.53
609,FIELD_DEPOT,HILL_RANGE,RIVER_WEST,FIELD_DEPOT_0609,14.91395,77.24258,LOW,VACCINE,4468.0,2631.03
610,MOBILE_VET_UNIT,HILL_RANGE,LAKE_SECTOR,MOBILE_VET_UNIT_0610,15.18549,77.29954,HIGH,WATER,13586.0,8962.98
611,WATER_RESERVOIR,HIGHWAY_CORRIDOR,HIGHWAY_NORTH,WATER_RESERVOIR_0611,14.66597,77.10569,MEDIUM,MEDICAL_KIT,241.0,167.1
612,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,NORTH_RIDGE,MOBILE_VET_UNIT_0612,14.99705,76.73764,MEDIUM,VACCINE,3902.0,3179.07
613,MOBILE_VET_UNIT,BUFFER_VILLAGE,LAKE_SECTOR,MOBILE_VET_UNIT_0613,14.87422,76.5374,HIGH,VACCINE,1855.0,1497.26
614,WATER_RESERVOIR,RIVER_CORRIDOR,LAKE_SECTOR,WATER_RESERVOIR_0614,15.42364,77.23244,HIGH,WATER,19158.0,14096.32
615,WATER_RESERVOIR,HILL_RANGE,EAST_VALLEY,WATER_RESERVOIR_0615,14.95937,77.21368,MEDIUM,WATER,19116.0,9769.28
616,MOBILE_VET_UNIT,CORE_FOREST,GRASSLAND_BELT,MOBILE_VET_UNIT_0616,15.38919,76.6031,MEDIUM,WATER,12239.0,7417.07
617,MOBILE_VET_UNIT,BUFFER_VILLAGE,RIVER_WEST,MOBILE_VET_UNIT_0617,14.77665,76.81915,HIGH,WATER,16454.0,12080.91
618,CLINIC,HIGHWAY_CORRIDOR,SOUTH_RIDGE,CLINIC_0618,15.05963,76.60238,LOW,WATER,19777.0,11516.95
619,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,EAST_VALLEY,MOBILE_VET_UNIT_0619,15.07408,76.67127,LOW,MEDICAL_KIT,368.0,302.23
620,MOBILE_VET_UNIT,HILL_RANGE,HIGHWAY_SOUTH,MOBILE_VET_UNIT_0620,14.97074,77.1755,HIGH,WATER,5471.0,3182.85
621,FIELD_DEPOT,BUFFER_VILLAGE,GRASSLAND_BELT,FIELD_DEPOT_0621,15.19012,76.94584,MEDIUM,MEDICAL_KIT,414.0,290.83
622,CLINIC,HILL_RANGE,SOUTH_RIDGE,CLINIC_0622,14.59292,77.30235,MEDIUM,VACCINE,4036.0,2116.99
623,MOBILE_VET_UNIT,RIVER_CORRIDOR,HIGHWAY_SOUTH,MOBILE_VET_UNIT_0623,14.64372,77.3957,LOW,WATER,10455.0,9953.7
624,FIELD_DEPOT,BUFFER_VILLAGE,RIVER_WEST,FIELD_DEPOT_0624,14.53026,76.97533,MEDIUM,VACCINE,3079.0,2250.34
625,CLINIC,HIGHWAY_CORRIDOR,RIVER_WEST,CLINIC_0625,15.00795,76.90569,MEDIUM,MEDICAL_KIT,781.0,598.31
626,MOBILE_VET_UNIT,HILL_RANGE,SOUTH_RIDGE,MOBILE_VET_UNIT_0626,14.90082,76.91344,MEDIUM,VACCINE,2196.0,1428.62
627,FIELD_DEPOT,RIVER_CORRIDOR,SOUTH_RIDGE,FIELD_DEPOT_0627,15.19406,76.93115,HIGH,VACCINE,3766.0,2727.27
628,CLINIC,BUFFER_VILLAGE,SOUTH_RIDGE,CLINIC_0628,15.07419,76.98663,LOW,MEDICAL_KIT,656.0,542.29
629,MOBILE_VET_UNIT,HILL_RANGE,SOUTH_RIDGE,MOBILE_VET_UNIT_0629,15.45588,76.56961,HIGH,VACCINE,1090.0,1026.78
630,FIELD_DEPOT,HIGHWAY_CORRIDOR,HIGHWAY_SOUTH,FIELD_DEPOT_0630,14.59053,77.31703,MEDIUM,MEDICAL_KIT,958.0,796.02
631,WATER_RESERVOIR,BUFFER_VILLAGE,EAST_VALLEY,WATER_RESERVOIR_0631,14.88998,77.07793,MEDIUM,VACCINE,1802.0,860.32
632,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,GRASSLAND_BELT,MOBILE_VET_UNIT_0632,15.44333,76.93473,MEDIUM,MEDICAL_KIT,987.0,577.19
633,WATER_RESERVOIR,HILL_RANGE,NORTH_RIDGE,WATER_RESERVOIR_0633,14.9042,76.62756,LOW,MEDICAL_KIT,351.0,165.83
634,WATER_RESERVOIR,CORE_FOREST,LAKE_SECTOR,WATER_RESERVOIR_0634,14.78221,76.53118,HIGH,VACCINE,3736.0,2766.88
635,MOBILE_VET_UNIT,RIVER_CORRIDOR,HIGHWAY_NORTH,MOBILE_VET_UNIT_0635,14.71122,76.67341,MEDIUM,VACCINE,1339.0,981.01
636,FIELD_DEPOT,HIGHWAY_CORRIDOR,HIGHWAY_NORTH,FIELD_DEPOT_0636,15.37274,76.62555,MEDIUM,WATER,2380.0,654.44
637,WATER_RESERVOIR,BUFFER_VILLAGE,HIGHWAY_SOUTH,WATER_RESERVOIR_0637,15.49022,76.58466,MEDIUM,MEDICAL_KIT,707.0,562.5
638,FIELD_DEPOT,HILL_RANGE,HIGHWAY_NORTH,FIELD_DEPOT_0638,15.00941,77.05205,HIGH,MEDICAL_KIT,510.0,352.05
639,FIELD_DEPOT,HILL_RANGE,NORTH_RIDGE,FIELD_DEPOT_0639,15.23091,77.21213,MEDIUM,MEDICAL_KIT,325.0,188.06
640,MOBILE_VET_UNIT,CORE_FOREST,NORTH_RIDGE,MOBILE_VET_UNIT_0640,14.86858,77.08027,MEDIUM,MEDICAL_KIT,757.0,381.23
641,MOBILE_VET_UNIT,RIVER_CORRIDOR,LAKE_SECTOR,MOBILE_VET_UNIT_0641,15.11007,76.74523,MEDIUM,WATER,4558.0,3270.2
642,MOBILE_VET_UNIT,HILL_RANGE,NORTH_RIDGE,MOBILE_VET_UNIT_0642,14.51078,76.95403,MEDIUM,VACCINE,4043.0,3272.57
643,MOBILE_VET_UNIT,RIVER_CORRIDOR,RIVER_WEST,MOBILE_VET_UNIT_0643,14.53533,77.42286,MEDIUM,VACCINE,2690.0,2001.36
644,MOBILE_VET_UNIT,CORE_FOREST,HIGHWAY_SOUTH,MOBILE_VET_UNIT_0644,14.55162,77.49036,HIGH,MEDICAL_KIT,878.0,531.03
645,FIELD_DEPOT,CORE_FOREST,EAST_VALLEY,FIELD_DEPOT_0645,15.28376,76.75205,HIGH,MEDICAL_KIT,680.0,677.16
646,WATER_RESERVOIR,CORE_FOREST,GRASSLAND_BELT,WATER_RESERVOIR_0646,15.23897,77.15916,LOW,WATER,14116.0,12137.21
647,MOBILE_VET_UNIT,BUFFER_VILLAGE,HIGHWAY_SOUTH,MOBILE_VET_UNIT_0647,15.36201,76.84285,LOW,WATER,4765.0,4765.0
648,CLINIC,RIVER_CORRIDOR,HIGHWAY_NORTH,CLINIC_0648,14.94019,77.13757,HIGH,VACCINE,1927.0,1863.7
649,WATER_RESERVOIR,HIGHWAY_CORRIDOR,SOUTH_RIDGE,WATER_RESERVOIR_0649,14.89874,76.80137,HIGH,WATER,19449.0,18033.03
650,FIELD_DEPOT,RIVER_CORRIDOR,RIVER_EAST,FIELD_DEPOT_0650,14.93473,76.78879,MEDIUM,WATER,16706.0,10699.18
651,MOBILE_VET_UNIT,HILL_RANGE,NORTH_RIDGE,MOBILE_VET_UNIT_0651,15.13742,77.45618,LOW,WATER,16148.0,12349.58
652,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,RIVER_EAST,MOBILE_VET_UNIT_0652,14.75534,77.08418,LOW,VACCINE,3977.0,3218.55
653,CLINIC,HILL_RANGE,WEST_VALLEY,CLINIC_0653,15.19028,76.67992,MEDIUM,MEDICAL_KIT,610.0,358.97
654,WATER_RESERVOIR,CORE_FOREST,NORTH_RIDGE,WATER_RESERVOIR_0654,14.60391,76.94594,HIGH,VACCINE,1997.0,1874.1
655,WATER_RESERVOIR,CORE_FOREST,GRASSLAND_BELT,WATER_RESERVOIR_0655,15.09414,77.39397,HIGH,WATER,9104.0,7690.3
656,WATER_RESERVOIR,CORE_FOREST,GRASSLAND_BELT,WATER_RESERVOIR_0656,15.26386,77.14791,MEDIUM,WATER,8054.0,6964.79
657,CLINIC,HIGHWAY_CORRIDOR,RIVER_EAST,CLINIC_0657,14.57571,76.95344,MEDIUM,VACCINE,2464.0,1933.45
658,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,EAST_VALLEY,MOBILE_VET_UNIT_0658,14.56239,76.88859,MEDIUM,WATER,3968.0,1732.24
659,MOBILE_VET_UNIT,BUFFER_VILLAGE,HIGHWAY_SOUTH,MOBILE_VET_UNIT_0659,15.42859,77.1103,MEDIUM,WATER,7847.0,5239.85
660,WATER_RESERVOIR,BUFFER_VILLAGE,LAKE_SECTOR,WATER_RESERVOIR_0660,15.14334,77.41261,HIGH,VACCINE,2321.0,1910.22
661,MOBILE_VET_UNIT,RIVER_CORRIDOR,NORTH_RIDGE,MOBILE_VET_UNIT_0661,15.14034,77.43289,HIGH,VACCINE,3398.0,3225.99
662,FIELD_DEPOT,HILL_RANGE,NORTH_RIDGE,FIELD_DEPOT_0662,15.27099,76.97814,MEDIUM,MEDICAL_KIT,463.0,459.9
663,WATER_RESERVOIR,HILL_RANGE,WEST_VALLEY,WATER_RESERVOIR_0663,15.18926,77.27983,MEDIUM,WATER,5971.0,4121.46
664,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,RIVER_EAST,MOBILE_VET_UNIT_0664,15.49702,77.14707,HIGH,VACCINE,3192.0,3166.05
665,WATER_RESERVOIR,RIVER_CORRIDOR,RIVER_EAST,WATER_RESERVOIR_0665,15.05448,77.46751,HIGH,MEDICAL_KIT,726.0,690.91
666,WATER_RESERVOIR,HIGHWAY_CORRIDOR,HIGHWAY_SOUTH,WATER_RESERVOIR_0666,14.93798,76.68946,LOW,WATER,3169.0,1428.94
667,CLINIC,RIVER_CORRIDOR,HIGHWAY_NORTH,CLINIC_0667,15.14341,76.99968,LOW,WATER,16722.0,14696.73
668,WATER_RESERVOIR,CORE_FOREST,RIVER_WEST,WATER_RESERVOIR_0668,15.22101,76.90551,MEDIUM,WATER,8936.0,8936.0
669,FIELD_DEPOT,HILL_RANGE,EAST_VALLEY,FIELD_DEPOT_0669,15.42482,76.53688,MEDIUM,MEDICAL_KIT,194.0,170.19
670,WATER_RESERVOIR,RIVER_CORRIDOR,GRASSLAND_BELT,WATER_RESERVOIR_0670,15.14879,76.51437,HIGH,WATER,3637.0,3637.0
671,WATER_RESERVOIR,RIVER_CORRIDOR,GRASSLAND_BELT,WATER_RESERVOIR_0671,14.56396,77.31747,LOW,WATER,5741.0,3160.15
672,CLINIC,CORE_FOREST,WEST_VALLEY,CLINIC_0672,15.3359,77.23793,MEDIUM,VACCINE,3493.0,2009.05
673,CLINIC,HIGHWAY_CORRIDOR,WEST_VALLEY,CLINIC_0673,14.8355,76.62075,MEDIUM,WATER,6628.0,6628.0
674,CLINIC,HIGHWAY_CORRIDOR,LAKE_SECTOR,CLINIC_0674,15.42568,76.5407,MEDIUM,WATER,5275.0,5117.28
675,FIELD_DEPOT,BUFFER_VILLAGE,NORTH_RIDGE,FIELD_DEPOT_0675,14.50722,77.42614,HIGH,VACCINE,2524.0,2467.73
676,FIELD_DEPOT,BUFFER_VILLAGE,WEST_VALLEY,FIELD_DEPOT_0676,15.02309,76.91203,MEDIUM,WATER,7719.0,6691.93
677,WATER_RESERVOIR,HILL_RANGE,EAST_VALLEY,WATER_RESERVOIR_0677,15.4503,77.12719,MEDIUM,MEDICAL_KIT,851.0,604.47
678,FIELD_DEPOT,CORE_FOREST,LAKE_SECTOR,FIELD_DEPOT_0678,15.4866,77.47679,HIGH,WATER,13858.0,13858.0
