versionId,scheme,circle,division,range,financialYear,budgetHead,sanctionedAmountRs,spentAmountRs,lastUpdateRole,lastUpdateDate,utilisationRemark
653,WildlifeProtection,Circle-East,Div-F,Range-5,2019,Works,12675000.00,5318916.69,APCCF-Finance,2019-08-17,UnderUtilised
654,EcoTourism,Circle-East,Div-E,Range-1,2019,Equipment,3685000.00,2607401.98,DFO,2019-06-25,Normal
655,FireManagement,Circle-East,Div-F,Range-5,2022,Plantation,5906000.00,1989101.00,CF,2022-07-17,UnderUtilised
656,TeakImprovement,Circle-North,Div-A,Range-7,2019,Plantation,10437000.00,6913154.97,AccountsOfficer,2019-10-25,Normal
657,CAMPA,Circle-North,Div-D,Range-8,2020,Salary,8354000.00,6132619.25,DFO,2020-12-27,Normal
658,EcoTourism,Circle-East,Div-B,Range-1,2018,Equipment,1669000.00,826596.56,AccountsOfficer,2019-02-03,UnderUtilised
659,WildlifeProtection,Circle-North,Div-C,Range-5,2024,Protection,2988000.00,2424653.21,APCCF-Finance,2024-05-31,Normal
660,GreenIndiaMission,Circle-South,Div-E,Range-4,2022,Protection,10526000.00,7552668.69,DFO,2022-12-31,Normal
661,TeakImprovement,Circle-North,Div-F,Range-6,2023,Plantation,8056000.00,6608423.37,CF,2024-01-30,Normal
662,TeakImprovement,Circle-West,Div-F,Range-9,2022,Community,9728000.00,5252943.23,DFO,2022-10-06,UnderUtilised
663,EcoTourism,Circle-North,Div-F,Range-4,2024,Works,3959000.00,3460394.40,AccountsOfficer,2024-09-11,Normal
664,CAMPA,Circle-East,Div-C,Range-5,2019,Equipment,14320000.00,7916506.12,RangeOfficer,2019-04-02,UnderUtilised
665,CAMPA,Circle-East,Div-B,Range-6,2019,Works,19489000.00,12846365.29,RangeOfficer,2019-04-01,Normal
666,CAMPA,Circle-West,Div-F,Range-4,2024,Works,15924000.00,13838863.10,CF,2024-10-01,Normal
667,FireManagement,Circle-East,Div-E,Range-9,2021,Equipment,2639000.00,1442941.80,DFO,2021-05-08,UnderUtilised
668,WildlifeProtection,Circle-South,Div-A,Range-2,2023,Community,3302000.00,1593391.73,RangeOfficer,2023-10-23,UnderUtilised
669,FireManagement,Circle-North,Div-A,Range-9,2023,Community,4237000.00,3273296.76,AccountsOfficer,2023-10-09,Normal
670,WildlifeProtection,Circle-South,Div-A,Range-1,2022,Community,7390000.00,6312341.07,DFO,2022-08-29,Normal
671,FireManagement,Circle-North,Div-B,Range-1,2020,Salary,1680000.00,1293268.30,APCCF-Finance,2020-07-09,Normal
672,CAMPA,Circle-East,Div-F,Range-1,2025,Community,14466000.00,12897091.29,APCCF-Finance,2025-07-27,Normal
673,TeakImprovement,Circle-South,Div-E,Range-6,2019,Salary,8237000.00,5092405.68,APCCF-Finance,2020-03-09,Normal
674,CAMPA,Circle-West,Div-F,Range-7,2022,Equipment,10735000.00,9117282.21,RangeOfficer,2022-10-06,Normal
675,GreenIndiaMission,Circle-West,Div-A,Range-8,2021,Works,13580000.00,4576406.77,CF,2022-02-11,UnderUtilised
676,EcoTourism,Circle-North,Div-A,Range-9,2022,Salary,1118000.00,530278.21,CF,2022-09-16,UnderUtilised
677,CAMPA,Circle-West,Div-A,Range-8,2019,Protection,16442000.00,12195002.28,APCCF-Finance,2020-02-08,Normal
678,EcoTourism,Circle-West,Div-F,Range-7,2025,Plantation,5683000.00,5503066.25,APCCF-Finance,2026-03-29,Normal
679,TeakImprovement,Circle-West,Div-A,Range-10,2023,Salary,3248000.00,2755357.11,DFO,2023-06-27,Normal
680,FireManagement,Circle-South,Div-D,Range-6,2019,Protection,4501000.00,3711034.15,DFO,2019-05-09,Normal
681,FireManagement,Circle-East,Div-E,Range-2,2025,Equipment,5650000.00,3167885.40,CF,2025-11-20,UnderUtilised
682,WildlifeProtection,Circle-West,Div-B,Range-4,2018,Salary,4913000.00,3293696.53,AccountsOfficer,2018-06-23,Normal
683,TeakImprovement,Circle-North,Div-C,Range-8,2025,Plantation,9077000.00,6250642.91,AccountsOfficer,2026-02-14,Normal
684,EcoTourism,Circle-North,Div-B,Range-5,2020,Protection,2714000.00,1989968.88,APCCF-Finance,2021-01-22,Normal
685,FireManagement,Circle-East,Div-C,Range-4,2023,Protection,5494000.00,2988454.47,DFO,2023-07-19,UnderUtilised
686,TeakImprovement,Circle-South,Div-A,Range-1,2020,Salary,6185000.00,1942724.87,RangeOfficer,2020-06-15,UnderUtilised
687,FireManagement,Circle-North,Div-D,Range-7,2022,Community,4007000.00,3402590.35,APCCF-Finance,2022-06-12,Normal
688,EcoTourism,Circle-West,Div-D,Range-7,2024,Works,3751000.00,2519356.63,AccountsOfficer,2025-03-04,Normal
689,WildlifeProtection,Circle-West,Div-B,Range-7,2024,Salary,5465000.00,3154796.21,APCCF-Finance,2025-01-02,UnderUtilised
690,EcoTourism,Circle-West,Div-C,Range-3,2020,Works,3829000.00,3552621.00,APCCF-Finance,2020-04-25,Normal
691,FireManagement,Circle-East,Div-A,Range-10,2023,Equipment,5520000.00,3420464.97,RangeOfficer,2023-04-20,Normal
692,FireManagement,Circle-South,Div-F,Range-4,2019,Salary,2077000.00,783821.58,CF,2019-08-26,UnderUtilised
693,TeakImprovement,Circle-West,Div-B,Range-9,2018,Plantation,12556000.00,10804087.29,APCCF-Finance,2018-06-10,Normal
694,GreenIndiaMission,Circle-South,Div-A,Range-8,2025,Plantation,10328000.00,3773195.63,CF,2025-10-29,UnderUtilised
695,TeakImprovement,Circle-East,Div-F,Range-10,2023,Protection,9132000.00,2909060.44,APCCF-Finance,2023-08-01,UnderUtilised
696,GreenIndiaMission,Circle-North,Div-B,Range-3,2019,Salary,10445000.00,3801449.69,APCCF-Finance,2020-02-10,UnderUtilised
697,FireManagement,Circle-South,Div-E,Range-3,2024,Plantation,6636000.00,5452428.43,AccountsOfficer,2024-12-03,Normal
698,WildlifeProtection,Circle-North,Div-A,Range-4,2025,Protection,8085000.00,7017726.30,APCCF-Finance,2025-04-23,Normal
699,EcoTourism,Circle-East,Div-F,Range-1,2022,Protection,2342000.00,1962827.10,CF,2022-09-29,Normal
700,GreenIndiaMission,Circle-South,Div-D,Range-4,2019,Plantation,8416000.00,3488061.68,APCCF-Finance,2020-03-16,UnderUtilised
701,WildlifeProtection,Circle-West,Div-B,Range-2,2024,Community,4734000.00,1829789.86,APCCF-Finance,2024-08-25,UnderUtilised
702,CAMPA,Circle-West,Div-E,Range-2,2023,Plantation,29145000.00,20318347.29,AccountsOfficer,2023-11-15,Normal
703,GreenIndiaMission,Circle-North,Div-A,Range-10,2019,Plantation,19480000.00,16714336.27,DFO,2019-04-06,Normal
704,GreenIndiaMission,Circle-North,Div-E,Range-2,2020,Works,21316000.00,21471773.89,RangeOfficer,2020-05-17,OverUtilised
705,FireManagement,Circle-North,Div-D,Range-1,2021,Plantation,10022000.00,4360717.91,APCCF-Finance,2021-04-01,UnderUtilised
706,GreenIndiaMission,Circle-East,Div-A,Range-8,2019,Community,6505000.00,3827925.81,AccountsOfficer,2019-11-20,UnderUtilised
707,WildlifeProtection,Circle-East,Div-D,Range-2,2023,Protection,5601000.00,5506869.34,CF,2023-11-06,Normal
708,EcoTourism,Circle-East,Div-D,Range-10,2021,Salary,2697000.00,2315971.49,CF,2021-06-23,Normal
709,FireManagement,Circle-South,Div-B,Range-5,2025,Equipment,4284000.00,3655794.68,CF,2025-05-03,Normal
710,WildlifeProtection,Circle-East,Div-E,Range-4,2020,Works,4838000.00,2270995.86,APCCF-Finance,2020-09-24,UnderUtilised
711,WildlifeProtection,Circle-East,Div-B,Range-2,2022,Protection,3419000.00,1399451.01,AccountsOfficer,2022-06-13,UnderUtilised
712,WildlifeProtection,Circle-North,Div-A,Range-6,2024,Community,5363000.00,3816244.35,APCCF-Finance,2024-09-15,Normal
713,FireManagement,Circle-West,Div-D,Range-3,2020,Plantation,5606000.00,2654902.13,RangeOfficer,2020-11-07,UnderUtilised
714,GreenIndiaMission,Circle-South,Div-A,Range-8,2023,Works,16147000.00,14698673.40,DFO,2023-04-22,Normal
715,WildlifeProtection,Circle-West,Div-B,Range-8,2023,Works,5692000.00,2916109.66,AccountsOfficer,2023-12-25,UnderUtilised
716,GreenIndiaMission,Circle-South,Div-C,Range-6,2018,Works,20016000.00,11856111.19,AccountsOfficer,2018-10-17,UnderUtilised
717,GreenIndiaMission,Circle-South,Div-F,Range-4,2018,Community,9272000.00,5495533.86,APCCF-Finance,2018-12-28,UnderUtilised
718,TeakImprovement,Circle-East,Div-C,Range-2,2022,Equipment,11438000.00,6631046.86,CF,2022-08-02,UnderUtilised
719,EcoTourism,Circle-South,Div-F,Range-6,2022,Plantation,3930000.00,2783994.37,CF,2022-07-19,Normal
720,EcoTourism,Circle-West,Div-C,Range-3,2022,Plantation,4014000.00,2979703.76,CF,2022-08-17,Normal
721,WildlifeProtection,Circle-South,Div-F,Range-6,2022,Works,11757000.00,9244718.97,APCCF-Finance,2022-08-07,Normal
722,TeakImprovement,Circle-West,Div-B,Range-8,2025,Community,8917000.00,3485041.13,CF,2025-10-19,UnderUtilised
723,FireManagement,Circle-West,Div-F,Range-2,2021,Plantation,4739000.00,4052182.41,APCCF-Finance,2021-12-01,Normal
724,GreenIndiaMission,Circle-East,Div-E,Range-10,2024,Community,9439000.00,7659514.52,CF,2025-03-20,Normal
725,WildlifeProtection,Circle-East,Div-A,Range-4,2020,Protection,4988000.00,4016825.71,AccountsOfficer,2021-01-11,Normal
726,EcoTourism,Circle-West,Div-A,Range-6,2020,Equipment,2667000.00,2087342.96,DFO,2020-12-15,Normal
727,GreenIndiaMission,Circle-North,Div-E,Range-6,2024,Equipment,15784000.00,14642494.64,CF,2024-10-19,Normal
728,TeakImprovement,Circle-West,Div-E,Range-10,2020,Protection,10311000.00,10170360.01,APCCF-Finance,2021-03-07,Normal
729,EcoTourism,Circle-North,Div-C,Range-8,2020,Protection,2057000.00,672407.55,APCCF-Finance,2020-07-26,UnderUtilised
730,FireManagement,Circle-West,Div-D,Range-6,2019,Community,4300000.00,2989819.87,APCCF-Finance,2020-03-07,Normal
731,TeakImprovement,Circle-West,Div-E,Range-7,2018,Community,6516000.00,6832254.75,AccountsOfficer,2018-06-26,OverUtilised
732,TeakImprovement,Circle-West,Div-F,Range-2,2025,Protection,10914000.00,5272985.14,DFO,2025-06-02,UnderUtilised
733,WildlifeProtection,Circle-South,Div-F,Range-4,2022,Salary,5101000.00,2452819.10,CF,2022-11-16,UnderUtilised
734,CAMPA,Circle-South,Div-D,Range-5,2021,Equipment,7356000.00,3507568.91,DFO,2022-02-11,UnderUtilised
735,WildlifeProtection,Circle-North,Div-A,Range-9,2023,Protection,7679000.00,6563060.27,CF,2023-11-02,Normal
736,WildlifeProtection,Circle-South,Div-B,Range-9,2023,Plantation,10312000.00,10137062.35,DFO,2023-06-20,Normal
737,CAMPA,Circle-South,Div-A,Range-4,2022,Protection,6214000.00,5728260.36,DFO,2023-03-01,Normal
738,GreenIndiaMission,Circle-East,Div-A,Range-4,2025,Protection,12817000.00,13339292.08,CF,2026-02-25,OverUtilised
739,WildlifeProtection,Circle-East,Div-F,Range-3,2020,Salary,3086000.00,2120105.00,DFO,2020-08-21,Normal
740,GreenIndiaMission,Circle-South,Div-C,Range-4,2021,Protection,9851000.00,6026465.76,AccountsOfficer,2022-03-16,Normal
741,EcoTourism,Circle-North,Div-B,Range-2,2025,Plantation,7049000.00,2896421.19,AccountsOfficer,2026-01-24,UnderUtilised
742,GreenIndiaMission,Circle-North,Div-B,Range-3,2019,Plantation,13786000.00,9001702.03,RangeOfficer,2019-10-20,Normal
743,FireManagement,Circle-North,Div-A,Range-4,2024,Plantation,7459000.00,5631769.91,CF,2024-05-13,Normal
744,WildlifeProtection,Circle-North,Div-A,Range-2,2023,Plantation,7286000.00,6994688.57,DFO,2023-06-26,Normal
745,WildlifeProtection,Circle-West,Div-A,Range-4,2022,Works,5855000.00,2043580.88,APCCF-Finance,2022-12-03,UnderUtilised
746,FireManagement,Circle-North,Div-D,Range-9,2025,Works,2894000.00,2317063.08,RangeOfficer,2026-01-22,Normal
747,WildlifeProtection,Circle-West,Div-E,Range-6,2018,Community,2827000.00,2906757.79,AccountsOfficer,2018-08-21,OverUtilised
748,TeakImprovement,Circle-East,Div-B,Range-3,2021,Protection,8502000.00,7448211.96,RangeOfficer,2021-11-03,Normal
749,FireManagement,Circle-West,Div-B,Range-2,2020,Works,5425000.00,4402028.78,APCCF-Finance,2020-09-03,Normal
750,WildlifeProtection,Circle-South,Div-D,Range-2,2018,Works,5955000.00,2529662.38,RangeOfficer,2018-07-25,UnderUtilised
751,GreenIndiaMission,Circle-West,Div-B,Range-3,2019,Community,5927000.00,2574614.36,DFO,2020-01-29,UnderUtilised
752,GreenIndiaMission,Circle-South,Div-A,Range-4,2022,Works,18553000.00,6590578.51,DFO,2022-10-29,UnderUtilised
753,EcoTourism,Circle-South,Div-E,Range-1,2021,Community,3550000.00,2874028.60,APCCF-Finance,2021-10-12,Normal
754,EcoTourism,Circle-South,Div-C,Range-1,2018,Protection,4016000.00,1299472.15,DFO,2019-02-25,UnderUtilised
755,GreenIndiaMission,Circle-West,Div-C,Range-2,2022,Salary,5083000.00,2174815.54,AccountsOfficer,2023-01-29,UnderUtilised
756,CAMPA,Circle-South,Div-B,Range-7,2025,Community,5734000.00,1890574.32,DFO,2026-03-10,UnderUtilised
757,GreenIndiaMission,Circle-East,Div-B,Range-10,2025,Salary,7067000.00,6963407.93,AccountsOfficer,2025-10-13,Normal
758,GreenIndiaMission,Circle-South,Div-E,Range-1,2025,Community,8489000.00,5934321.79,RangeOfficer,2026-03-14,Normal
759,TeakImprovement,Circle-North,Div-C,Range-9,2023,Equipment,5294000.00,1888643.40,RangeOfficer,2024-01-26,UnderUtilised
760,FireManagement,Circle-East,Div-A,Range-3,2020,Equipment,3878000.00,2116251.92,APCCF-Finance,2020-04-28,UnderUtilised
761,GreenIndiaMission,Circle-North,Div-A,Range-1,2021,Community,5243000.00,3233129.11,APCCF-Finance,2021-06-17,Normal
762,TeakImprovement,Circle-West,Div-B,Range-4,2022,Salary,3603000.00,1278277.13,APCCF-Finance,2022-06-25,UnderUtilised
763,WildlifeProtection,Circle-West,Div-D,Range-5,2023,Protection,3677000.00,1897330.43,AccountsOfficer,2023-04-26,UnderUtilised
764,GreenIndiaMission,Circle-West,Div-A,Range-7,2021,Plantation,17012000.00,12613430.74,AccountsOfficer,2021-09-27,Normal
765,FireManagement,Circle-East,Div-D,Range-5,2018,Works,3217000.00,3204343.82,AccountsOfficer,2019-03-14,Normal
766,CAMPA,Circle-North,Div-B,Range-7,2019,Protection,15166000.00,14829050.91,CF,2019-04-01,Normal
767,FireManagement,Circle-East,Div-D,Range-10,2021,Salary,3166000.00,3061082.50,AccountsOfficer,2021-10-25,Normal
768,FireManagement,Circle-North,Div-D,Range-2,2023,Community,3182000.00,1718694.87,DFO,2023-12-22,UnderUtilised
769,CAMPA,Circle-North,Div-A,Range-3,2024,Community,14970000.00,12182139.98,AccountsOfficer,2024-11-19,Normal
770,EcoTourism,Circle-East,Div-C,Range-2,2023,Equipment,3195000.00,2988377.88,APCCF-Finance,2023-12-25,Normal
771,WildlifeProtection,Circle-West,Div-A,Range-8,2022,Equipment,9272000.00,4673100.82,AccountsOfficer,2023-02-12,UnderUtilised
772,FireManagement,Circle-North,Div-B,Range-5,2019,Community,3901000.00,2247839.01,CF,2019-04-20,UnderUtilised
773,TeakImprovement,Circle-East,Div-C,Range-6,2021,Equipment,8624000.00,6095381.05,CF,2021-12-24,Normal
774,EcoTourism,Circle-West,Div-D,Range-6,2024,Salary,2777000.00,1032312.34,RangeOfficer,2024-06-19,UnderUtilised
775,GreenIndiaMission,Circle-East,Div-A,Range-7,2021,Salary,4119000.00,3922941.29,CF,2021-11-13,Normal
776,WildlifeProtection,Circle-East,Div-E,Range-2,2022,Plantation,11656000.00,7271864.97,RangeOfficer,2023-01-10,Normal
777,GreenIndiaMission,Circle-East,Div-C,Range-1,2023,Salary,3853000.00,1913397.70,APCCF-Finance,2023-09-09,UnderUtilised
778,EcoTourism,Circle-East,Div-B,Range-4,2019,Protection,3853000.00,3178264.27,RangeOfficer,2019-06-04,Normal
779,CAMPA,Circle-East,Div-F,Range-7,2022,Protection,12390000.00,5309101.59,DFO,2022-11-24,UnderUtilised
780,GreenIndiaMission,Circle-North,Div-B,Range-3,2018,Works,13689000.00,12887791.59,RangeOfficer,2018-09-02,Normal
781,GreenIndiaMission,Circle-West,Div-D,Range-4,2019,Protection,9463000.00,5663686.50,AccountsOfficer,2019-04-06,UnderUtilised
782,TeakImprovement,Circle-North,Div-C,Range-9,2020,Community,5354000.00,2452547.79,DFO,2020-10-27,UnderUtilised
783,GreenIndiaMission,Circle-East,Div-A,Range-9,2021,Works,19056000.00,14985789.06,RangeOfficer,2021-04-28,Normal
784,GreenIndiaMission,Circle-East,Div-F,Range-10,2018,Plantation,13360000.00,4727181.32,APCCF-Finance,2018-05-23,UnderUtilised
785,FireManagement,Circle-West,Div-C,Range-1,2021,Salary,1932000.00,1964123.28,APCCF-Finance,2021-12-13,OverUtilised
786,CAMPA,Circle-North,Div-B,Range-1,2018,Plantation,15097000.00,8154388.91,CF,2018-08-16,UnderUtilised
787,WildlifeProtection,Circle-North,Div-B,Range-10,2024,Salary,4819000.00,2388190.81,APCCF-Finance,2025-03-13,UnderUtilised
788,GreenIndiaMission,Circle-South,Div-C,Range-2,2021,Works,20835000.00,12318397.43,APCCF-Finance,2021-09-17,UnderUtilised
789,CAMPA,Circle-West,Div-F,Range-3,2023,Salary,12115000.00,10259053.58,AccountsOfficer,2024-01-06,Normal
790,CAMPA,Circle-East,Div-C,Range-10,2020,Salary,8587000.00,2998552.69,APCCF-Finance,2020-09-18,UnderUtilised
791,CAMPA,Circle-North,Div-B,Range-4,2023,Plantation,12866000.00,12010699.21,RangeOfficer,2024-03-01,Normal
792,WildlifeProtection,Circle-West,Div-C,Range-9,2018,Plantation,12900000.00,5288599.94,CF,2018-04-21,UnderUtilised
793,WildlifeProtection,Circle-South,Div-B,Range-10,2019,Plantation,5647000.00,5254444.31,RangeOfficer,2020-03-06,Normal
794,TeakImprovement,Circle-North,Div-F,Range-8,2020,Works,12490000.00,6010289.62,CF,2020-04-17,UnderUtilised
795,FireManagement,Circle-East,Div-F,Range-10,2020,Works,8545000.00,4172846.52,APCCF-Finance,2020-06-17,UnderUtilised
796,FireManagement,Circle-North,Div-A,Range-5,2018,Plantation,5405000.00,3853197.46,AccountsOfficer,2018-06-28,Normal
797,TeakImprovement,Circle-North,Div-F,Range-4,2021,Plantation,12486000.00,11470383.15,CF,2021-12-08,Normal
798,EcoTourism,Circle-South,Div-F,Range-8,2019,Protection,3246000.00,1178461.86,APCCF-Finance,2019-05-23,UnderUtilised
799,FireManagement,Circle-West,Div-D,Range-3,2021,Plantation,7184000.00,3837727.97,DFO,2021-05-08,UnderUtilised
800,CAMPA,Circle-North,Div-E,Range-5,2023,Protection,9874000.00,4398484.09,DFO,2023-06-23,UnderUtilised
801,EcoTourism,Circle-East,Div-C,Range-1,2018,Salary,1653000.00,1161763.76,APCCF-Finance,2018-10-17,Normal
802,CAMPA,Circle-North,Div-A,Range-9,2023,Protection,6776000.00,6251666.30,AccountsOfficer,2023-09-11,Normal
803,FireManagement,Circle-West,Div-B,Range-10,2021,Equipment,5246000.00,3431368.28,DFO,2021-09-28,Normal
804,GreenIndiaMission,Circle-North,Div-E,Range-5,2021,Equipment,9569000.00,6775305.74,CF,2021-04-09,Normal
805,FireManagement,Circle-East,Div-C,Range-3,2021,Protection,5585000.00,4328155.55,CF,2022-01-04,Normal
806,TeakImprovement,Circle-North,Div-D,Range-1,2018,Equipment,7105000.00,4034222.58,RangeOfficer,2018-11-24,UnderUtilised
807,FireManagement,Circle-East,Div-B,Range-10,2024,Plantation,7155000.00,4781872.77,APCCF-Finance,2024-05-28,Normal
808,EcoTourism,Circle-South,Div-A,Range-6,2018,Community,3768000.00,2391865.48,AccountsOfficer,2019-03-29,Normal
809,EcoTourism,Circle-North,Div-B,Range-4,2020,Salary,1161000.00,387749.84,DFO,2020-07-22,UnderUtilised
810,EcoTourism,Circle-East,Div-E,Range-1,2019,Salary,3090000.00,2803064.92,AccountsOfficer,2019-08-20,Normal
811,FireManagement,Circle-South,Div-F,Range-10,2024,Equipment,4087000.00,2669094.90,AccountsOfficer,2024-12-13,Normal
812,CAMPA,Circle-East,Div-D,Range-8,2023,Community,6391000.00,4922593.93,RangeOfficer,2023-04-23,Normal
813,WildlifeProtection,Circle-East,Div-B,Range-1,2023,Plantation,12935000.00,7797108.72,DFO,2023-04-06,Normal
814,EcoTourism,Circle-South,Div-D,Range-4,2024,Protection,2003000.00,1172704.78,CF,2025-03-25,UnderUtilised
815,GreenIndiaMission,Circle-South,Div-B,Range-7,2023,Community,9536000.00,4122318.93,AccountsOfficer,2023-07-05,UnderUtilised
816,CAMPA,Circle-West,Div-F,Range-1,2020,Works,17044000.00,10113995.56,RangeOfficer,2020-10-25,UnderUtilised
817,FireManagement,Circle-North,Div-C,Range-10,2024,Equipment,5468000.00,5663458.51,APCCF-Finance,2024-07-30,OverUtilised
818,CAMPA,Circle-North,Div-D,Range-1,2022,Plantation,16232000.00,10913734.12,DFO,2023-02-25,Normal
819,TeakImprovement,Circle-East,Div-E,Range-8,2019,Salary,4978000.00,2793224.77,RangeOfficer,2019-04-27,UnderUtilised
820,EcoTourism,Circle-South,Div-E,Range-8,2022,Salary,1143000.00,962519.50,CF,2022-11-14,Normal
821,GreenIndiaMission,Circle-East,Div-A,Range-8,2022,Community,10855000.00,5860112.47,RangeOfficer,2022-05-14,UnderUtilised
822,FireManagement,Circle-West,Div-F,Range-5,2022,Salary,3738000.00,1974579.34,AccountsOfficer,2022-11-29,UnderUtilised
823,GreenIndiaMission,Circle-West,Div-B,Range-9,2019,Community,12433000.00,3802572.75,AccountsOfficer,2019-04-30,UnderUtilised
824,GreenIndiaMission,Circle-East,Div-C,Range-4,2024,Community,5364000.00,3336498.38,CF,2024-10-05,Normal
825,EcoTourism,Circle-North,Div-E,Range-9,2025,Salary,1881000.00,598893.81,CF,2025-06-24,UnderUtilised
826,TeakImprovement,Circle-North,Div-A,Range-4,2022,Equipment,9266000.00,5706072.05,AccountsOfficer,2022-08-27,Normal
827,WildlifeProtection,Circle-West,Div-F,Range-5,2023,Equipment,9615000.00,4086002.75,DFO,2023-04-10,UnderUtilised
828,CAMPA,Circle-West,Div-B,Range-7,2023,Salary,6980000.00,3228235.01,CF,2023-11-01,UnderUtilised
829,FireManagement,Circle-East,Div-B,Range-5,2020,Protection,4584000.00,2390372.89,DFO,2020-10-01,UnderUtilised
830,TeakImprovement,Circle-East,Div-E,Range-8,2018,Community,4493000.00,1458774.46,CF,2018-11-17,UnderUtilised
831,FireManagement,Circle-West,Div-D,Range-2,2025,Works,6414000.00,5351314.54,CF,2025-08-26,Normal
832,EcoTourism,Circle-North,Div-A,Range-5,2024,Equipment,4616000.00,4139871.69,AccountsOfficer,2025-03-09,Normal
833,TeakImprovement,Circle-North,Div-C,Range-10,2021,Community,9296000.00,3089659.29,RangeOfficer,2022-03-30,UnderUtilised
834,TeakImprovement,Circle-North,Div-D,Range-6,2018,Salary,7171000.00,2685860.76,DFO,2019-02-21,UnderUtilised
835,TeakImprovement,Circle-West,Div-E,Range-7,2022,Community,8982000.00,8520339.43,CF,2022-04-03,Normal
836,TeakImprovement,Circle-East,Div-D,Range-3,2019,Protection,7133000.00,5882971.00,DFO,2020-01-26,Normal
837,FireManagement,Circle-West,Div-E,Range-6,2024,Plantation,3483000.00,1251287.10,APCCF-Finance,2024-10-08,UnderUtilised
838,CAMPA,Circle-West,Div-F,Range-9,2024,Protection,6964000.00,2688479.54,DFO,2024-09-05,UnderUtilised
839,EcoTourism,Circle-South,Div-A,Range-5,2022,Plantation,5215000.00,2326782.95,AccountsOfficer,2022-09-30,UnderUtilised
840,EcoTourism,Circle-North,Div-D,Range-2,2022,Equipment,1921000.00,1921474.08,APCCF-Finance,2022-11-20,OverUtilised
841,FireManagement,Circle-North,Div-C,Range-4,2024,Plantation,9278000.00,6513603.71,DFO,2024-10-13,Normal
842,TeakImprovement,Circle-South,Div-D,Range-3,2019,Plantation,18088000.00,10084119.72,DFO,2019-07-12,UnderUtilised
843,FireManagement,Circle-East,Div-D,Range-2,2025,Protection,5438000.00,4306002.81,CF,2026-03-17,Normal
844,CAMPA,Circle-East,Div-D,Range-8,2019,Plantation,26001000.00,22611655.98,AccountsOfficer,2019-09-07,Normal
845,EcoTourism,Circle-South,Div-E,Range-3,2021,Salary,2235000.00,1604151.46,APCCF-Finance,2022-03-09,Normal
846,EcoTourism,Circle-North,Div-E,Range-6,2023,Salary,2918000.00,1819724.73,AccountsOfficer,2023-04-15,Normal
847,CAMPA,Circle-North,Div-F,Range-4,2020,Protection,10369000.00,6937461.75,RangeOfficer,2020-04-21,Normal
848,GreenIndiaMission,Circle-South,Div-E,Range-8,2024,Protection,6142000.00,4926436.95,APCCF-Finance,2024-06-16,Normal
849,FireManagement,Circle-West,Div-C,Range-7,2018,Community,3698000.00,1755362.11,CF,2019-02-16,UnderUtilised
850,WildlifeProtection,Circle-North,Div-D,Range-5,2022,Plantation,9862000.00,3754304.29,CF,2022-04-25,UnderUtilised
851,FireManagement,Circle-East,Div-A,Range-7,2019,Plantation,8602000.00,5979933.68,AccountsOfficer,2019-11-29,Normal
852,GreenIndiaMission,Circle-North,Div-F,Range-3,2024,Plantation,17210000.00,9754188.10,RangeOfficer,2024-08-02,UnderUtilised
853,WildlifeProtection,Circle-East,Div-C,Range-10,2019,Equipment,4883000.00,3562211.54,DFO,2019-11-14,Normal
854,FireManagement,Circle-West,Div-D,Range-4,2021,Plantation,9021000.00,8032361.02,APCCF-Finance,2021-12-26,Normal
855,WildlifeProtection,Circle-South,Div-B,Range-10,2021,Works,4978000.00,3317650.82,RangeOfficer,2021-07-04,Normal
856,EcoTourism,Circle-North,Div-F,Range-9,2022,Community,3432000.00,2987267.45,APCCF-Finance,2023-02-11,Normal
857,GreenIndiaMission,Circle-North,Div-D,Range-8,2018,Community,11564000.00,5132857.66,APCCF-Finance,2018-07-21,UnderUtilised
858,EcoTourism,Circle-South,Div-C,Range-6,2025,Works,2928000.00,1750759.36,CF,2025-10-14,UnderUtilised
859,EcoTourism,Circle-East,Div-C,Range-3,2018,Plantation,6134000.00,4267881.34,APCCF-Finance,2019-01-13,Normal
860,CAMPA,Circle-North,Div-F,Range-1,2018,Equipment,17029000.00,12790505.70,AccountsOfficer,2019-03-01,Normal
861,EcoTourism,Circle-North,Div-D,Range-10,2019,Works,3984000.00,1584088.93,APCCF-Finance,2019-07-07,UnderUtilised
862,TeakImprovement,Circle-South,Div-E,Range-10,2022,Protection,5756000.00,3279204.68,RangeOfficer,2022-07-04,UnderUtilised
863,TeakImprovement,Circle-West,Div-E,Range-10,2019,Equipment,10263000.00,7586543.13,CF,2020-01-16,Normal
864,WildlifeProtection,Circle-North,Div-D,Range-6,2022,Works,6520000.00,5379460.55,APCCF-Finance,2022-04-24,Normal
865,FireManagement,Circle-North,Div-E,Range-1,2022,Community,1939000.00,1966803.55,CF,2023-03-19,OverUtilised
866,TeakImprovement,Circle-North,Div-C,Range-6,2023,Plantation,8753000.00,7166179.06,RangeOfficer,2023-12-09,Normal
867,CAMPA,Circle-South,Div-E,Range-6,2021,Protection,16660000.00,14079631.23,CF,2021-07-14,Normal
868,CAMPA,Circle-South,Div-B,Range-7,2025,Plantation,25015000.00,10862828.09,AccountsOfficer,2025-04-15,UnderUtilised
869,TeakImprovement,Circle-East,Div-D,Range-2,2023,Salary,4981000.00,3120885.44,DFO,2023-06-14,Normal
