blockId,zone,blockType,siteQuality,agroZone,soilClass,slopeClass,areaHa,plantingYear,rotationAge,firstThinningYear,secondThinningYear,finalHarvestYear,treesPerHa,avgDBH_cm,avgHeight_m,stocking_m3_per_ha,heartwoodShare_pct,riskIndex,roadDistance_km,marketDistance_km,nextOperationType,nextOperationYear,priorityScore
423,Zone-2,Block,Poor,Medium Rainfall,Sandy,Gentle,22.66,1996,22,2005,2011,2018,1111,42.7,28.4,549.59,61.7,61.6,6.34,30.81,FinalHarvestOverdue,2025,100.0
424,Zone-3,Farmer,Excellent,Medium Rainfall,Loam,Steep,17.74,2020,35,2030,2033,2055,816,5.4,6.1,11.69,10.0,61.6,17.61,44.04,FirstThinning,2030,94.3
425,Zone-5,Boundary,Medium,Low Rainfall,Clay,Moderate,19.17,2000,20,2007,2016,2020,625,36.9,22.9,323.98,52.7,61.8,19.74,13.28,FinalHarvestOverdue,2025,100.0
426,Zone-1,Boundary,Good,High Rainfall,Clay,Flat,2.15,2015,23,2025,2029,2038,625,14.6,8.0,5.02,18.4,47.1,14.94,48.62,SecondThinning,2029,97.2
427,Zone-5,Farmer,Good,Medium Rainfall,Clay,Gentle,18.14,2011,25,2018,2025,2036,625,23.8,20.6,177.87,26.6,42.9,14.26,67.13,FinalHarvest,2036,88.6
428,Zone-1,Estate,Poor,Medium Rainfall,Loam,Steep,6.15,1997,20,2007,2013,2017,1111,42.4,27.0,140.81,57.4,69.9,13.81,76.09,FinalHarvestOverdue,2025,100.0
429,Zone-4,Farmer,Medium,High Rainfall,Loam,Steep,18.07,1999,25,2006,2012,2024,816,34.5,29.0,361.58,56.4,51.1,19.04,50.12,FinalHarvestOverdue,2025,98.2
430,Zone-4,Estate,Poor,Medium Rainfall,Clay,Flat,13.55,1998,20,2007,2012,2018,1111,30.9,20.3,169.99,50.4,63.5,8.49,75.26,FinalHarvestOverdue,2025,100.0
431,Zone-3,Boundary,Medium,Low Rainfall,Laterite,Flat,3.94,2006,20,2013,2021,2026,625,22.8,16.5,29.64,37.5,50.1,7.61,67.58,FinalHarvest,2026,99.0
432,Zone-5,Farmer,Medium,High Rainfall,Laterite,Steep,17.01,1999,25,2008,2011,2024,625,38.3,24.9,324.44,49.3,51.9,10.87,76.86,FinalHarvestOverdue,2025,98.4
433,Zone-4,Boundary,Poor,Low Rainfall,Sandy,Moderate,14.47,1998,22,2005,2011,2020,625,44.1,26.5,338.21,56.6,68.7,10.48,61.29,FinalHarvestOverdue,2025,100.0
434,Zone-5,Estate,Poor,High Rainfall,Loam,Flat,7.6,2001,19,2011,2013,2020,1111,33.0,20.5,102.83,51.6,40.7,8.8,36.12,FinalHarvestOverdue,2025,98.5
435,Zone-5,Boundary,Excellent,Medium Rainfall,Sandy,Flat,24.51,2012,27,2021,2025,2039,625,19.8,20.1,195.09,22.5,68.6,13.6,9.42,FinalHarvest,2039,89.9
436,Zone-3,Farmer,Poor,High Rainfall,Sandy,Moderate,10.36,2005,19,2015,2019,2024,816,21.8,20.6,93.05,36.2,46.1,15.07,48.95,FinalHarvestOverdue,2025,99.6
437,Zone-4,Block,Poor,Medium Rainfall,Sandy,Moderate,12.16,2008,18,2018,2020,2026,1111,24.3,21.3,125.88,29.2,56.6,11.76,12.61,FinalHarvest,2026,100.0
438,Zone-5,Farmer,Good,High Rainfall,Laterite,Steep,3.01,2015,30,2023,2028,2045,816,14.3,9.0,7.75,17.5,68.6,19.23,46.64,SecondThinning,2028,99.7
439,Zone-1,Estate,Excellent,High Rainfall,Clay,Gentle,1.01,2010,29,2019,2025,2039,1111,26.4,15.7,8.37,33.4,48.4,3.31,45.06,FinalHarvest,2039,85.1
440,Zone-1,Boundary,Poor,Medium Rainfall,Sandy,Gentle,18.4,2003,21,2011,2019,2024,625,35.1,29.6,382.34,47.8,68.4,12.74,78.47,FinalHarvestOverdue,2025,100.0
441,Zone-4,Boundary,Medium,High Rainfall,Clay,Moderate,6.05,2014,22,2021,2027,2036,625,24.5,14.0,41.5,21.8,67.0,13.49,35.99,SecondThinning,2027,100.0
442,Zone-4,Block,Poor,High Rainfall,Sandy,Flat,22.42,2016,21,2023,2030,2037,1111,16.6,10.1,75.18,14.8,63.0,13.97,5.63,SecondThinning,2030,97.2
443,Zone-4,Boundary,Medium,Medium Rainfall,Sandy,Gentle,18.84,2019,22,2028,2032,2041,625,10.7,11.7,47.17,10.0,61.5,4.76,42.04,FirstThinning,2028,98.5
444,Zone-3,Estate,Good,Medium Rainfall,Loam,Flat,5.71,2015,28,2022,2029,2043,1111,11.4,9.2,11.98,22.4,60.2,12.1,18.16,SecondThinning,2029,97.8
445,Zone-5,Farmer,Poor,Low Rainfall,Clay,Gentle,22.14,2018,20,2026,2030,2038,625,15.4,11.7,79.78,15.8,66.5,0.14,37.03,FirstThinning,2026,100.0
446,Zone-1,Boundary,Excellent,Medium Rainfall,Clay,Flat,17.32,2009,32,2018,2025,2041,625,25.6,21.1,187.11,29.2,48.3,8.46,38.66,FinalHarvest,2041,81.9
447,Zone-1,Block,Medium,Medium Rainfall,Sandy,Flat,24.77,2002,25,2012,2014,2027,1600,28.9,24.0,343.61,41.6,58.8,0.65,37.4,FinalHarvest,2027,97.8
448,Zone-1,Boundary,Good,Low Rainfall,Sandy,Steep,6.72,2005,22,2014,2021,2027,625,25.9,21.5,74.84,42.8,58.6,15.31,51.9,FinalHarvest,2027,100.0
449,Zone-5,Estate,Poor,Low Rainfall,Sandy,Steep,8.52,2017,18,2025,2029,2035,1111,10.4,11.7,20.73,15.3,43.1,1.21,8.92,SecondThinning,2029,95.4
450,Zone-4,Block,Poor,High Rainfall,Laterite,Gentle,21.75,2020,22,2027,2035,2042,1111,7.3,5.7,18.1,11.2,43.0,13.05,55.68,FirstThinning,2027,95.8
451,Zone-1,Block,Good,High Rainfall,Loam,Flat,3.46,2014,23,2022,2030,2037,1600,24.4,16.1,27.18,21.2,61.7,8.95,23.24,SecondThinning,2030,99.1
452,Zone-1,Estate,Medium,Medium Rainfall,Laterite,Moderate,8.47,2012,21,2020,2027,2033,1111,24.0,16.3,66.27,30.7,55.5,13.19,15.85,SecondThinning,2027,98.7
453,Zone-2,Estate,Excellent,Medium Rainfall,Loam,Gentle,16.37,2001,26,2010,2014,2027,1111,38.9,31.8,405.0,49.0,49.9,11.61,77.23,FinalHarvest,2027,98.6
454,Zone-5,Boundary,Excellent,Medium Rainfall,Loam,Flat,11.9,2020,25,2030,2033,2045,625,9.6,6.6,15.08,11.9,54.0,4.34,41.06,FirstThinning,2030,96.8
455,Zone-3,Block,Medium,Medium Rainfall,Loam,Flat,9.71,1997,22,2004,2013,2019,1600,27.8,25.3,136.59,57.3,67.4,7.26,78.15,FinalHarvestOverdue,2025,100.0
456,Zone-2,Farmer,Good,Low Rainfall,Loam,Moderate,18.25,2005,30,2013,2018,2035,1111,18.2,20.7,137.51,44.1,40.6,13.58,33.42,FinalHarvest,2035,87.1
457,Zone-1,Boundary,Medium,Medium Rainfall,Laterite,Gentle,9.87,2006,25,2014,2022,2031,625,27.8,22.0,120.73,41.8,66.4,1.4,15.83,FinalHarvest,2031,95.3
458,Zone-2,Farmer,Medium,High Rainfall,Laterite,Moderate,8.63,2008,25,2016,2020,2033,625,23.9,20.8,85.8,31.9,44.5,5.02,52.21,FinalHarvest,2033,88.9
459,Zone-3,Farmer,Excellent,Low Rainfall,Sandy,Steep,19.98,2014,26,2022,2030,2040,816,25.5,19.2,195.64,22.1,55.0,9.34,29.14,SecondThinning,2030,96.6
460,Zone-3,Block,Excellent,Medium Rainfall,Clay,Steep,16.31,2020,34,2027,2033,2054,1600,9.5,5.8,17.97,10.0,46.6,8.56,33.28,FirstThinning,2027,94.7
461,Zone-2,Boundary,Good,High Rainfall,Sandy,Gentle,19.04,2004,29,2013,2017,2033,625,36.7,25.6,357.77,43.2,52.8,9.4,35.67,FinalHarvest,2033,92.0
462,Zone-4,Boundary,Good,Medium Rainfall,Sandy,Gentle,11.6,2003,23,2012,2015,2026,625,30.9,26.0,186.39,44.5,42.3,5.6,22.08,FinalHarvest,2026,99.3
463,Zone-1,Estate,Good,Low Rainfall,Loam,Moderate,5.72,2005,26,2014,2019,2031,1600,25.1,22.0,63.17,45.0,62.6,14.82,73.43,FinalHarvest,2031,97.1
464,Zone-1,Boundary,Good,Medium Rainfall,Laterite,Steep,20.72,2019,22,2029,2035,2041,625,17.9,13.7,101.62,15.7,46.8,14.49,20.74,FirstThinning,2029,97.6
465,Zone-2,Block,Excellent,Medium Rainfall,Sandy,Moderate,21.3,2008,31,2016,2023,2039,1111,26.5,14.2,160.3,30.4,66.2,6.18,60.34,FinalHarvest,2039,87.8
466,Zone-4,Boundary,Good,Low Rainfall,Laterite,Steep,17.46,2007,30,2016,2021,2037,625,23.9,18.5,154.4,31.3,44.2,19.55,79.57,FinalHarvest,2037,85.8
467,Zone-5,Block,Excellent,Low Rainfall,Laterite,Flat,13.83,2001,32,2008,2015,2033,1111,37.8,23.7,247.79,44.7,60.2,3.63,66.99,FinalHarvest,2033,92.2
468,Zone-5,Block,Poor,Low Rainfall,Loam,Flat,22.87,2007,20,2015,2020,2027,1111,24.6,14.6,164.28,31.6,55.6,3.52,69.48,FinalHarvest,2027,99.1
469,Zone-4,Block,Medium,Low Rainfall,Loam,Steep,12.48,1997,23,2005,2010,2020,1600,31.2,29.8,232.07,57.6,44.8,11.54,28.27,FinalHarvestOverdue,2025,97.8
470,Zone-2,Block,Good,Low Rainfall,Sandy,Gentle,11.7,2007,25,2016,2023,2032,1111,22.6,18.6,98.36,38.4,48.6,17.63,39.22,FinalHarvest,2032,93.7
471,Zone-3,Block,Medium,Medium Rainfall,Loam,Gentle,22.6,2018,23,2028,2033,2041,1600,15.6,8.6,60.64,16.0,41.3,17.72,16.84,FirstThinning,2028,94.1
472,Zone-5,Boundary,Poor,High Rainfall,Loam,Steep,10.87,2019,22,2026,2033,2041,625,10.6,8.6,19.82,14.7,49.8,9.07,23.96,FirstThinning,2026,98.2
473,Zone-5,Estate,Excellent,Low Rainfall,Sandy,Steep,10.15,2018,31,2026,2033,2049,1600,10.1,8.7,17.84,18.2,49.8,15.0,41.36,FirstThinning,2026,97.6
474,Zone-1,Estate,Medium,High Rainfall,Laterite,Gentle,12.3,2003,21,2011,2015,2024,1600,28.5,21.5,150.74,46.4,45.1,13.46,5.84,FinalHarvestOverdue,2025,98.6
475,Zone-3,Farmer,Excellent,Medium Rainfall,Loam,Gentle,18.15,2016,33,2024,2031,2049,625,10.4,11.8,44.55,18.2,59.9,13.23,12.71,SecondThinning,2031,93.8
476,Zone-3,Block,Poor,High Rainfall,Sandy,Flat,19.54,2019,19,2027,2033,2038,1600,11.6,8.1,36.72,10.0,40.4,16.43,56.0,FirstThinning,2027,96.5
477,Zone-1,Farmer,Poor,High Rainfall,Loam,Gentle,2.06,2011,18,2020,2025,2029,625,24.3,19.0,19.02,32.3,51.9,8.61,22.43,FinalHarvest,2029,97.2
478,Zone-1,Boundary,Good,Low Rainfall,Sandy,Steep,16.7,1995,28,2003,2010,2023,625,29.4,27.9,273.97,57.8,58.7,0.97,71.41,FinalHarvestOverdue,2025,100.0
479,Zone-4,Boundary,Excellent,Low Rainfall,Loam,Moderate,24.02,2014,30,2024,2027,2044,625,21.3,19.1,195.44,25.8,49.5,17.05,41.16,SecondThinning,2027,96.9
480,Zone-3,Estate,Excellent,Medium Rainfall,Loam,Flat,6.58,2014,26,2023,2027,2040,1111,25.6,19.0,64.01,17.6,51.2,6.0,16.38,SecondThinning,2027,98.8
481,Zone-2,Estate,Medium,High Rainfall,Laterite,Moderate,4.22,2005,25,2012,2021,2030,1111,24.5,16.3,33.71,35.2,65.4,6.69,23.17,FinalHarvest,2030,96.1
482,Zone-5,Estate,Medium,High Rainfall,Loam,Steep,13.52,2000,23,2007,2012,2023,1111,26.4,22.3,159.19,51.3,44.2,4.16,11.88,FinalHarvestOverdue,2025,97.6
483,Zone-5,Farmer,Medium,High Rainfall,Sandy,Steep,18.4,2004,21,2012,2017,2025,816,28.5,23.0,241.22,39.9,53.4,12.75,25.39,FinalHarvestOverdue,2025,100.0
484,Zone-4,Estate,Good,Medium Rainfall,Laterite,Gentle,12.3,2008,30,2018,2021,2038,1111,18.2,17.1,76.56,37.5,62.8,18.44,49.64,FinalHarvest,2038,88.6
485,Zone-2,Farmer,Good,Medium Rainfall,Laterite,Moderate,11.89,2007,30,2017,2019,2037,816,19.4,17.8,82.12,32.5,45.7,0.36,42.55,FinalHarvest,2037,86.1
486,Zone-3,Block,Excellent,Medium Rainfall,Laterite,Moderate,10.22,2004,35,2011,2019,2039,1600,44.8,21.5,196.88,46.3,44.9,15.28,76.78,FinalHarvest,2039,82.0
487,Zone-3,Block,Good,High Rainfall,Sandy,Steep,23.24,2018,25,2026,2033,2043,1600,17.4,10.2,82.49,16.1,40.8,13.35,16.09,FirstThinning,2026,98.2
488,Zone-5,Block,Medium,Medium Rainfall,Loam,Gentle,1.3,2019,20,2029,2034,2039,1600,14.1,9.1,3.34,11.2,64.9,5.13,27.67,FirstThinning,2029,99.0
489,Zone-5,Block,Good,High Rainfall,Laterite,Flat,3.62,2013,27,2021,2027,2040,1600,27.3,17.2,34.0,22.1,69.6,16.35,5.12,SecondThinning,2027,100.0
490,Zone-1,Block,Excellent,High Rainfall,Clay,Steep,5.1,2006,27,2014,2019,2033,1111,19.8,21.6,43.62,37.5,64.4,3.79,9.42,FinalHarvest,2033,95.1
491,Zone-2,Farmer,Good,Medium Rainfall,Laterite,Flat,21.84,2000,23,2009,2012,2023,816,27.5,20.8,249.85,45.3,47.0,9.76,62.04,FinalHarvestOverdue,2025,100.0
492,Zone-1,Estate,Good,Low Rainfall,Sandy,Flat,6.07,2020,22,2030,2036,2042,1111,9.7,5.9,6.95,10.0,52.9,7.48,71.76,FirstThinning,2030,97.8
493,Zone-3,Farmer,Good,High Rainfall,Laterite,Steep,15.66,2006,27,2013,2018,2033,816,26.7,17.2,143.83,41.4,67.8,0.61,14.22,FinalHarvest,2033,95.8
494,Zone-5,Boundary,Medium,Medium Rainfall,Laterite,Steep,13.36,2016,21,2023,2030,2037,625,10.1,10.2,27.53,13.5,64.2,6.58,38.32,SecondThinning,2030,97.4
495,Zone-5,Block,Excellent,High Rainfall,Sandy,Moderate,11.27,2010,35,2017,2025,2045,1111,24.1,19.7,107.01,33.7,66.3,15.72,58.75,FinalHarvest,2045,80.3
496,Zone-1,Farmer,Excellent,Low Rainfall,Clay,Steep,5.03,2009,26,2019,2025,2035,1111,20.4,15.4,31.6,36.4,61.0,2.2,79.5,FinalHarvest,2035,92.8
497,Zone-1,Farmer,Good,Medium Rainfall,Clay,Gentle,18.26,2016,29,2023,2029,2045,625,15.1,11.0,60.66,21.0,50.0,4.55,48.2,SecondThinning,2029,95.4
498,Zone-5,Estate,Good,Medium Rainfall,Laterite,Steep,20.4,2002,26,2009,2016,2028,1600,27.2,24.1,267.45,46.9,45.6,18.85,47.96,FinalHarvest,2028,96.7
499,Zone-2,Boundary,Excellent,High Rainfall,Sandy,Moderate,2.49,2012,28,2022,2027,2040,625,21.2,16.9,17.84,27.8,63.9,10.44,50.12,SecondThinning,2027,100.0
500,Zone-2,Estate,Excellent,Low Rainfall,Laterite,Moderate,4.47,2004,28,2014,2019,2032,1600,37.0,21.8,72.11,43.7,64.0,14.09,49.92,FinalHarvest,2032,95.6
501,Zone-3,Estate,Good,High Rainfall,Laterite,Gentle,12.88,2017,28,2024,2031,2045,1600,16.6,9.3,39.77,18.3,64.3,14.04,8.94,SecondThinning,2031,96.7
502,Zone-2,Block,Excellent,Medium Rainfall,Loam,Flat,14.15,2005,31,2015,2019,2036,1111,21.9,18.2,112.8,37.8,60.9,3.98,69.22,FinalHarvest,2036,89.8
503,Zone-4,Estate,Medium,Medium Rainfall,Sandy,Moderate,11.98,2000,24,2008,2015,2024,1111,30.8,21.7,160.14,47.2,62.5,14.73,5.68,FinalHarvestOverdue,2025,100.0
504,Zone-5,Estate,Medium,Medium Rainfall,Laterite,Gentle,23.22,1998,22,2008,2011,2020,1600,27.3,26.2,332.17,52.4,53.0,3.06,59.19,FinalHarvestOverdue,2025,99.8
505,Zone-2,Estate,Poor,Low Rainfall,Laterite,Steep,8.26,2014,19,2024,2026,2033,1111,26.6,19.2,84.37,19.8,59.6,7.41,14.0,SecondThinning,2026,100.0
506,Zone-1,Estate,Excellent,High Rainfall,Loam,Flat,15.08,2013,32,2022,2025,2045,1600,21.8,22.0,144.65,26.0,49.0,2.59,29.39,FinalHarvest,2045,78.0
507,Zone-5,Farmer,Excellent,High Rainfall,Sandy,Steep,14.35,2012,33,2022,2024,2045,625,26.4,18.3,138.66,29.2,59.6,15.09,20.56,FinalHarvest,2045,79.7
508,Zone-1,Farmer,Medium,Low Rainfall,Laterite,Moderate,3.95,1999,24,2007,2012,2023,1111,36.2,30.2,86.37,47.4,69.4,10.17,32.27,FinalHarvestOverdue,2025,100.0
509,Zone-5,Farmer,Excellent,High Rainfall,Sandy,Gentle,8.21,2011,29,2021,2024,2040,625,22.9,16.5,62.04,32.1,69.9,12.16,43.29,FinalHarvest,2040,88.4
510,Zone-1,Estate,Medium,Low Rainfall,Loam,Gentle,8.19,2001,21,2009,2017,2022,1111,30.5,28.7,143.38,47.2,56.5,5.29,53.73,FinalHarvestOverdue,2025,100.0
511,Zone-2,Block,Excellent,Low Rainfall,Clay,Steep,23.56,1999,33,2007,2011,2032,1111,44.9,28.4,600.86,48.9,51.2,13.18,66.54,FinalHarvest,2032,91.0
512,Zone-5,Farmer,Excellent,Low Rainfall,Clay,Steep,10.09,2014,28,2021,2028,2042,1111,23.3,19.5,91.69,21.1,49.9,1.87,73.19,SecondThinning,2028,96.8
513,Zone-3,Farmer,Medium,Medium Rainfall,Sandy,Flat,10.05,2002,23,2009,2014,2025,1111,35.5,30.5,217.63,46.9,64.2,2.0,31.17,FinalHarvestOverdue,2025,100.0
514,Zone-5,Boundary,Good,High Rainfall,Sandy,Flat,5.1,2019,28,2027,2033,2047,625,16.4,12.1,20.24,14.9,56.6,17.65,35.2,FirstThinning,2027,99.1
515,Zone-5,Farmer,Good,Low Rainfall,Loam,Gentle,4.42,2013,26,2020,2027,2039,625,25.8,19.4,44.25,23.2,53.7,8.84,31.55,SecondThinning,2027,99.3
516,Zone-4,Boundary,Good,Medium Rainfall,Loam,Moderate,16.26,1997,26,2007,2011,2023,625,41.9,27.6,376.07,51.8,47.2,1.96,48.15,FinalHarvestOverdue,2025,100.0
517,Zone-1,Boundary,Excellent,Low Rainfall,Laterite,Gentle,12.51,2011,35,2018,2026,2046,625,18.1,15.5,70.19,31.3,40.2,8.56,45.07,SecondThinning,2026,94.0
518,Zone-3,Farmer,Poor,High Rainfall,Laterite,Gentle,17.19,2019,22,2027,2032,2041,1111,12.9,8.8,39.03,10.5,41.5,9.96,17.79,FirstThinning,2027,95.5
519,Zone-1,Boundary,Medium,High Rainfall,Sandy,Moderate,8.18,2004,22,2012,2016,2026,625,39.8,26.8,174.5,39.2,49.1,18.67,53.22,FinalHarvest,2026,98.0
520,Zone-1,Block,Excellent,Low Rainfall,Clay,Flat,15.77,2005,29,2014,2017,2034,1600,21.5,19.8,134.27,39.0,40.3,8.67,19.82,FinalHarvest,2034,88.5
521,Zone-5,Farmer,Excellent,Low Rainfall,Laterite,Flat,4.74,2016,29,2024,2031,2045,816,13.0,10.2,12.57,21.9,56.1,5.46,79.2,SecondThinning,2031,94.6
522,Zone-4,Farmer,Medium,Medium Rainfall,Laterite,Flat,9.62,2017,21,2024,2030,2038,816,10.3,10.4,20.61,18.4,67.0,3.29,19.92,SecondThinning,2030,98.0
523,Zone-4,Boundary,Poor,Medium Rainfall,Laterite,Steep,20.2,2017,19,2026,2032,2036,625,14.0,13.5,76.36,19.4,51.7,2.28,13.09,FirstThinning,2026,99.7
524,Zone-1,Farmer,Medium,Medium Rainfall,Sandy,Gentle,2.25,2005,23,2012,2020,2028,816,20.9,17.9,16.83,42.6,47.4,3.13,43.34,FinalHarvest,2028,95.3
525,Zone-2,Boundary,Poor,Medium Rainfall,Loam,Steep,5.76,2017,18,2025,2030,2035,625,17.9,11.5,23.71,17.3,46.9,2.73,7.88,SecondThinning,2030,95.2
526,Zone-2,Farmer,Excellent,Low Rainfall,Loam,Flat,21.74,2007,31,2016,2020,2038,1111,21.4,17.8,165.62,36.1,59.3,6.16,25.19,FinalHarvest,2038,87.5
527,Zone-3,Boundary,Excellent,Low Rainfall,Clay,Flat,5.36,1995,25,2004,2008,2020,625,30.7,23.4,77.01,61.1,52.9,5.12,41.85,FinalHarvestOverdue,2025,100.0
528,Zone-3,Boundary,Poor,Low Rainfall,Sandy,Gentle,8.95,2018,20,2027,2031,2038,625,15.2,9.3,25.3,12.8,66.6,2.7,60.69,FirstThinning,2027,100.0
529,Zone-1,Estate,Medium,Low Rainfall,Laterite,Flat,2.8,2012,24,2021,2026,2036,1111,27.9,15.6,24.37,28.2,41.3,3.91,46.29,SecondThinning,2026,95.7
530,Zone-3,Boundary,Good,Medium Rainfall,Sandy,Steep,2.63,2008,30,2015,2021,2038,625,24.0,19.6,24.74,30.3,41.4,11.37,64.58,FinalHarvest,2038,84.3
531,Zone-2,Block,Excellent,High Rainfall,Sandy,Gentle,11.51,2011,31,2021,2026,2042,1111,20.1,14.0,64.78,28.7,57.8,0.28,74.65,SecondThinning,2026,99.2
532,Zone-5,Block,Good,Medium Rainfall,Loam,Moderate,18.0,2012,23,2020,2025,2035,1600,23.3,16.3,136.72,27.4,68.3,5.63,14.97,FinalHarvest,2035,95.5
533,Zone-1,Farmer,Medium,High Rainfall,Sandy,Flat,16.57,2015,24,2024,2029,2039,1111,17.6,13.3,77.57,17.6,44.0,17.98,27.12,SecondThinning,2029,93.2
534,Zone-1,Estate,Good,Low Rainfall,Clay,Gentle,7.14,1995,30,2002,2010,2025,1111,42.4,27.6,167.11,60.5,64.5,4.49,25.16,FinalHarvestOverdue,2025,100.0
535,Zone-5,Block,Medium,Medium Rainfall,Loam,Steep,9.85,2010,20,2020,2023,2030,1111,19.9,20.9,81.93,26.9,54.7,14.62,53.57,FinalHarvest,2030,95.9
536,Zone-1,Boundary,Medium,Low Rainfall,Laterite,Gentle,2.67,1997,23,2005,2012,2020,625,43.2,31.6,72.9,52.0,55.8,14.56,65.6,FinalHarvestOverdue,2025,100.0
537,Zone-5,Estate,Excellent,Medium Rainfall,Sandy,Flat,20.84,2019,35,2026,2032,2054,1600,16.2,9.6,64.82,16.4,58.0,15.87,5.7,FirstThinning,2026,97.6
538,Zone-1,Boundary,Poor,Low Rainfall,Loam,Steep,19.23,2009,19,2018,2023,2028,625,22.8,16.0,140.3,32.4,48.0,10.92,6.59,FinalHarvest,2028,97.0
539,Zone-1,Estate,Good,Low Rainfall,Laterite,Gentle,1.03,2002,22,2010,2017,2024,1111,27.9,27.9,16.04,43.3,66.4,7.76,71.32,FinalHarvestOverdue,2025,100.0
540,Zone-1,Block,Medium,Low Rainfall,Loam,Flat,23.96,2004,22,2011,2020,2026,1111,27.4,31.1,408.35,46.2,66.9,12.13,18.36,FinalHarvest,2026,100.0
541,Zone-5,Boundary,Medium,High Rainfall,Laterite,Gentle,22.43,2016,22,2025,2030,2038,625,17.0,9.6,73.21,18.0,51.1,5.38,73.02,SecondThinning,2030,94.4
542,Zone-1,Estate,Medium,High Rainfall,Loam,Moderate,4.55,2009,25,2019,2021,2034,1600,23.8,21.7,47.0,29.8,42.7,19.9,18.64,FinalHarvest,2034,87.5
543,Zone-4,Boundary,Good,Medium Rainfall,Laterite,Steep,17.64,2008,27,2016,2021,2035,625,21.8,18.4,141.52,34.4,54.8,10.77,22.26,FinalHarvest,2035,91.2
544,Zone-1,Block,Medium,High Rainfall,Sandy,Gentle,9.68,2001,20,2010,2017,2021,1111,44.2,31.1,266.13,43.6,50.5,16.99,70.01,FinalHarvestOverdue,2025,100.0
545,Zone-2,Boundary,Excellent,Low Rainfall,Laterite,Gentle,6.06,2002,25,2010,2014,2027,625,44.2,28.4,152.14,44.8,40.8,19.3,32.88,FinalHarvest,2027,97.2
546,Zone-1,Estate,Excellent,High Rainfall,Loam,Flat,4.53,1999,26,2007,2011,2025,1600,36.4,29.8,98.28,48.5,45.5,14.9,61.11,FinalHarvestOverdue,2025,99.7
547,Zone-3,Block,Excellent,High Rainfall,Clay,Steep,19.75,2017,25,2026,2029,2042,1600,10.5,11.9,49.36,17.0,45.2,3.29,34.73,FirstThinning,2026,99.0
548,Zone-4,Block,Good,High Rainfall,Clay,Gentle,11.17,2000,26,2007,2016,2026,1111,44.6,21.5,214.22,47.1,58.6,4.46,18.78,FinalHarvest,2026,100.0
549,Zone-5,Estate,Excellent,Medium Rainfall,Clay,Steep,20.85,2000,25,2009,2015,2025,1600,30.4,21.3,270.02,48.6,63.4,6.78,22.96,FinalHarvestOverdue,2025,100.0
550,Zone-2,Estate,Poor,Low Rainfall,Sandy,Moderate,5.51,2001,18,2009,2015,2019,1600,44.5,26.8,131.42,48.6,63.7,1.01,28.59,FinalHarvestOverdue,2025,100.0
551,Zone-3,Estate,Good,Medium Rainfall,Laterite,Gentle,8.55,2007,27,2015,2019,2034,1111,22.1,19.9,75.2,32.0,64.2,3.09,49.04,FinalHarvest,2034,94.0
552,Zone-4,Block,Poor,Medium Rainfall,Loam,Gentle,17.38,1997,18,2005,2010,2015,1600,40.4,21.9,307.54,60.6,55.5,14.6,53.85,FinalHarvestOverdue,2025,100.0
553,Zone-3,Block,Medium,Medium Rainfall,Clay,Moderate,15.96,2008,20,2018,2021,2028,1600,28.0,18.9,168.92,38.6,57.0,19.89,12.31,FinalHarvest,2028,98.4
554,Zone-1,Farmer,Good,High Rainfall,Sandy,Steep,3.26,2005,24,2014,2018,2029,1111,20.8,16.9,22.92,35.9,45.4,15.46,24.35,FinalHarvest,2029,96.5
555,Zone-4,Boundary,Excellent,High Rainfall,Loam,Flat,24.32,2010,25,2019,2024,2035,625,22.0,20.9,223.65,34.2,43.9,7.4,68.36,FinalHarvest,2035,89.8
556,Zone-3,Boundary,Poor,High Rainfall,Laterite,Steep,7.31,2016,18,2023,2029,2034,625,15.6,11.4,26.0,14.5,43.2,7.58,47.76,SecondThinning,2029,95.4
557,Zone-1,Farmer,Excellent,Medium Rainfall,Sandy,Moderate,12.18,2015,33,2025,2027,2048,1111,11.4,8.7,24.16,24.6,51.9,8.72,35.11,SecondThinning,2027,96.2
558,Zone-1,Boundary,Good,High Rainfall,Laterite,Gentle,17.85,2010,23,2019,2025,2033,625,18.4,15.2,99.85,29.7,59.2,6.47,7.35,FinalHarvest,2033,95.6
559,Zone-5,Block,Poor,Medium Rainfall,Laterite,Steep,6.12,2001,18,2011,2015,2019,1111,37.7,21.0,96.9,43.7,52.2,6.04,58.42,FinalHarvestOverdue,2025,100.0
560,Zone-4,Farmer,Good,Low Rainfall,Sandy,Flat,22.48,2008,27,2017,2021,2035,1111,21.5,17.4,168.2,33.8,60.7,3.3,57.25,FinalHarvest,2035,92.3
561,Zone-3,Block,Poor,High Rainfall,Loam,Flat,18.35,2013,22,2021,2027,2035,1111,18.1,21.2,140.83,28.3,55.0,6.4,64.4,SecondThinning,2027,98.2
562,Zone-4,Boundary,Poor,Medium Rainfall,Loam,Steep,16.33,2013,18,2020,2026,2031,625,25.5,15.5,129.09,26.0,63.2,12.06,21.21,SecondThinning,2026,100.0
563,Zone-2,Farmer,Poor,Medium Rainfall,Clay,Flat,8.25,2004,22,2011,2019,2026,625,45.0,25.0,185.62,40.5,64.8,8.57,78.06,FinalHarvest,2026,100.0
