documentId,referenceCode,department,category,subject,shortTitle,longTitle,year,issueDate,effectiveToOrBlank,status,jurisdiction,pageCount,tagsSemicolonSeparated
749,W-NOT-2016-335,Wildlife,Notification,Community Forestry,Community Forestry – Notification,Wildlife Department Notification on Community Forestry,2016,2022-03-08,2025-03-22,Superseded,Circle-South,10,budget;climate
750,F-OM-2021-436,Forest,OM,CAMPA Utilisation,CAMPA Utilisation – OM,Forest Department OM on CAMPA Utilisation,2021,2011-07-02,2016-02-08,Superseded,Statewide,28,community;offence;wildlife
751,F-ORD-2014-838,Finance,Order,Wildlife Protection,Wildlife Protection – Order,Finance Department Order on Wildlife Protection,2014,2023-12-12,,Active,Circle-East,27,community;rules
752,F-CIR-2010-664,Finance,Circular,Land Allotment,Land Allotment – Circular,Finance Department Circular on Land Allotment,2010,2019-10-12,,Active,Circle-North,60,land;patrol;plantation
753,F-CIR-2021-849,Forest,Circular,Teak Plantation,Teak Plantation – Circular,Forest Department Circular on Teak Plantation,2021,2022-03-01,,Active,Circle-North,52,budget;digital;patrol
754,P-CIR-2014-599,Planning,Circular,CAMPA Utilisation,CAMPA Utilisation – Circular,Planning Department Circular on CAMPA Utilisation,2014,2022-09-27,,Active,Circle-North,106,campa;fire;land
755,W-ORD-2020-239,Wildlife,Order,Community Forestry,Community Forestry – Order,Wildlife Department Order on Community Forestry,2020,2011-06-20,,Active,Circle-North,2,budget;land;plantation;wildlife
756,W-OM-2024-567,Wildlife,OM,CAMPA Utilisation,CAMPA Utilisation – OM,Wildlife Department OM on CAMPA Utilisation,2024,2024-06-22,,Active,Circle-South,111,campa;climate;offence;patrol
757,P-GUI-2013-837,Planning,Guideline,Eco Tourism,Eco Tourism – Guideline,Planning Department Guideline on Eco Tourism,2013,2016-08-10,2017-03-11,Superseded,Circle-East,66,community;marketing
758,R-GUI-2020-918,Revenue,Guideline,Digital Monitoring,Digital Monitoring – Guideline,Revenue Department Guideline on Digital Monitoring,2020,2021-04-19,,Active,Circle-South,37,land;patrol;rules
759,W-OM-2025-767,Wildlife,OM,Digital Monitoring,Digital Monitoring – OM,Wildlife Department OM on Digital Monitoring,2025,2018-06-10,,Active,Statewide,75,climate;community;patrol
760,W-NOT-2017-939,Wildlife,Notification,Community Forestry,Community Forestry – Notification,Wildlife Department Notification on Community Forestry,2017,2023-04-03,,Active,Circle-East,93,digital;offence;wildlife
761,F-GUI-2014-670,Finance,Guideline,Budget Release,Budget Release – Guideline,Finance Department Guideline on Budget Release,2014,2014-05-30,,Active,Circle-West,90,digital;eco;patrol
762,R-OM-2025-315,Revenue,OM,Community Forestry,Community Forestry – OM,Revenue Department OM on Community Forestry,2025,2022-01-04,,Active,Statewide,93,climate;land;marketing;rules
763,P-NOT-2013-685,Planning,Notification,Land Allotment,Land Allotment – Notification,Planning Department Notification on Land Allotment,2013,2011-04-21,,Active,Circle-West,15,digital;eco;plantation
764,P-CIR-2011-518,Planning,Circular,Fire Management,Fire Management – Circular,Planning Department Circular on Fire Management,2011,2013-07-04,2016-02-14,Superseded,Circle-East,74,climate;plantation;rules
765,W-OM-2013-725,Wildlife,OM,Land Allotment,Land Allotment – OM,Wildlife Department OM on Land Allotment,2013,2012-12-30,2015-05-19,Superseded,Circle-North,107,community;fire
766,P-ORD-2025-520,Planning,Order,Fire Management,Fire Management – Order,Planning Department Order on Fire Management,2025,2011-08-16,,Active,Circle-East,58,marketing;rules
767,R-GUI-2018-139,Revenue,Guideline,Fire Management,Fire Management – Guideline,Revenue Department Guideline on Fire Management,2018,2015-11-17,,Active,Circle-East,2,community;fire;offence;rules
768,F-NOT-2018-965,Finance,Notification,Eco Tourism,Eco Tourism – Notification,Finance Department Notification on Eco Tourism,2018,2011-09-26,,Active,Circle-South,119,budget;campa;teak
769,F-NOT-2022-612,Finance,Notification,Eco Tourism,Eco Tourism – Notification,Finance Department Notification on Eco Tourism,2022,2022-02-15,,Active,Circle-West,50,community;land;teak
770,F-ORD-2011-179,Finance,Order,Eco Tourism,Eco Tourism – Order,Finance Department Order on Eco Tourism,2011,2016-03-20,2021-03-04,Superseded,Circle-South,35,community;fire;patrol;plantation
771,P-CIR-2021-488,Planning,Circular,CAMPA Utilisation,CAMPA Utilisation – Circular,Planning Department Circular on CAMPA Utilisation,2021,2019-04-13,,Active,Circle-South,111,land;plantation;teak
772,F-ORD-2013-884,Finance,Order,Teak Plantation,Teak Plantation – Order,Finance Department Order on Teak Plantation,2013,2023-07-11,,Active,Circle-South,55,community;patrol;plantation
773,W-CIR-2020-093,Wildlife,Circular,Budget Release,Budget Release – Circular,Wildlife Department Circular on Budget Release,2020,2023-07-09,,Active,Circle-East,91,marketing;patrol;plantation;teak
774,F-ORD-2011-560,Finance,Order,Budget Release,Budget Release – Order,Finance Department Order on Budget Release,2011,2011-12-15,,Active,Statewide,17,campa;land;marketing;offence
775,F-OM-2011-834,Finance,OM,Eco Tourism,Eco Tourism – OM,Finance Department OM on Eco Tourism,2011,2014-12-22,2016-11-23,Superseded,Circle-East,55,budget;offence;patrol;rules
776,W-NOT-2017-321,Wildlife,Notification,Land Allotment,Land Allotment – Notification,Wildlife Department Notification on Land Allotment,2017,2019-11-23,,Active,Circle-South,88,campa;wildlife
777,F-GUI-2011-313,Forest,Guideline,Wildlife Protection,Wildlife Protection – Guideline,Forest Department Guideline on Wildlife Protection,2011,2020-10-26,2024-05-27,Superseded,Circle-East,61,budget;community;patrol;wildlife
778,W-OM-2016-681,Wildlife,OM,CAMPA Utilisation,CAMPA Utilisation – OM,Wildlife Department OM on CAMPA Utilisation,2016,2025-08-11,,Active,Circle-West,64,climate;eco;land;plantation
779,R-OM-2015-416,Revenue,OM,Fire Management,Fire Management – OM,Revenue Department OM on Fire Management,2015,2010-03-21,,Active,Circle-North,11,campa;fire;marketing;rules
780,P-CIR-2020-745,Planning,Circular,Community Forestry,Community Forestry – Circular,Planning Department Circular on Community Forestry,2020,2017-01-14,,Active,Circle-West,84,budget;digital;plantation
781,R-CIR-2022-006,Revenue,Circular,Wildlife Protection,Wildlife Protection – Circular,Revenue Department Circular on Wildlife Protection,2022,2024-01-28,2026-01-18,Superseded,Statewide,79,climate;eco;offence
782,W-GUI-2014-179,Wildlife,Guideline,Wildlife Protection,Wildlife Protection – Guideline,Wildlife Department Guideline on Wildlife Protection,2014,2011-01-30,,Active,Circle-East,41,eco;fire;offence;patrol
783,W-OM-2014-076,Wildlife,OM,Digital Monitoring,Digital Monitoring – OM,Wildlife Department OM on Digital Monitoring,2014,2017-02-19,2018-06-26,Superseded,Circle-North,90,climate;offence
784,P-ORD-2017-004,Planning,Order,Eco Tourism,Eco Tourism – Order,Planning Department Order on Eco Tourism,2017,2015-06-06,,Active,Circle-North,67,budget;offence;rules
785,R-NOT-2015-066,Revenue,Notification,Digital Monitoring,Digital Monitoring – Notification,Revenue Department Notification on Digital Monitoring,2015,2018-05-06,,Active,Circle-South,103,budget;wildlife
786,R-OM-2023-528,Revenue,OM,Land Allotment,Land Allotment – OM,Revenue Department OM on Land Allotment,2023,2015-01-17,,Active,Circle-South,96,climate;marketing;patrol;wildlife
787,R-ORD-2022-887,Revenue,Order,Teak Plantation,Teak Plantation – Order,Revenue Department Order on Teak Plantation,2022,2024-04-07,2028-08-12,Superseded,Circle-South,40,eco;patrol;plantation
788,P-GUI-2025-804,Planning,Guideline,Digital Monitoring,Digital Monitoring – Guideline,Planning Department Guideline on Digital Monitoring,2025,2014-05-27,2017-06-22,Superseded,Circle-East,100,budget;eco;rules
789,P-ORD-2014-167,Planning,Order,Eco Tourism,Eco Tourism – Order,Planning Department Order on Eco Tourism,2014,2012-11-08,,Active,Circle-South,2,campa;climate;marketing
790,P-NOT-2012-711,Planning,Notification,Land Allotment,Land Allotment – Notification,Planning Department Notification on Land Allotment,2012,2020-10-03,,Active,Statewide,16,campa;community;digital;plantation
791,W-GUI-2016-419,Wildlife,Guideline,Budget Release,Budget Release – Guideline,Wildlife Department Guideline on Budget Release,2016,2024-06-08,,Active,Circle-South,113,budget;campa;eco;offence
792,W-ORD-2022-014,Wildlife,Order,Fire Management,Fire Management – Order,Wildlife Department Order on Fire Management,2022,2012-07-21,,Active,Circle-West,55,eco;rules
793,P-ORD-2010-538,Planning,Order,CAMPA Utilisation,CAMPA Utilisation – Order,Planning Department Order on CAMPA Utilisation,2010,2014-03-18,,Active,Circle-East,91,budget;climate;digital;eco
794,W-GUI-2024-538,Wildlife,Guideline,Community Forestry,Community Forestry – Guideline,Wildlife Department Guideline on Community Forestry,2024,2015-05-01,,Active,Statewide,108,land;teak;wildlife
795,F-CIR-2023-180,Finance,Circular,Community Forestry,Community Forestry – Circular,Finance Department Circular on Community Forestry,2023,2010-10-17,,Active,Circle-West,36,eco;fire;patrol;teak
796,P-ORD-2021-631,Planning,Order,Fire Management,Fire Management – Order,Planning Department Order on Fire Management,2021,2021-03-13,,Active,Circle-West,80,land;wildlife
797,P-OM-2011-766,Planning,OM,Digital Monitoring,Digital Monitoring – OM,Planning Department OM on Digital Monitoring,2011,2024-06-12,,Active,Circle-South,108,climate;digital
798,R-ORD-2023-651,Revenue,Order,CAMPA Utilisation,CAMPA Utilisation – Order,Revenue Department Order on CAMPA Utilisation,2023,2017-11-20,,Active,Circle-South,86,eco;wildlife
799,F-CIR-2021-125,Forest,Circular,Digital Monitoring,Digital Monitoring – Circular,Forest Department Circular on Digital Monitoring,2021,2016-11-06,,Active,Circle-West,118,climate;community;rules
800,W-ORD-2016-074,Wildlife,Order,CAMPA Utilisation,CAMPA Utilisation – Order,Wildlife Department Order on CAMPA Utilisation,2016,2021-05-04,,Active,Statewide,74,eco;land;plantation
801,R-GUI-2020-750,Revenue,Guideline,Climate Mission,Climate Mission – Guideline,Revenue Department Guideline on Climate Mission,2020,2023-10-23,,Active,Circle-South,66,eco;patrol
802,P-ORD-2020-216,Planning,Order,Budget Release,Budget Release – Order,Planning Department Order on Budget Release,2020,2020-10-31,,Active,Circle-South,57,climate;land;rules;teak
803,F-NOT-2022-454,Finance,Notification,Budget Release,Budget Release – Notification,Finance Department Notification on Budget Release,2022,2023-10-26,,Active,Circle-West,64,eco;patrol;teak
804,W-OM-2017-361,Wildlife,OM,Community Forestry,Community Forestry – OM,Wildlife Department OM on Community Forestry,2017,2011-10-22,2013-01-08,Superseded,Circle-South,101,community;land;marketing;wildlife
805,F-OM-2023-860,Forest,OM,Wildlife Protection,Wildlife Protection – OM,Forest Department OM on Wildlife Protection,2023,2011-07-20,,Active,Circle-South,18,digital;eco;patrol;rules
806,W-GUI-2011-510,Wildlife,Guideline,Climate Mission,Climate Mission – Guideline,Wildlife Department Guideline on Climate Mission,2011,2015-05-15,,Active,Circle-North,89,eco;fire
807,P-OM-2024-602,Planning,OM,CAMPA Utilisation,CAMPA Utilisation – OM,Planning Department OM on CAMPA Utilisation,2024,2011-01-05,,Active,Circle-East,67,climate;digital
808,F-ORD-2010-873,Forest,Order,CAMPA Utilisation,CAMPA Utilisation – Order,Forest Department Order on CAMPA Utilisation,2010,2012-05-25,,Active,Circle-East,60,climate;eco;offence;plantation
809,F-NOT-2013-090,Forest,Notification,Community Forestry,Community Forestry – Notification,Forest Department Notification on Community Forestry,2013,2015-07-27,2018-11-10,Superseded,Circle-South,78,budget;plantation
810,F-NOT-2017-314,Forest,Notification,Budget Release,Budget Release – Notification,Forest Department Notification on Budget Release,2017,2018-07-08,,Active,Circle-South,16,community;land;marketing;plantation
811,F-CIR-2015-104,Finance,Circular,Climate Mission,Climate Mission – Circular,Finance Department Circular on Climate Mission,2015,2014-09-07,,Active,Statewide,112,campa;fire
812,W-CIR-2010-148,Wildlife,Circular,Community Forestry,Community Forestry – Circular,Wildlife Department Circular on Community Forestry,2010,2020-10-31,,Active,Circle-East,73,plantation;rules
813,R-ORD-2018-955,Revenue,Order,Community Forestry,Community Forestry – Order,Revenue Department Order on Community Forestry,2018,2012-01-01,2016-01-22,Superseded,Circle-South,88,community;marketing;offence;wildlife
814,P-CIR-2015-743,Planning,Circular,Climate Mission,Climate Mission – Circular,Planning Department Circular on Climate Mission,2015,2023-05-29,,Active,Circle-North,36,budget;eco;fire
815,F-CIR-2015-461,Finance,Circular,Digital Monitoring,Digital Monitoring – Circular,Finance Department Circular on Digital Monitoring,2015,2020-04-07,,Active,Circle-South,24,campa;digital;offence;teak
816,F-CIR-2012-535,Finance,Circular,Teak Plantation,Teak Plantation – Circular,Finance Department Circular on Teak Plantation,2012,2017-12-14,,Active,Circle-West,63,community;wildlife
817,W-CIR-2012-428,Wildlife,Circular,Land Allotment,Land Allotment – Circular,Wildlife Department Circular on Land Allotment,2012,2011-08-24,2012-12-26,Superseded,Statewide,96,campa;eco;fire
818,F-ORD-2020-683,Forest,Order,Community Forestry,Community Forestry – Order,Forest Department Order on Community Forestry,2020,2014-04-26,,Active,Statewide,87,budget;campa;marketing
819,P-GUI-2020-609,Planning,Guideline,CAMPA Utilisation,CAMPA Utilisation – Guideline,Planning Department Guideline on CAMPA Utilisation,2020,2017-07-19,,Active,Circle-West,28,community;plantation;teak
820,F-CIR-2024-268,Finance,Circular,Community Forestry,Community Forestry – Circular,Finance Department Circular on Community Forestry,2024,2012-11-20,,Active,Circle-North,18,digital;eco;land;marketing
821,F-NOT-2020-059,Finance,Notification,CAMPA Utilisation,CAMPA Utilisation – Notification,Finance Department Notification on CAMPA Utilisation,2020,2024-08-24,,Active,Circle-South,54,eco;rules;teak;wildlife
822,R-ORD-2015-073,Revenue,Order,Budget Release,Budget Release – Order,Revenue Department Order on Budget Release,2015,2022-02-24,,Active,Circle-North,104,fire;teak;wildlife
823,F-CIR-2019-527,Finance,Circular,Climate Mission,Climate Mission – Circular,Finance Department Circular on Climate Mission,2019,2024-02-01,,Active,Circle-East,25,marketing;teak
824,P-NOT-2015-864,Planning,Notification,Budget Release,Budget Release – Notification,Planning Department Notification on Budget Release,2015,2012-04-17,,Active,Circle-West,55,campa;fire
825,F-OM-2016-052,Finance,OM,Digital Monitoring,Digital Monitoring – OM,Finance Department OM on Digital Monitoring,2016,2020-08-09,,Active,Circle-South,75,community;eco;marketing
826,P-CIR-2015-833,Planning,Circular,Community Forestry,Community Forestry – Circular,Planning Department Circular on Community Forestry,2015,2011-01-09,,Active,Circle-South,38,community;land;rules
827,W-OM-2023-045,Wildlife,OM,Land Allotment,Land Allotment – OM,Wildlife Department OM on Land Allotment,2023,2024-06-02,,Active,Circle-East,86,campa;rules;teak;wildlife
828,W-OM-2014-268,Wildlife,OM,CAMPA Utilisation,CAMPA Utilisation – OM,Wildlife Department OM on CAMPA Utilisation,2014,2023-07-06,2024-10-04,Superseded,Circle-West,19,community;land;rules
829,R-GUI-2011-880,Revenue,Guideline,Wildlife Protection,Wildlife Protection – Guideline,Revenue Department Guideline on Wildlife Protection,2011,2025-09-19,,Active,Circle-West,61,budget;climate
830,P-NOT-2018-025,Planning,Notification,Community Forestry,Community Forestry – Notification,Planning Department Notification on Community Forestry,2018,2021-05-03,,Active,Circle-North,83,budget;land;offence;rules
831,W-CIR-2023-124,Wildlife,Circular,Climate Mission,Climate Mission – Circular,Wildlife Department Circular on Climate Mission,2023,2023-01-24,,Active,Circle-North,100,campa;plantation;rules
832,W-OM-2022-211,Wildlife,OM,Community Forestry,Community Forestry – OM,Wildlife Department OM on Community Forestry,2022,2022-01-31,,Active,Statewide,30,eco;land;marketing;plantation
833,R-ORD-2013-503,Revenue,Order,Eco Tourism,Eco Tourism – Order,Revenue Department Order on Eco Tourism,2013,2021-10-27,,Active,Circle-East,15,budget;eco
834,F-ORD-2015-412,Finance,Order,Digital Monitoring,Digital Monitoring – Order,Finance Department Order on Digital Monitoring,2015,2012-02-05,,Active,Circle-West,65,eco;offence
835,F-ORD-2021-934,Forest,Order,Climate Mission,Climate Mission – Order,Forest Department Order on Climate Mission,2021,2019-10-07,,Active,Statewide,88,climate;marketing;teak;wildlife
836,F-NOT-2011-367,Forest,Notification,Budget Release,Budget Release – Notification,Forest Department Notification on Budget Release,2011,2011-07-05,,Active,Circle-West,9,budget;eco;wildlife
837,R-ORD-2019-289,Revenue,Order,Digital Monitoring,Digital Monitoring – Order,Revenue Department Order on Digital Monitoring,2019,2016-03-15,,Active,Circle-North,97,budget;digital;patrol;rules
838,P-ORD-2015-662,Planning,Order,Eco Tourism,Eco Tourism – Order,Planning Department Order on Eco Tourism,2015,2015-11-20,,Active,Circle-West,106,campa;eco;land
839,F-CIR-2021-118,Forest,Circular,Land Allotment,Land Allotment – Circular,Forest Department Circular on Land Allotment,2021,2024-01-29,,Active,Circle-East,51,fire;patrol
840,R-OM-2014-657,Revenue,OM,Climate Mission,Climate Mission – OM,Revenue Department OM on Climate Mission,2014,2023-08-22,,Active,Circle-North,79,plantation;rules;teak
841,R-CIR-2015-363,Revenue,Circular,Climate Mission,Climate Mission – Circular,Revenue Department Circular on Climate Mission,2015,2024-05-30,,Active,Circle-South,38,offence;patrol;teak
842,F-NOT-2013-795,Finance,Notification,Eco Tourism,Eco Tourism – Notification,Finance Department Notification on Eco Tourism,2013,2012-07-25,,Active,Circle-West,96,eco;offence;plantation
843,P-GUI-2023-961,Planning,Guideline,Climate Mission,Climate Mission – Guideline,Planning Department Guideline on Climate Mission,2023,2024-01-03,2026-04-26,Superseded,Circle-South,33,campa;community
844,F-ORD-2023-294,Finance,Order,Community Forestry,Community Forestry – Order,Finance Department Order on Community Forestry,2023,2010-05-17,,Active,Statewide,6,climate;land;wildlife
845,R-NOT-2014-115,Revenue,Notification,Budget Release,Budget Release – Notification,Revenue Department Notification on Budget Release,2014,2020-08-07,,Active,Circle-East,71,community;digital;rules
846,R-CIR-2022-484,Revenue,Circular,Community Forestry,Community Forestry – Circular,Revenue Department Circular on Community Forestry,2022,2012-09-30,,Active,Circle-North,3,eco;fire;patrol;plantation
847,F-OM-2020-946,Finance,OM,Digital Monitoring,Digital Monitoring – OM,Finance Department OM on Digital Monitoring,2020,2025-01-29,2028-04-15,Superseded,Circle-West,32,budget;eco;fire;wildlife
848,P-OM-2020-194,Planning,OM,CAMPA Utilisation,CAMPA Utilisation – OM,Planning Department OM on CAMPA Utilisation,2020,2021-07-25,,Active,Circle-West,64,budget;climate;rules
849,W-OM-2025-649,Wildlife,OM,Digital Monitoring,Digital Monitoring – OM,Wildlife Department OM on Digital Monitoring,2025,2015-02-07,2017-02-08,Superseded,Circle-West,63,climate;fire
850,F-GUI-2024-494,Forest,Guideline,Teak Plantation,Teak Plantation – Guideline,Forest Department Guideline on Teak Plantation,2024,2015-01-14,,Active,Circle-East,60,community;eco;land
851,W-GUI-2018-066,Wildlife,Guideline,Land Allotment,Land Allotment – Guideline,Wildlife Department Guideline on Land Allotment,2018,2021-05-05,2022-03-03,Superseded,Circle-East,63,budget;offence;patrol
852,F-GUI-2016-228,Forest,Guideline,Fire Management,Fire Management – Guideline,Forest Department Guideline on Fire Management,2016,2021-09-29,,Active,Circle-East,117,campa;land;patrol;wildlife
853,P-ORD-2014-886,Planning,Order,Budget Release,Budget Release – Order,Planning Department Order on Budget Release,2014,2023-10-15,2024-09-03,Superseded,Circle-North,79,land;wildlife
854,F-GUI-2011-569,Forest,Guideline,Budget Release,Budget Release – Guideline,Forest Department Guideline on Budget Release,2011,2012-05-14,,Active,Circle-North,38,community;patrol;plantation
855,F-CIR-2010-056,Forest,Circular,Land Allotment,Land Allotment – Circular,Forest Department Circular on Land Allotment,2010,2025-07-29,,Active,Circle-West,28,campa;marketing;plantation
856,P-NOT-2020-666,Planning,Notification,Fire Management,Fire Management – Notification,Planning Department Notification on Fire Management,2020,2023-10-12,,Active,Statewide,105,climate;community;offence
857,P-NOT-2010-459,Planning,Notification,Budget Release,Budget Release – Notification,Planning Department Notification on Budget Release,2010,2018-07-16,,Active,Circle-South,101,community;offence
858,F-ORD-2014-644,Forest,Order,Land Allotment,Land Allotment – Order,Forest Department Order on Land Allotment,2014,2011-08-01,,Active,Circle-North,1,marketing;patrol
859,F-ORD-2013-808,Forest,Order,Climate Mission,Climate Mission – Order,Forest Department Order on Climate Mission,2013,2010-08-05,2011-07-30,Superseded,Statewide,7,budget;campa;patrol;wildlife
860,P-ORD-2013-217,Planning,Order,Teak Plantation,Teak Plantation – Order,Planning Department Order on Teak Plantation,2013,2018-01-04,,Active,Circle-West,15,climate;rules;wildlife
861,W-OM-2024-355,Wildlife,OM,CAMPA Utilisation,CAMPA Utilisation – OM,Wildlife Department OM on CAMPA Utilisation,2024,2025-10-03,,Active,Circle-South,97,campa;eco;offence;patrol
862,R-ORD-2013-551,Revenue,Order,CAMPA Utilisation,CAMPA Utilisation – Order,Revenue Department Order on CAMPA Utilisation,2013,2012-09-19,,Active,Circle-North,11,eco;marketing;patrol
863,W-GUI-2017-980,Wildlife,Guideline,Fire Management,Fire Management – Guideline,Wildlife Department Guideline on Fire Management,2017,2025-10-04,,Active,Statewide,59,climate;digital;eco;offence
864,F-ORD-2012-825,Forest,Order,Digital Monitoring,Digital Monitoring – Order,Forest Department Order on Digital Monitoring,2012,2014-09-16,,Active,Circle-East,14,budget;digital;eco;fire
865,P-CIR-2022-023,Planning,Circular,Community Forestry,Community Forestry – Circular,Planning Department Circular on Community Forestry,2022,2023-07-20,2027-01-13,Superseded,Circle-East,99,community;marketing;plantation
866,F-NOT-2015-296,Finance,Notification,Teak Plantation,Teak Plantation – Notification,Finance Department Notification on Teak Plantation,2015,2022-07-22,,Active,Circle-North,118,plantation;rules;teak
867,F-NOT-2015-113,Forest,Notification,Community Forestry,Community Forestry – Notification,Forest Department Notification on Community Forestry,2015,2012-06-23,,Active,Circle-West,28,budget;climate;plantation
868,P-NOT-2024-749,Planning,Notification,CAMPA Utilisation,CAMPA Utilisation – Notification,Planning Department Notification on CAMPA Utilisation,2024,2025-08-12,2028-08-15,Superseded,Statewide,94,climate;rules;teak
869,F-ORD-2016-916,Finance,Order,Teak Plantation,Teak Plantation – Order,Finance Department Order on Teak Plantation,2016,2025-09-10,,Active,Circle-West,113,budget;campa;plantation
870,F-GUI-2017-067,Finance,Guideline,Land Allotment,Land Allotment – Guideline,Finance Department Guideline on Land Allotment,2017,2024-06-24,,Active,Circle-South,4,budget;land;teak;wildlife
871,F-ORD-2010-366,Finance,Order,Teak Plantation,Teak Plantation – Order,Finance Department Order on Teak Plantation,2010,2025-09-26,2030-07-31,Superseded,Circle-North,49,community;plantation;wildlife
872,P-ORD-2021-502,Planning,Order,Community Forestry,Community Forestry – Order,Planning Department Order on Community Forestry,2021,2022-07-15,,Active,Circle-South,89,eco;offence;patrol
873,R-CIR-2021-217,Revenue,Circular,CAMPA Utilisation,CAMPA Utilisation – Circular,Revenue Department Circular on CAMPA Utilisation,2021,2021-05-23,,Active,Circle-North,113,land;marketing
874,F-GUI-2015-122,Forest,Guideline,Teak Plantation,Teak Plantation – Guideline,Forest Department Guideline on Teak Plantation,2015,2016-04-13,,Active,Circle-West,114,budget;community
875,P-OM-2015-716,Planning,OM,Teak Plantation,Teak Plantation – OM,Planning Department OM on Teak Plantation,2015,2015-09-04,,Active,Circle-South,24,climate;rules
876,P-CIR-2018-092,Planning,Circular,Digital Monitoring,Digital Monitoring – Circular,Planning Department Circular on Digital Monitoring,2018,2019-04-17,,Active,Circle-West,102,climate;eco
877,F-GUI-2011-706,Finance,Guideline,Eco Tourism,Eco Tourism – Guideline,Finance Department Guideline on Eco Tourism,2011,2022-07-18,,Active,Circle-North,108,offence;plantation
878,R-CIR-2023-617,Revenue,Circular,Budget Release,Budget Release – Circular,Revenue Department Circular on Budget Release,2023,2024-09-13,,Active,Circle-West,60,land;patrol
879,P-NOT-2020-945,Planning,Notification,Community Forestry,Community Forestry – Notification,Planning Department Notification on Community Forestry,2020,2023-10-14,,Active,Statewide,54,budget;climate
880,W-OM-2018-154,Wildlife,OM,Digital Monitoring,Digital Monitoring – OM,Wildlife Department OM on Digital Monitoring,2018,2019-01-01,,Active,Circle-East,88,budget;climate;eco
881,W-NOT-2014-528,Wildlife,Notification,Digital Monitoring,Digital Monitoring – Notification,Wildlife Department Notification on Digital Monitoring,2014,2025-09-06,2027-03-05,Superseded,Statewide,102,climate;eco;patrol;teak
882,P-NOT-2015-494,Planning,Notification,Climate Mission,Climate Mission – Notification,Planning Department Notification on Climate Mission,2015,2023-10-01,,Active,Statewide,69,land;patrol;plantation;teak
883,R-NOT-2013-332,Revenue,Notification,Digital Monitoring,Digital Monitoring – Notification,Revenue Department Notification on Digital Monitoring,2013,2010-10-24,2015-10-11,Superseded,Statewide,25,digital;marketing;offence;rules
884,R-CIR-2018-448,Revenue,Circular,Teak Plantation,Teak Plantation – Circular,Revenue Department Circular on Teak Plantation,2018,2017-04-04,,Active,Circle-North,118,land;offence;rules
885,F-GUI-2012-718,Finance,Guideline,Eco Tourism,Eco Tourism – Guideline,Finance Department Guideline on Eco Tourism,2012,2024-10-05,2027-03-02,Superseded,Circle-South,54,campa;marketing;patrol;wildlife
886,R-NOT-2022-896,Revenue,Notification,CAMPA Utilisation,CAMPA Utilisation – Notification,Revenue Department Notification on CAMPA Utilisation,2022,2016-11-20,,Active,Circle-East,45,community;patrol
887,R-GUI-2014-398,Revenue,Guideline,Community Forestry,Community Forestry – Guideline,Revenue Department Guideline on Community Forestry,2014,2019-07-18,,Active,Circle-South,115,eco;land;rules;wildlife
888,W-ORD-2011-256,Wildlife,Order,Budget Release,Budget Release – Order,Wildlife Department Order on Budget Release,2011,2011-11-09,,Active,Circle-East,93,eco;fire;land
889,F-ORD-2024-525,Forest,Order,Budget Release,Budget Release – Order,Forest Department Order on Budget Release,2024,2025-10-19,,Active,Statewide,101,budget;digital
890,F-ORD-2022-677,Finance,Order,Wildlife Protection,Wildlife Protection – Order,Finance Department Order on Wildlife Protection,2022,2013-03-17,,Active,Circle-North,27,climate;eco;patrol
891,P-ORD-2023-333,Planning,Order,Teak Plantation,Teak Plantation – Order,Planning Department Order on Teak Plantation,2023,2010-03-12,,Active,Circle-West,52,community;eco
892,W-ORD-2017-574,Wildlife,Order,Budget Release,Budget Release – Order,Wildlife Department Order on Budget Release,2017,2017-03-13,,Active,Circle-East,70,climate;digital;land
893,F-CIR-2023-771,Finance,Circular,Digital Monitoring,Digital Monitoring – Circular,Finance Department Circular on Digital Monitoring,2023,2021-11-20,2022-10-18,Superseded,Circle-South,104,campa;fire;patrol
894,R-GUI-2025-072,Revenue,Guideline,Community Forestry,Community Forestry – Guideline,Revenue Department Guideline on Community Forestry,2025,2011-07-14,,Active,Circle-East,29,community;patrol
895,R-GUI-2024-977,Revenue,Guideline,Budget Release,Budget Release – Guideline,Revenue Department Guideline on Budget Release,2024,2017-12-18,,Active,Statewide,8,budget;land;teak;wildlife
896,P-CIR-2024-036,Planning,Circular,Teak Plantation,Teak Plantation – Circular,Planning Department Circular on Teak Plantation,2024,2013-05-26,,Active,Circle-North,106,offence;teak
897,W-GUI-2015-812,Wildlife,Guideline,Teak Plantation,Teak Plantation – Guideline,Wildlife Department Guideline on Teak Plantation,2015,2024-11-13,,Active,Circle-North,65,community;eco;fire
898,R-NOT-2022-671,Revenue,Notification,Budget Release,Budget Release – Notification,Revenue Department Notification on Budget Release,2022,2020-09-22,2025-08-13,Superseded,Statewide,52,campa;digital;eco
899,R-ORD-2011-674,Revenue,Order,Land Allotment,Land Allotment – Order,Revenue Department Order on Land Allotment,2011,2024-01-19,,Active,Statewide,60,climate;marketing;patrol;wildlife
900,W-NOT-2014-112,Wildlife,Notification,Eco Tourism,Eco Tourism – Notification,Wildlife Department Notification on Eco Tourism,2014,2012-05-15,,Active,Statewide,26,digital;land;rules
901,F-CIR-2011-603,Finance,Circular,Community Forestry,Community Forestry – Circular,Finance Department Circular on Community Forestry,2011,2023-02-10,,Active,Circle-South,15,marketing;offence
