ruleId,priorityScore,effectiveFrom,effectiveToOrBlank,jurisdiction,minLevel,maxLevel,domain,actionType,minThreshold,maxThreshold,requiresWrittenOrder,requiresLegalVet,primaryApproverRole,secondaryApproverRole,citationCode,shortTitle
478,9,2020-10-11,,Circle-North,Beat,Circle,Budget,TransportPass,50.00,100.00,0,0,RO,APCCF,RULE-BU-0478,Budget TransportPass threshold rule 478
479,2,2025-01-02,,Circle-North,Beat,Division,Land,OffenceCompounding,100.00,600.00,1,1,FinanceOfficer,,RULE-LA-0479,Land OffenceCompounding threshold rule 479
480,85,2023-04-20,2025-04-20,Circle-East,Range,Circle,Land,OffenceCompounding,100.00,125.00,0,0,CF,APCCF,RULE-LA-0480,Land OffenceCompounding threshold rule 480
481,67,2023-06-15,2029-06-15,Circle-West,Beat,Circle,Transport,BudgetSanction,100.00,150.00,1,0,CF,PCCF,RULE-TR-0481,Transport BudgetSanction threshold rule 481
482,14,2015-08-27,2021-08-27,Statewide,Division,HeadOffice,Budget,TransportPass,0.00,100.00,0,0,CF,,RULE-BU-0482,Budget TransportPass threshold rule 482
483,40,2021-03-24,,Circle-East,Range,HeadOffice,Transport,OffenceCompounding,0.00,250.00,1,0,LegalOfficer,,RULE-TR-0483,Transport OffenceCompounding threshold rule 483
484,24,2016-07-04,,Statewide,Beat,Range,Timber,FireClearance,100.00,150.00,1,0,APCCF,LegalOfficer,RULE-TI-0484,Timber FireClearance threshold rule 484
485,63,2021-09-13,,Circle-East,Division,HeadOffice,Transport,OffenceCompounding,0.00,250.00,0,0,FinanceOfficer,PCCF,RULE-TR-0485,Transport OffenceCompounding threshold rule 485
486,55,2015-01-17,,Circle-South,Beat,Division,Land,TransportPass,25.00,525.00,0,0,PCCF,PCCF,RULE-LA-0486,Land TransportPass threshold rule 486
487,7,2021-04-23,,Circle-South,Circle,HeadOffice,Timber,OffenceCompounding,50.00,150.00,0,1,FinanceOfficer,FinanceOfficer,RULE-TI-0487,Timber OffenceCompounding threshold rule 487
488,50,2016-01-24,,Circle-South,Division,Circle,Fire,LandUseChange,25.00,125.00,0,0,PCCF,RO,RULE-FI-0488,Fire LandUseChange threshold rule 488
489,24,2022-09-20,2029-09-20,Circle-South,Beat,Division,Transport,LandUseChange,25.00,75.00,0,1,PCCF,DFO,RULE-TR-0489,Transport LandUseChange threshold rule 489
490,10,2020-05-20,,Circle-West,Circle,Circle,Land,FireClearance,100.00,1100.00,0,0,LegalOfficer,,RULE-LA-0490,Land FireClearance threshold rule 490
491,67,2023-08-04,,Circle-South,Beat,Circle,Fire,PermitIssue,500.00,550.00,0,0,LegalOfficer,,RULE-FI-0491,Fire PermitIssue threshold rule 491
492,14,2023-07-04,,Statewide,Circle,Circle,Transport,TransportPass,500.00,1000.00,1,0,DFO,,RULE-TR-0492,Transport TransportPass threshold rule 492
493,42,2021-01-03,,Circle-East,Beat,HeadOffice,Timber,FireClearance,0.00,50.00,1,0,DFO,,RULE-TI-0493,Timber FireClearance threshold rule 493
494,98,2016-06-23,,Statewide,Range,Range,Land,OffenceCompounding,50.00,100.00,1,0,PCCF,,RULE-LA-0494,Land OffenceCompounding threshold rule 494
495,47,2018-07-21,,Circle-East,Range,HeadOffice,Transport,PermitIssue,50.00,1050.00,1,0,CF,,RULE-TR-0495,Transport PermitIssue threshold rule 495
496,76,2015-09-05,2017-09-05,Circle-North,Division,HeadOffice,Wildlife,BudgetSanction,100.00,600.00,1,1,DFO,,RULE-WI-0496,Wildlife BudgetSanction threshold rule 496
497,78,2019-04-16,,Circle-East,Division,HeadOffice,Transport,BudgetSanction,25.00,525.00,1,1,RO,,RULE-TR-0497,Transport BudgetSanction threshold rule 497
498,53,2015-03-10,,Circle-East,Beat,Beat,Land,PermitIssue,500.00,525.00,1,1,PCCF,FinanceOfficer,RULE-LA-0498,Land PermitIssue threshold rule 498
499,3,2022-07-31,2028-07-31,Circle-West,Beat,Division,Land,BudgetSanction,25.00,1025.00,0,0,FinanceOfficer,,RULE-LA-0499,Land BudgetSanction threshold rule 499
500,33,2017-04-11,,Circle-East,Division,HeadOffice,Transport,OffenceCompounding,50.00,100.00,1,0,APCCF,LegalOfficer,RULE-TR-0500,Transport OffenceCompounding threshold rule 500
501,79,2023-01-31,,Circle-South,Circle,HeadOffice,Fire,PermitIssue,500.00,550.00,0,0,FinanceOfficer,,RULE-FI-0501,Fire PermitIssue threshold rule 501
502,27,2020-08-17,2023-08-17,Circle-East,Division,Division,Timber,LandUseChange,50.00,1050.00,1,0,LegalOfficer,,RULE-TI-0502,Timber LandUseChange threshold rule 502
503,42,2024-09-05,,Circle-South,Division,HeadOffice,Wildlife,BudgetSanction,0.00,50.00,1,0,DFO,DFO,RULE-WI-0503,Wildlife BudgetSanction threshold rule 503
504,3,2024-01-31,,Circle-East,Range,Range,Timber,BudgetSanction,500.00,1500.00,1,1,CF,CF,RULE-TI-0504,Timber BudgetSanction threshold rule 504
505,58,2024-04-22,,Circle-East,Range,Range,Wildlife,OffenceCompounding,50.00,100.00,1,0,CF,LegalOfficer,RULE-WI-0505,Wildlife OffenceCompounding threshold rule 505
506,93,2022-08-17,2029-08-17,Circle-East,Range,Circle,Transport,PermitIssue,500.00,600.00,1,1,APCCF,,RULE-TR-0506,Transport PermitIssue threshold rule 506
507,56,2015-08-06,2018-08-06,Circle-South,Beat,Division,Timber,TransportPass,10.00,60.00,0,0,FinanceOfficer,LegalOfficer,RULE-TI-0507,Timber TransportPass threshold rule 507
508,67,2015-01-23,2020-01-23,Circle-North,Division,HeadOffice,Budget,BudgetSanction,0.00,100.00,1,0,CF,DFO,RULE-BU-0508,Budget BudgetSanction threshold rule 508
509,82,2022-03-11,,Circle-West,Division,HeadOffice,Fire,FireClearance,100.00,125.00,1,0,APCCF,,RULE-FI-0509,Fire FireClearance threshold rule 509
510,77,2018-07-25,,Circle-West,Division,Division,Fire,TransportPass,100.00,1100.00,1,1,LegalOfficer,,RULE-FI-0510,Fire TransportPass threshold rule 510
511,93,2021-05-28,2024-05-28,Circle-South,Division,Circle,Land,PermitIssue,0.00,1000.00,1,0,CF,DFO,RULE-LA-0511,Land PermitIssue threshold rule 511
512,6,2025-09-02,,Circle-South,Range,HeadOffice,Land,FireClearance,25.00,125.00,1,1,FinanceOfficer,DFO,RULE-LA-0512,Land FireClearance threshold rule 512
513,81,2021-03-01,,Circle-North,Beat,HeadOffice,Fire,PermitIssue,25.00,1025.00,1,0,LegalOfficer,DFO,RULE-FI-0513,Fire PermitIssue threshold rule 513
514,6,2016-08-24,,Statewide,Circle,HeadOffice,Wildlife,BudgetSanction,25.00,75.00,1,0,FinanceOfficer,CF,RULE-WI-0514,Wildlife BudgetSanction threshold rule 514
515,65,2017-06-15,2018-06-15,Statewide,Beat,Range,Wildlife,PermitIssue,10.00,110.00,1,1,LegalOfficer,,RULE-WI-0515,Wildlife PermitIssue threshold rule 515
516,33,2020-05-17,2022-05-17,Circle-North,Beat,Circle,Transport,BudgetSanction,25.00,1025.00,1,0,APCCF,,RULE-TR-0516,Transport BudgetSanction threshold rule 516
517,26,2022-12-23,,Circle-East,Range,Division,Wildlife,TransportPass,25.00,50.00,1,1,FinanceOfficer,DFO,RULE-WI-0517,Wildlife TransportPass threshold rule 517
518,35,2022-02-01,,Circle-North,Beat,Division,Transport,OffenceCompounding,50.00,150.00,1,0,FinanceOfficer,,RULE-TR-0518,Transport OffenceCompounding threshold rule 518
519,26,2022-07-12,,Circle-North,Range,HeadOffice,Wildlife,FireClearance,50.00,75.00,1,0,CF,FinanceOfficer,RULE-WI-0519,Wildlife FireClearance threshold rule 519
520,58,2020-06-08,,Statewide,Division,Circle,Timber,BudgetSanction,100.00,150.00,1,1,CF,,RULE-TI-0520,Timber BudgetSanction threshold rule 520
521,84,2023-10-23,2026-10-23,Circle-South,Circle,Circle,Wildlife,FireClearance,500.00,1000.00,1,0,DFO,,RULE-WI-0521,Wildlife FireClearance threshold rule 521
522,48,2015-10-14,,Circle-East,Range,Range,Budget,OffenceCompounding,0.00,100.00,1,1,LegalOfficer,,RULE-BU-0522,Budget OffenceCompounding threshold rule 522
523,74,2015-06-14,2020-06-14,Circle-North,Beat,Beat,Timber,FireClearance,50.00,75.00,1,0,PCCF,,RULE-TI-0523,Timber FireClearance threshold rule 523
524,35,2022-08-09,,Circle-North,Beat,Beat,Timber,LandUseChange,25.00,125.00,1,1,APCCF,APCCF,RULE-TI-0524,Timber LandUseChange threshold rule 524
525,6,2017-05-11,,Circle-West,Division,HeadOffice,Timber,LandUseChange,0.00,1000.00,0,1,FinanceOfficer,,RULE-TI-0525,Timber LandUseChange threshold rule 525
526,23,2019-02-03,,Circle-East,Range,HeadOffice,Transport,FireClearance,10.00,110.00,0,0,APCCF,,RULE-TR-0526,Transport FireClearance threshold rule 526
527,1,2022-03-27,,Circle-South,Circle,HeadOffice,Fire,LandUseChange,0.00,1000.00,1,1,DFO,,RULE-FI-0527,Fire LandUseChange threshold rule 527
528,1,2022-02-21,,Circle-South,Range,Circle,Land,BudgetSanction,10.00,110.00,1,0,DFO,DFO,RULE-LA-0528,Land BudgetSanction threshold rule 528
529,4,2020-04-13,2027-04-13,Circle-North,Beat,HeadOffice,Transport,PermitIssue,500.00,525.00,0,0,LegalOfficer,RO,RULE-TR-0529,Transport PermitIssue threshold rule 529
530,89,2017-04-20,,Circle-South,Range,Range,Transport,FireClearance,500.00,550.00,1,1,RO,,RULE-TR-0530,Transport FireClearance threshold rule 530
531,15,2019-03-17,,Statewide,Range,Division,Timber,OffenceCompounding,10.00,35.00,1,0,DFO,,RULE-TI-0531,Timber OffenceCompounding threshold rule 531
532,32,2020-12-21,,Circle-West,Beat,Circle,Budget,TransportPass,25.00,50.00,1,1,CF,APCCF,RULE-BU-0532,Budget TransportPass threshold rule 532
533,21,2019-12-04,,Circle-East,Division,Circle,Wildlife,PermitIssue,10.00,1010.00,1,1,LegalOfficer,FinanceOfficer,RULE-WI-0533,Wildlife PermitIssue threshold rule 533
534,71,2017-10-07,2024-10-07,Circle-West,Beat,Beat,Wildlife,OffenceCompounding,100.00,200.00,1,1,PCCF,DFO,RULE-WI-0534,Wildlife OffenceCompounding threshold rule 534
535,51,2022-10-15,2026-10-15,Statewide,Division,Division,Land,TransportPass,500.00,525.00,0,1,FinanceOfficer,,RULE-LA-0535,Land TransportPass threshold rule 535
536,37,2015-05-01,,Circle-South,Division,HeadOffice,Fire,LandUseChange,500.00,525.00,0,0,CF,,RULE-FI-0536,Fire LandUseChange threshold rule 536
537,100,2020-01-29,,Statewide,Range,Circle,Fire,PermitIssue,50.00,75.00,1,1,PCCF,DFO,RULE-FI-0537,Fire PermitIssue threshold rule 537
538,57,2017-09-04,2018-09-04,Circle-North,Beat,Division,Budget,OffenceCompounding,0.00,250.00,0,0,DFO,,RULE-BU-0538,Budget OffenceCompounding threshold rule 538
539,19,2016-11-02,2017-11-02,Circle-West,Beat,Division,Timber,OffenceCompounding,10.00,510.00,0,0,FinanceOfficer,,RULE-TI-0539,Timber OffenceCompounding threshold rule 539
540,16,2015-03-14,,Circle-North,Division,HeadOffice,Wildlife,OffenceCompounding,50.00,100.00,1,0,FinanceOfficer,,RULE-WI-0540,Wildlife OffenceCompounding threshold rule 540
541,45,2022-10-30,2026-10-30,Circle-East,Division,Circle,Fire,LandUseChange,10.00,60.00,1,0,FinanceOfficer,FinanceOfficer,RULE-FI-0541,Fire LandUseChange threshold rule 541
542,30,2015-12-07,,Circle-East,Division,Division,Transport,FireClearance,100.00,1100.00,0,0,CF,PCCF,RULE-TR-0542,Transport FireClearance threshold rule 542
543,35,2015-06-14,,Circle-South,Division,Circle,Fire,TransportPass,10.00,110.00,0,0,PCCF,APCCF,RULE-FI-0543,Fire TransportPass threshold rule 543
544,93,2024-07-07,,Circle-East,Range,Range,Fire,TransportPass,25.00,525.00,0,1,LegalOfficer,,RULE-FI-0544,Fire TransportPass threshold rule 544
545,47,2024-09-28,,Circle-South,Circle,Circle,Wildlife,TransportPass,10.00,510.00,0,0,RO,,RULE-WI-0545,Wildlife TransportPass threshold rule 545
546,72,2021-09-24,,Circle-West,Range,Division,Budget,TransportPass,50.00,550.00,0,0,PCCF,CF,RULE-BU-0546,Budget TransportPass threshold rule 546
547,6,2021-02-06,,Circle-South,Beat,Range,Timber,FireClearance,0.00,1000.00,1,1,APCCF,,RULE-TI-0547,Timber FireClearance threshold rule 547
548,2,2019-05-13,,Statewide,Division,Circle,Land,BudgetSanction,25.00,525.00,1,0,CF,,RULE-LA-0548,Land BudgetSanction threshold rule 548
549,9,2018-04-15,2025-04-15,Circle-East,Range,HeadOffice,Timber,BudgetSanction,10.00,35.00,1,0,APCCF,,RULE-TI-0549,Timber BudgetSanction threshold rule 549
550,76,2018-12-23,2023-12-23,Circle-East,Circle,HeadOffice,Budget,BudgetSanction,50.00,150.00,0,0,FinanceOfficer,PCCF,RULE-BU-0550,Budget BudgetSanction threshold rule 550
551,62,2016-07-24,,Circle-East,Range,Circle,Wildlife,OffenceCompounding,0.00,5000.00,0,0,LegalOfficer,APCCF,RULE-WI-0551,Wildlife OffenceCompounding threshold rule 551
552,9,2016-04-17,2019-04-17,Circle-West,Beat,HeadOffice,Land,OffenceCompounding,25.00,1025.00,1,0,RO,,RULE-LA-0552,Land OffenceCompounding threshold rule 552
553,96,2016-03-12,,Circle-North,Division,Division,Fire,FireClearance,100.00,125.00,1,0,APCCF,LegalOfficer,RULE-FI-0553,Fire FireClearance threshold rule 553
554,77,2019-02-13,2026-02-13,Circle-East,Range,HeadOffice,Timber,OffenceCompounding,50.00,150.00,1,1,LegalOfficer,,RULE-TI-0554,Timber OffenceCompounding threshold rule 554
555,67,2020-05-01,,Statewide,Division,Circle,Fire,BudgetSanction,500.00,600.00,0,1,PCCF,,RULE-FI-0555,Fire BudgetSanction threshold rule 555
556,26,2017-09-17,2019-09-17,Circle-South,Division,Circle,Budget,OffenceCompounding,100.00,125.00,1,1,FinanceOfficer,,RULE-BU-0556,Budget OffenceCompounding threshold rule 556
557,100,2018-03-26,,Circle-South,Beat,Circle,Timber,FireClearance,0.00,50.00,1,0,RO,,RULE-TI-0557,Timber FireClearance threshold rule 557
558,89,2024-11-08,,Circle-North,Circle,HeadOffice,Transport,LandUseChange,10.00,1010.00,1,0,CF,CF,RULE-TR-0558,Transport LandUseChange threshold rule 558
559,78,2020-04-16,,Circle-East,Division,HeadOffice,Wildlife,TransportPass,500.00,600.00,0,1,CF,LegalOfficer,RULE-WI-0559,Wildlife TransportPass threshold rule 559
560,8,2025-02-19,2030-02-19,Statewide,Range,Range,Wildlife,LandUseChange,10.00,510.00,1,1,LegalOfficer,,RULE-WI-0560,Wildlife LandUseChange threshold rule 560
561,36,2025-11-18,,Circle-North,Beat,Beat,Budget,LandUseChange,10.00,110.00,1,1,LegalOfficer,RO,RULE-BU-0561,Budget LandUseChange threshold rule 561
562,65,2016-11-20,,Statewide,Beat,Circle,Budget,TransportPass,25.00,525.00,1,0,CF,PCCF,RULE-BU-0562,Budget TransportPass threshold rule 562
563,85,2019-12-06,,Circle-East,Circle,HeadOffice,Transport,PermitIssue,500.00,1500.00,1,0,CF,,RULE-TR-0563,Transport PermitIssue threshold rule 563
564,3,2020-05-09,2026-05-09,Circle-South,Division,Division,Transport,BudgetSanction,50.00,1050.00,1,0,CF,,RULE-TR-0564,Transport BudgetSanction threshold rule 564
565,28,2019-04-07,,Circle-South,Circle,HeadOffice,Budget,TransportPass,50.00,550.00,1,0,PCCF,,RULE-BU-0565,Budget TransportPass threshold rule 565
566,72,2021-02-22,2025-02-22,Circle-East,Circle,Circle,Land,FireClearance,100.00,150.00,0,0,LegalOfficer,,RULE-LA-0566,Land FireClearance threshold rule 566
567,35,2018-03-07,2024-03-07,Circle-East,Division,HeadOffice,Fire,BudgetSanction,100.00,150.00,1,0,DFO,FinanceOfficer,RULE-FI-0567,Fire BudgetSanction threshold rule 567
568,81,2017-12-12,2022-12-12,Circle-West,Beat,Circle,Fire,LandUseChange,25.00,525.00,0,1,RO,LegalOfficer,RULE-FI-0568,Fire LandUseChange threshold rule 568
569,59,2021-02-16,2024-02-16,Circle-West,Division,HeadOffice,Fire,PermitIssue,100.00,150.00,0,1,LegalOfficer,PCCF,RULE-FI-0569,Fire PermitIssue threshold rule 569
570,35,2015-11-13,,Circle-East,Range,HeadOffice,Wildlife,BudgetSanction,25.00,525.00,1,0,PCCF,,RULE-WI-0570,Wildlife BudgetSanction threshold rule 570
571,16,2025-06-06,2028-06-06,Statewide,Division,Division,Budget,TransportPass,50.00,1050.00,0,1,APCCF,,RULE-BU-0571,Budget TransportPass threshold rule 571
572,32,2023-01-31,,Statewide,Beat,Circle,Wildlife,PermitIssue,50.00,550.00,1,0,APCCF,APCCF,RULE-WI-0572,Wildlife PermitIssue threshold rule 572
573,83,2018-09-18,,Statewide,Range,HeadOffice,Timber,PermitIssue,100.00,150.00,1,1,PCCF,,RULE-TI-0573,Timber PermitIssue threshold rule 573
574,27,2023-08-28,,Circle-South,Division,Division,Wildlife,LandUseChange,50.00,1050.00,1,0,APCCF,,RULE-WI-0574,Wildlife LandUseChange threshold rule 574
575,57,2017-11-26,2024-11-26,Statewide,Beat,Range,Budget,PermitIssue,0.00,100.00,1,0,APCCF,,RULE-BU-0575,Budget PermitIssue threshold rule 575
576,71,2022-07-01,2025-07-01,Circle-South,Range,Range,Fire,PermitIssue,10.00,1010.00,1,1,PCCF,,RULE-FI-0576,Fire PermitIssue threshold rule 576
577,32,2025-03-08,2031-03-08,Circle-South,Beat,Division,Timber,PermitIssue,50.00,150.00,1,1,DFO,DFO,RULE-TI-0577,Timber PermitIssue threshold rule 577
578,4,2025-02-18,2028-02-18,Circle-West,Circle,HeadOffice,Fire,FireClearance,100.00,600.00,1,0,CF,,RULE-FI-0578,Fire FireClearance threshold rule 578
579,72,2017-04-18,,Circle-West,Beat,HeadOffice,Transport,PermitIssue,0.00,50.00,1,0,APCCF,,RULE-TR-0579,Transport PermitIssue threshold rule 579
580,77,2025-01-17,,Circle-East,Circle,Circle,Fire,BudgetSanction,10.00,35.00,1,0,DFO,APCCF,RULE-FI-0580,Fire BudgetSanction threshold rule 580
581,33,2015-03-26,,Statewide,Range,Division,Budget,FireClearance,500.00,600.00,1,1,FinanceOfficer,,RULE-BU-0581,Budget FireClearance threshold rule 581
582,87,2022-03-12,,Circle-West,Beat,Division,Transport,OffenceCompounding,10.00,510.00,0,0,CF,,RULE-TR-0582,Transport OffenceCompounding threshold rule 582
583,9,2016-10-06,2017-10-06,Statewide,Range,Division,Timber,PermitIssue,10.00,60.00,0,0,RO,,RULE-TI-0583,Timber PermitIssue threshold rule 583
584,52,2019-02-13,,Statewide,Division,Circle,Wildlife,BudgetSanction,10.00,60.00,1,0,DFO,,RULE-WI-0584,Wildlife BudgetSanction threshold rule 584
585,78,2021-06-03,,Circle-South,Circle,HeadOffice,Timber,LandUseChange,100.00,600.00,0,0,FinanceOfficer,,RULE-TI-0585,Timber LandUseChange threshold rule 585
586,35,2024-08-19,,Circle-West,Beat,Beat,Timber,LandUseChange,0.00,5000.00,1,0,PCCF,,RULE-TI-0586,Timber LandUseChange threshold rule 586
587,36,2021-08-26,2027-08-26,Circle-North,Range,Range,Land,FireClearance,25.00,525.00,0,0,RO,,RULE-LA-0587,Land FireClearance threshold rule 587
588,22,2021-07-12,2027-07-12,Statewide,Beat,Circle,Timber,PermitIssue,50.00,100.00,0,0,LegalOfficer,,RULE-TI-0588,Timber PermitIssue threshold rule 588
589,39,2023-06-04,,Circle-West,Circle,HeadOffice,Fire,BudgetSanction,0.00,50.00,0,0,LegalOfficer,,RULE-FI-0589,Fire BudgetSanction threshold rule 589
590,65,2023-03-25,,Circle-North,Range,HeadOffice,Timber,TransportPass,50.00,150.00,0,1,DFO,FinanceOfficer,RULE-TI-0590,Timber TransportPass threshold rule 590
591,44,2022-10-04,,Circle-West,Division,HeadOffice,Land,FireClearance,50.00,1050.00,0,0,RO,,RULE-LA-0591,Land FireClearance threshold rule 591
592,4,2023-06-09,,Statewide,Circle,HeadOffice,Fire,OffenceCompounding,0.00,1000.00,1,0,CF,APCCF,RULE-FI-0592,Fire OffenceCompounding threshold rule 592
593,51,2019-05-04,2022-05-04,Circle-West,Circle,HeadOffice,Transport,LandUseChange,25.00,75.00,1,0,RO,,RULE-TR-0593,Transport LandUseChange threshold rule 593
594,87,2024-07-21,,Circle-West,Beat,Division,Wildlife,BudgetSanction,0.00,1000.00,0,0,LegalOfficer,,RULE-WI-0594,Wildlife BudgetSanction threshold rule 594
595,55,2021-05-10,2025-05-10,Circle-South,Beat,Beat,Wildlife,LandUseChange,100.00,600.00,1,0,FinanceOfficer,,RULE-WI-0595,Wildlife LandUseChange threshold rule 595
596,49,2021-10-04,2024-10-04,Circle-South,Range,Division,Wildlife,OffenceCompounding,50.00,75.00,0,0,APCCF,RO,RULE-WI-0596,Wildlife OffenceCompounding threshold rule 596
597,53,2017-12-14,2019-12-14,Circle-South,Range,Circle,Fire,PermitIssue,50.00,100.00,1,0,CF,,RULE-FI-0597,Fire PermitIssue threshold rule 597
598,60,2023-08-11,,Statewide,Circle,Circle,Wildlife,LandUseChange,0.00,100.00,0,0,LegalOfficer,,RULE-WI-0598,Wildlife LandUseChange threshold rule 598
599,33,2016-06-29,,Circle-South,Circle,Circle,Wildlife,PermitIssue,0.00,1000.00,1,0,FinanceOfficer,,RULE-WI-0599,Wildlife PermitIssue threshold rule 599
600,63,2017-02-10,2020-02-10,Circle-West,Division,Circle,Timber,LandUseChange,25.00,125.00,1,0,CF,,RULE-TI-0600,Timber LandUseChange threshold rule 600
601,94,2022-12-19,,Circle-South,Division,HeadOffice,Transport,OffenceCompounding,100.00,150.00,1,0,DFO,DFO,RULE-TR-0601,Transport OffenceCompounding threshold rule 601
602,70,2020-04-22,,Circle-West,Range,Range,Budget,PermitIssue,500.00,1500.00,1,0,DFO,,RULE-BU-0602,Budget PermitIssue threshold rule 602
603,80,2021-08-25,2026-08-25,Circle-West,Division,HeadOffice,Budget,FireClearance,10.00,110.00,0,0,APCCF,,RULE-BU-0603,Budget FireClearance threshold rule 603
604,41,2024-04-12,,Circle-North,Division,Circle,Land,FireClearance,100.00,200.00,1,0,RO,CF,RULE-LA-0604,Land FireClearance threshold rule 604
605,14,2025-01-30,,Circle-West,Range,Range,Transport,LandUseChange,0.00,50.00,1,0,RO,,RULE-TR-0605,Transport LandUseChange threshold rule 605
606,91,2022-10-30,,Circle-West,Range,Circle,Timber,TransportPass,0.00,1000.00,0,1,LegalOfficer,,RULE-TI-0606,Timber TransportPass threshold rule 606
607,11,2021-01-23,,Circle-South,Range,Range,Budget,OffenceCompounding,500.00,1000.00,0,0,FinanceOfficer,RO,RULE-BU-0607,Budget OffenceCompounding threshold rule 607
608,8,2024-12-12,2028-12-12,Circle-West,Division,Division,Transport,TransportPass,10.00,1010.00,1,0,APCCF,FinanceOfficer,RULE-TR-0608,Transport TransportPass threshold rule 608
609,51,2018-04-02,,Circle-South,Circle,HeadOffice,Land,PermitIssue,100.00,600.00,1,0,DFO,LegalOfficer,RULE-LA-0609,Land PermitIssue threshold rule 609
610,6,2023-10-05,,Circle-South,Division,Circle,Fire,FireClearance,500.00,550.00,1,0,LegalOfficer,,RULE-FI-0610,Fire FireClearance threshold rule 610
611,6,2020-03-21,,Circle-East,Beat,Division,Transport,BudgetSanction,50.00,150.00,1,0,FinanceOfficer,RO,RULE-TR-0611,Transport BudgetSanction threshold rule 611
612,20,2017-12-11,2021-12-11,Circle-West,Division,Circle,Fire,PermitIssue,50.00,150.00,1,1,APCCF,,RULE-FI-0612,Fire PermitIssue threshold rule 612
613,63,2020-10-07,,Statewide,Beat,Beat,Transport,OffenceCompounding,25.00,125.00,1,0,LegalOfficer,,RULE-TR-0613,Transport OffenceCompounding threshold rule 613
614,76,2016-05-09,,Circle-West,Range,Division,Land,PermitIssue,25.00,1025.00,0,0,APCCF,RO,RULE-LA-0614,Land PermitIssue threshold rule 614
615,82,2021-01-16,2025-01-16,Circle-North,Range,Division,Land,TransportPass,500.00,550.00,1,0,CF,FinanceOfficer,RULE-LA-0615,Land TransportPass threshold rule 615
616,35,2016-02-21,,Circle-West,Circle,Circle,Budget,BudgetSanction,25.00,50.00,1,0,APCCF,,RULE-BU-0616,Budget BudgetSanction threshold rule 616
617,56,2015-02-10,,Statewide,Beat,Range,Fire,LandUseChange,500.00,1500.00,1,0,CF,,RULE-FI-0617,Fire LandUseChange threshold rule 617
618,24,2023-10-21,2028-10-21,Circle-South,Range,Circle,Wildlife,LandUseChange,0.00,5000.00,1,0,PCCF,,RULE-WI-0618,Wildlife LandUseChange threshold rule 618
619,33,2016-10-14,,Circle-North,Division,Circle,Budget,BudgetSanction,10.00,110.00,0,0,DFO,,RULE-BU-0619,Budget BudgetSanction threshold rule 619
620,35,2024-12-20,,Circle-South,Division,HeadOffice,Timber,BudgetSanction,100.00,200.00,0,0,CF,PCCF,RULE-TI-0620,Timber BudgetSanction threshold rule 620
621,21,2019-01-10,,Circle-South,Division,HeadOffice,Timber,OffenceCompounding,500.00,1500.00,0,0,LegalOfficer,RO,RULE-TI-0621,Timber OffenceCompounding threshold rule 621
622,35,2016-05-04,,Circle-North,Circle,Circle,Transport,PermitIssue,10.00,35.00,1,0,CF,RO,RULE-TR-0622,Transport PermitIssue threshold rule 622
623,9,2022-01-28,,Circle-North,Range,Division,Land,FireClearance,50.00,550.00,1,0,DFO,PCCF,RULE-LA-0623,Land FireClearance threshold rule 623
624,67,2021-08-16,,Circle-East,Circle,HeadOffice,Wildlife,TransportPass,25.00,1025.00,1,1,APCCF,,RULE-WI-0624,Wildlife TransportPass threshold rule 624
625,24,2022-01-15,2028-01-15,Circle-East,Division,Circle,Budget,TransportPass,10.00,110.00,0,0,CF,,RULE-BU-0625,Budget TransportPass threshold rule 625
626,89,2025-02-09,2031-02-09,Circle-East,Circle,HeadOffice,Budget,PermitIssue,25.00,75.00,1,1,DFO,,RULE-BU-0626,Budget PermitIssue threshold rule 626
627,43,2022-09-21,,Circle-South,Range,Circle,Wildlife,PermitIssue,100.00,600.00,1,0,RO,DFO,RULE-WI-0627,Wildlife PermitIssue threshold rule 627
628,50,2024-04-01,,Circle-West,Circle,HeadOffice,Wildlife,OffenceCompounding,25.00,75.00,0,0,DFO,RO,RULE-WI-0628,Wildlife OffenceCompounding threshold rule 628
629,19,2015-06-26,,Statewide,Range,HeadOffice,Transport,PermitIssue,0.00,250.00,0,1,CF,,RULE-TR-0629,Transport PermitIssue threshold rule 629
630,75,2017-03-16,,Statewide,Range,Division,Wildlife,TransportPass,10.00,35.00,0,0,PCCF,,RULE-WI-0630,Wildlife TransportPass threshold rule 630
631,97,2018-06-04,2022-06-04,Circle-North,Range,Range,Wildlife,TransportPass,25.00,125.00,1,0,FinanceOfficer,,RULE-WI-0631,Wildlife TransportPass threshold rule 631
632,61,2024-10-12,,Circle-West,Circle,HeadOffice,Timber,LandUseChange,25.00,1025.00,1,0,CF,,RULE-TI-0632,Timber LandUseChange threshold rule 632
633,65,2023-06-11,,Statewide,Circle,HeadOffice,Fire,FireClearance,10.00,60.00,0,0,PCCF,,RULE-FI-0633,Fire FireClearance threshold rule 633
634,25,2018-07-04,2025-07-04,Circle-South,Range,Circle,Wildlife,OffenceCompounding,100.00,1100.00,1,0,PCCF,,RULE-WI-0634,Wildlife OffenceCompounding threshold rule 634
635,98,2018-11-21,2020-11-21,Circle-North,Range,Circle,Wildlife,TransportPass,10.00,510.00,1,0,PCCF,DFO,RULE-WI-0635,Wildlife TransportPass threshold rule 635
