heap_index,case_id,species,condition,triage_level,age_years,temperature_c,resp_rate_min,heart_rate_bpm,trauma_severity_0_3,infectious_suspect,pregnant,priority_score
705,ANM_0705,PEAFOWL,TRAUMA,GREEN_STANDARD,7.6,37.9,47,148,2,NO,YES,35.0
706,ANM_0176,CHITAL,FEVER,GREEN_STANDARD,8.6,40.6,60,104,2,NO,YES,45.0
707,ANM_0353,PEAFOWL,OBSTETRIC,YELLOW_URGENT,11.6,36.5,26,85,2,NO,NO,41.0
708,ANM_0708,TIGER,FEVER,YELLOW_URGENT,4.8,38.9,71,185,0,NO,NO,28.0
709,ANM_0354,BLACKBUCK,FEVER,YELLOW_URGENT,5.9,39.0,22,104,2,NO,NO,36.0
710,ANM_0710,ELEPHANT,OBSTETRIC,ORANGE_VERY_URGENT,3.3,37.5,56,162,1,NO,NO,52.0
711,ANM_0355,WILD_BOAR,TRAUMA,YELLOW_URGENT,10.6,39.5,23,181,2,NO,YES,46.0
712,ANM_0712,CHITAL,OBSTETRIC,GREEN_STANDARD,5.3,38.7,32,166,3,NO,NO,29.0
713,ANM_0713,OTTER,RESPIRATORY,GREEN_STANDARD,7.6,38.6,31,187,1,NO,NO,13.0
714,ANM_0714,LANGUR,FEVER,GREEN_STANDARD,6.5,39.1,69,171,0,NO,NO,13.0
715,ANM_0011,MACAQUE,TRAUMA,GREEN_STANDARD,10.4,36.8,30,168,0,NO,NO,10.0
716,ANM_0358,NILGAI,TRAUMA,YELLOW_URGENT,2.1,37.6,52,163,1,NO,NO,32.0
717,ANM_0717,TIGER,RESPIRATORY,GREEN_STANDARD,3.9,38.4,47,168,0,YES,NO,21.0
718,ANM_0359,PEAFOWL,TRAUMA,ORANGE_VERY_URGENT,10.5,37.0,23,123,0,NO,NO,45.0
719,ANM_0719,ELEPHANT,FEVER,YELLOW_URGENT,10.4,40.5,46,153,0,NO,NO,34.0
720,ANM_0180,OTTER,NEURO,YELLOW_URGENT,9.3,36.6,52,74,0,NO,NO,29.0
721,ANM_0721,HORNBILL,TRAUMA,GREEN_STANDARD,3.9,40.2,67,159,1,NO,NO,31.0
722,ANM_0361,LANGUR,RESPIRATORY,GREEN_STANDARD,5.8,38.8,42,101,2,NO,NO,25.0
723,ANM_0090,CROCODILE,NEURO,GREEN_STANDARD,10.4,37.4,70,166,2,NO,NO,34.0
724,ANM_0181,SLOTH_BEAR,FEVER,GREEN_STANDARD,2.9,40.7,53,132,0,NO,NO,19.0
725,ANM_0362,CHITAL,TRAUMA,YELLOW_URGENT,2.1,38.9,33,116,1,NO,NO,28.0
726,ANM_0726,CHITAL,TRAUMA,GREEN_STANDARD,9.1,37.5,75,101,3,NO,NO,37.0
727,ANM_0727,BLACKBUCK,TRAUMA,ORANGE_VERY_URGENT,1.1,39.9,51,180,3,NO,NO,73.0
728,ANM_0728,BLACKBUCK,TRAUMA,GREEN_STANDARD,8.4,38.5,42,167,2,NO,YES,35.0
729,ANM_0729,LEOPARD,NEURO,YELLOW_URGENT,7.6,40.0,28,60,3,YES,NO,61.0
730,ANM_0365,LANGUR,FEVER,ORANGE_VERY_URGENT,3.8,38.6,59,161,0,YES,NO,56.0
731,ANM_0731,MACAQUE,NEURO,ORANGE_VERY_URGENT,2.2,39.0,40,132,1,YES,NO,60.0
732,ANM_0732,WILD_BOAR,GI,GREEN_STANDARD,10.6,37.1,80,65,1,NO,NO,26.0
733,ANM_0366,NILGAI,OBSTETRIC,YELLOW_URGENT,7.4,37.5,26,183,0,NO,NO,20.0
734,ANM_0091,TIGER,FEVER,GREEN_STANDARD,10.1,38.9,62,185,1,NO,NO,21.0
735,ANM_0183,HORNBILL,FEVER,GREEN_STANDARD,6.9,40.1,21,80,0,NO,NO,15.0
736,ANM_0046,MACAQUE,NEURO,ORANGE_VERY_URGENT,1.2,38.6,60,145,0,NO,NO,44.0
737,ANM_0368,LEOPARD,OBSTETRIC,YELLOW_URGENT,4.0,36.7,21,187,2,NO,NO,41.0
738,ANM_0184,SAMBAR_DEER,NEURO,ORANGE_VERY_URGENT,7.0,39.1,21,187,2,NO,NO,56.0
739,ANM_0739,HORNBILL,NEURO,GREEN_STANDARD,0.7,37.3,59,157,2,NO,NO,30.0
740,ANM_0185,HYENA,NEURO,YELLOW_URGENT,5.6,39.4,30,172,3,NO,NO,44.0
741,ANM_0092,BARASINGHA,OBSTETRIC,GREEN_STANDARD,4.7,40.7,75,108,1,NO,NO,31.0
742,ANM_0371,SAMBAR_DEER,NEURO,GREEN_STANDARD,9.2,36.9,63,145,0,YES,NO,30.0
743,ANM_0743,GAUR,OBSTETRIC,GREEN_STANDARD,8.0,40.0,23,108,1,YES,NO,30.0
744,ANM_0372,CHITAL,GI,GREEN_STANDARD,4.1,37.3,38,178,0,NO,NO,10.0
745,ANM_0745,OTTER,GI,YELLOW_URGENT,1.5,39.6,29,91,2,YES,NO,53.0
746,ANM_0746,SLOTH_BEAR,RESPIRATORY,GREEN_STANDARD,9.9,38.8,62,114,0,NO,NO,13.0
747,ANM_0373,PEAFOWL,OBSTETRIC,GREEN_STANDARD,1.0,40.4,52,90,3,NO,NO,43.0
748,ANM_0748,WILD_BOAR,FEVER,YELLOW_URGENT,11.4,40.2,29,67,0,NO,NO,30.0
749,ANM_0374,GAUR,RESPIRATORY,GREEN_STANDARD,4.2,40.9,77,177,1,NO,NO,31.0
750,ANM_0750,PEAFOWL,RESPIRATORY,ORANGE_VERY_URGENT,0.8,39.2,40,74,0,NO,NO,40.0
751,ANM_0751,ELEPHANT,GI,ORANGE_VERY_URGENT,3.0,39.9,45,82,0,NO,NO,49.0
752,ANM_0376,SLOTH_BEAR,OBSTETRIC,GREEN_STANDARD,6.0,39.8,25,93,3,NO,NO,34.0
753,ANM_0753,HORNBILL,RESPIRATORY,YELLOW_URGENT,1.3,37.8,32,185,3,NO,NO,44.0
754,ANM_0001,RHINO,TRAUMA,GREEN_STANDARD,3.1,36.7,26,199,0,NO,YES,20.0
755,ANM_0755,CROCODILE,FEVER,GREEN_STANDARD,8.2,39.2,65,99,3,NO,NO,37.0
756,ANM_0756,ELEPHANT,FEVER,YELLOW_URGENT,1.1,40.0,39,98,1,NO,NO,33.0
757,ANM_0757,HYENA,OBSTETRIC,YELLOW_URGENT,6.9,38.8,78,71,0,NO,NO,28.0
758,ANM_0758,LANGUR,NEURO,GREEN_STANDARD,9.8,37.8,57,80,0,YES,NO,21.0
759,ANM_0759,SLOTH_BEAR,RESPIRATORY,GREEN_STANDARD,0.7,38.1,65,136,2,NO,NO,29.0
760,ANM_0380,GAUR,FEVER,GREEN_STANDARD,6.0,39.8,30,163,0,YES,NO,22.0
761,ANM_0761,HORNBILL,FEVER,GREEN_STANDARD,1.5,38.7,20,161,0,YES,NO,17.0
762,ANM_0381,GAUR,RESPIRATORY,GREEN_STANDARD,7.2,36.8,43,69,3,NO,NO,38.0
763,ANM_0095,GAUR,TRAUMA,YELLOW_URGENT,11.6,37.7,64,161,0,NO,NO,28.0
764,ANM_0764,TIGER,NEURO,GREEN_STANDARD,10.3,37.0,61,97,1,NO,NO,26.0
765,ANM_0191,BLACKBUCK,RESPIRATORY,GREEN_STANDARD,8.8,39.8,43,71,3,YES,NO,50.0
766,ANM_0383,WILD_BOAR,TRAUMA,YELLOW_URGENT,5.8,36.8,64,62,2,NO,YES,59.0
767,ANM_0767,BLACKBUCK,GI,GREEN_STANDARD,8.9,39.0,55,134,0,NO,NO,9.0
768,ANM_0096,OTTER,GI,GREEN_STANDARD,7.6,40.4,51,198,0,NO,NO,19.0
769,ANM_0384,CROCODILE,FEVER,YELLOW_URGENT,8.5,38.1,77,86,0,NO,NO,28.0
770,ANM_0385,MACAQUE,RESPIRATORY,YELLOW_URGENT,9.4,40.2,32,151,3,NO,YES,64.0
771,ANM_0771,BARASINGHA,OBSTETRIC,GREEN_STANDARD,8.6,38.3,76,135,3,NO,NO,37.0
772,ANM_0772,NILGAI,GI,GREEN_STANDARD,10.2,39.1,38,82,3,YES,NO,41.0
773,ANM_0386,MACAQUE,RESPIRATORY,YELLOW_URGENT,5.9,37.2,20,82,0,NO,NO,25.0
774,ANM_0774,NILGAI,FEVER,YELLOW_URGENT,2.1,40.1,77,188,0,NO,NO,38.0
775,ANM_0387,GAUR,TRAUMA,GREEN_STANDARD,1.1,39.6,77,125,1,NO,NO,26.0
776,ANM_0776,GAUR,NEURO,GREEN_STANDARD,7.3,36.5,23,172,3,NO,NO,34.0
777,ANM_0777,RHINO,OBSTETRIC,YELLOW_URGENT,10.3,36.5,55,70,0,YES,YES,51.0
778,ANM_0389,RHINO,TRAUMA,GREEN_STANDARD,10.7,36.0,28,103,2,NO,NO,31.0
779,ANM_0779,GAUR,TRAUMA,GREEN_STANDARD,5.4,38.1,69,61,1,NO,NO,21.0
780,ANM_0195,SLOTH_BEAR,GI,GREEN_STANDARD,8.9,37.5,41,189,3,NO,NO,33.0
781,ANM_0048,WILD_DOG,NEURO,YELLOW_URGENT,6.0,37.2,61,61,0,NO,NO,33.0
782,ANM_0782,TIGER,NEURO,GREEN_STANDARD,11.3,36.4,40,162,1,NO,NO,23.0
783,ANM_0783,LEOPARD,NEURO,GREEN_STANDARD,2.0,38.9,60,193,2,NO,NO,25.0
784,ANM_0784,OTTER,FEVER,GREEN_STANDARD,3.9,37.7,72,131,1,NO,NO,21.0
785,ANM_0392,SLOTH_BEAR,TRAUMA,YELLOW_URGENT,7.2,40.0,63,172,1,NO,NO,41.0
786,ANM_0098,TIGER,TRAUMA,ORANGE_VERY_URGENT,0.9,37.8,47,97,1,NO,NO,52.0
787,ANM_0393,HORNBILL,TRAUMA,GREEN_STANDARD,10.6,39.6,77,93,3,NO,YES,52.0
788,ANM_0024,WILD_DOG,GI,GREEN_STANDARD,2.1,36.0,44,127,3,NO,NO,43.0
789,ANM_0789,RHINO,GI,ORANGE_VERY_URGENT,8.9,38.3,35,196,1,NO,NO,48.0
790,ANM_0790,PEAFOWL,NEURO,ORANGE_VERY_URGENT,4.7,39.7,26,143,1,NO,NO,53.0
791,ANM_0791,RHINO,RESPIRATORY,GREEN_STANDARD,10.0,36.4,23,168,1,NO,NO,23.0
792,ANM_0396,WILD_BOAR,RESPIRATORY,GREEN_STANDARD,6.8,40.9,23,62,1,NO,NO,23.0
793,ANM_0793,MACAQUE,NEURO,GREEN_STANDARD,9.9,36.7,28,184,3,YES,NO,46.0
794,ANM_0794,CROCODILE,TRAUMA,YELLOW_URGENT,5.6,36.2,30,154,0,NO,NO,30.0
795,ANM_0795,RHINO,FEVER,YELLOW_URGENT,0.7,36.8,43,138,2,NO,NO,45.0
796,ANM_0796,GAUR,RESPIRATORY,GREEN_STANDARD,5.2,40.7,39,132,1,YES,NO,35.0
797,ANM_0199,MACAQUE,NEURO,GREEN_STANDARD,8.5,38.6,55,143,3,NO,NO,33.0
798,ANM_0399,TIGER,TRAUMA,YELLOW_URGENT,0.6,38.7,72,83,2,NO,NO,44.0
799,ANM_0799,BARASINGHA,TRAUMA,GREEN_STANDARD,8.0,38.0,34,161,2,NO,NO,21.0
800,ANM_0400,LANGUR,FEVER,YELLOW_URGENT,0.8,37.1,49,144,3,NO,NO,53.0
801,ANM_0801,HORNBILL,OBSTETRIC,YELLOW_URGENT,0.8,38.9,32,181,0,YES,NO,32.0
802,ANM_0050,HORNBILL,FEVER,GREEN_STANDARD,10.7,39.1,66,189,3,NO,NO,37.0
803,ANM_0200,SLOTH_BEAR,GI,GREEN_STANDARD,4.2,37.8,69,127,3,YES,NO,49.0
804,ANM_0025,OTTER,NEURO,GREEN_STANDARD,2.0,37.5,23,198,0,NO,YES,15.0
805,ANM_0805,CHITAL,GI,YELLOW_URGENT,0.9,40.8,31,66,0,NO,YES,40.0
806,ANM_0403,WILD_BOAR,RESPIRATORY,YELLOW_URGENT,9.4,39.6,26,166,0,NO,NO,25.0
807,ANM_0807,PEAFOWL,RESPIRATORY,YELLOW_URGENT,9.1,37.9,27,128,0,NO,NO,20.0
808,ANM_0404,PEAFOWL,TRAUMA,GREEN_STANDARD,5.5,39.3,52,94,3,YES,NO,45.0
809,ANM_0809,GAUR,FEVER,YELLOW_URGENT,5.5,40.2,52,112,1,NO,NO,42.0
810,ANM_0810,HYENA,OBSTETRIC,GREEN_STANDARD,11.5,38.8,22,60,3,NO,NO,29.0
811,ANM_0405,OTTER,GI,GREEN_STANDARD,5.9,38.5,78,105,1,NO,YES,31.0
812,ANM_0203,ELEPHANT,FEVER,GREEN_STANDARD,7.9,39.7,33,111,2,NO,NO,26.0
813,ANM_0813,OTTER,FEVER,GREEN_STANDARD,2.7,38.5,71,141,2,NO,NO,29.0
814,ANM_0407,CHITAL,GI,GREEN_STANDARD,1.8,39.0,76,191,2,NO,NO,29.0
815,ANM_0101,LANGUR,FEVER,GREEN_STANDARD,3.7,40.8,64,124,3,NO,NO,47.0
816,ANM_0408,BARASINGHA,NEURO,GREEN_STANDARD,6.7,37.1,33,134,2,NO,YES,36.0
817,ANM_0204,GAUR,TRAUMA,YELLOW_URGENT,7.1,37.2,62,195,1,NO,YES,51.0
818,ANM_0818,TIGER,RESPIRATORY,GREEN_STANDARD,9.1,39.4,65,151,1,YES,NO,33.0
819,ANM_0102,WILD_BOAR,GI,ORANGE_VERY_URGENT,4.7,37.8,38,135,0,NO,NO,40.0
820,ANM_0410,BLACKBUCK,NEURO,GREEN_STANDARD,10.1,37.4,74,168,0,NO,YES,28.0
821,ANM_0205,BLACKBUCK,FEVER,GREEN_STANDARD,1.4,39.9,20,200,1,NO,NO,18.0
822,ANM_0822,HYENA,OBSTETRIC,GREEN_STANDARD,3.4,40.2,21,196,2,NO,NO,31.0
823,ANM_0051,SLOTH_BEAR,NEURO,GREEN_STANDARD,5.5,39.8,73,130,3,NO,NO,42.0
824,ANM_0824,RHINO,NEURO,YELLOW_URGENT,6.0,38.6,22,117,0,NO,NO,20.0
825,ANM_0206,MACAQUE,GI,YELLOW_URGENT,9.1,37.4,38,75,0,NO,NO,25.0
826,ANM_0413,CHITAL,NEURO,YELLOW_URGENT,11.1,37.9,70,140,0,YES,NO,40.0
827,ANM_0827,PEAFOWL,NEURO,GREEN_STANDARD,10.1,37.2,50,121,2,NO,NO,30.0
828,ANM_0414,HORNBILL,GI,GREEN_STANDARD,11.0,39.5,61,154,1,NO,NO,21.0
829,ANM_0829,LEOPARD,TRAUMA,YELLOW_URGENT,10.7,39.5,70,92,0,NO,NO,28.0
830,ANM_0830,CHITAL,OBSTETRIC,YELLOW_URGENT,1.0,39.4,55,73,2,NO,NO,40.0
831,ANM_0415,CHITAL,GI,ORANGE_VERY_URGENT,8.3,36.9,31,191,0,NO,NO,45.0
832,ANM_0832,HORNBILL,OBSTETRIC,ORANGE_VERY_URGENT,7.9,39.4,21,176,2,NO,YES,66.0
833,ANM_0833,TIGER,OBSTETRIC,GREEN_STANDARD,7.2,40.2,77,92,2,NO,NO,39.0
834,ANM_0417,HORNBILL,TRAUMA,GREEN_STANDARD,7.6,40.2,39,185,2,YES,NO,43.0
835,ANM_0104,NILGAI,RESPIRATORY,YELLOW_URGENT,7.5,39.4,66,95,0,NO,NO,28.0
836,ANM_0836,CROCODILE,OBSTETRIC,YELLOW_URGENT,1.9,37.2,72,73,3,NO,NO,57.0
837,ANM_0418,CROCODILE,RESPIRATORY,GREEN_STANDARD,6.3,39.9,30,166,3,YES,NO,46.0
838,ANM_0838,SLOTH_BEAR,TRAUMA,YELLOW_URGENT,9.5,36.2,34,60,1,NO,NO,38.0
839,ANM_0209,MACAQUE,RESPIRATORY,GREEN_STANDARD,5.7,37.0,27,144,1,NO,NO,18.0
840,ANM_0210,SLOTH_BEAR,TRAUMA,GREEN_STANDARD,9.5,38.8,68,109,1,NO,NO,21.0
841,ANM_0841,NILGAI,TRAUMA,GREEN_STANDARD,2.5,37.4,34,127,1,NO,NO,18.0
842,ANM_0003,TIGER,RESPIRATORY,YELLOW_URGENT,4.2,36.8,68,146,0,YES,YES,55.0
843,ANM_0052,ELEPHANT,NEURO,ORANGE_VERY_URGENT,3.4,37.6,54,80,1,YES,NO,64.0
844,ANM_0844,GAUR,RESPIRATORY,GREEN_STANDARD,2.5,37.9,43,141,3,NO,NO,33.0
845,ANM_0422,WILD_DOG,FEVER,YELLOW_URGENT,11.4,36.8,69,197,0,NO,NO,33.0
846,ANM_0846,GAUR,OBSTETRIC,GREEN_STANDARD,10.7,37.0,25,180,0,YES,NO,22.0
847,ANM_0423,WILD_DOG,NEURO,YELLOW_URGENT,1.4,38.7,64,171,0,NO,NO,28.0
848,ANM_0848,SAMBAR_DEER,OBSTETRIC,YELLOW_URGENT,11.1,38.9,22,113,1,NO,NO,28.0
849,ANM_0424,LANGUR,NEURO,ORANGE_VERY_URGENT,1.2,36.3,70,124,0,NO,NO,58.0
850,ANM_0425,SAMBAR_DEER,GI,YELLOW_URGENT,7.6,38.2,21,159,0,NO,NO,20.0
851,ANM_0851,BLACKBUCK,FEVER,GREEN_STANDARD,3.9,37.9,31,173,1,NO,YES,23.0
852,ANM_0852,ELEPHANT,FEVER,GREEN_STANDARD,6.3,39.2,70,130,1,YES,YES,43.0
853,ANM_0426,HORNBILL,TRAUMA,GREEN_STANDARD,7.1,39.5,24,151,0,NO,NO,5.0
854,ANM_0213,LEOPARD,NEURO,ORANGE_VERY_URGENT,3.8,38.0,52,139,0,NO,NO,44.0
855,ANM_0106,GAUR,OBSTETRIC,GREEN_STANDARD,4.5,38.5,37,102,2,NO,NO,21.0
856,ANM_0428,WILD_BOAR,OBSTETRIC,ORANGE_VERY_URGENT,7.7,37.5,76,155,0,NO,NO,48.0
857,ANM_0857,WILD_DOG,GI,GREEN_STANDARD,8.4,37.0,48,67,2,YES,NO,42.0
858,ANM_0107,CHITAL,NEURO,GREEN_STANDARD,9.7,38.3,24,96,1,NO,NO,13.0
859,ANM_0026,PEAFOWL,GI,YELLOW_URGENT,10.3,36.8,52,80,1,YES,YES,59.0
860,ANM_0860,PEAFOWL,NEURO,GREEN_STANDARD,11.0,38.9,45,157,1,NO,YES,27.0
861,ANM_0430,NILGAI,RESPIRATORY,YELLOW_URGENT,7.8,38.6,30,107,1,NO,NO,28.0
862,ANM_0862,SLOTH_BEAR,TRAUMA,GREEN_STANDARD,7.3,36.1,32,77,3,NO,NO,39.0
863,ANM_0215,OTTER,NEURO,GREEN_STANDARD,9.2,39.4,58,80,3,NO,NO,33.0
864,ANM_0864,OTTER,GI,YELLOW_URGENT,1.0,40.8,75,112,1,NO,NO,46.0
865,ANM_0865,MACAQUE,RESPIRATORY,YELLOW_URGENT,11.3,38.9,52,177,2,YES,NO,52.0
866,ANM_0866,LANGUR,TRAUMA,GREEN_STANDARD,7.3,37.2,41,185,3,NO,YES,48.0
867,ANM_0867,ELEPHANT,FEVER,YELLOW_URGENT,11.0,37.7,73,136,3,NO,NO,52.0
868,ANM_0217,LANGUR,TRAUMA,YELLOW_URGENT,8.7,38.4,77,190,3,NO,NO,52.0
869,ANM_0869,LEOPARD,RESPIRATORY,GREEN_STANDARD,2.1,40.4,54,134,0,NO,NO,19.0
870,ANM_0870,WILD_DOG,GI,YELLOW_URGENT,9.2,36.6,43,79,0,NO,NO,29.0
871,ANM_0435,BARASINGHA,GI,YELLOW_URGENT,4.4,37.5,55,87,1,NO,YES,42.0
872,ANM_0436,SAMBAR_DEER,RESPIRATORY,GREEN_STANDARD,2.5,39.7,60,79,0,NO,NO,14.0
873,ANM_0218,CROCODILE,GI,YELLOW_URGENT,0.9,38.3,71,138,0,NO,NO,28.0
874,ANM_0874,RHINO,RESPIRATORY,ORANGE_VERY_URGENT,6.5,38.0,24,62,2,YES,NO,68.0
875,ANM_0437,TIGER,OBSTETRIC,YELLOW_URGENT,9.3,37.1,22,126,3,NO,YES,59.0
876,ANM_0219,WILD_DOG,OBSTETRIC,RED_IMMEDIATE,5.2,39.5,54,75,0,NO,NO,64.0
877,ANM_0438,WILD_BOAR,RESPIRATORY,GREEN_STANDARD,7.2,40.3,28,178,0,NO,NO,15.0
878,ANM_0027,HYENA,GI,ORANGE_VERY_URGENT,10.7,37.2,58,70,0,NO,NO,49.0
879,ANM_0439,HYENA,OBSTETRIC,YELLOW_URGENT,9.1,36.7,30,105,1,NO,NO,33.0
880,ANM_0440,NILGAI,TRAUMA,ORANGE_VERY_URGENT,6.0,36.3,43,119,0,NO,NO,54.0
881,ANM_0881,CHITAL,OBSTETRIC,YELLOW_URGENT,11.9,39.6,70,103,2,NO,NO,49.0
882,ANM_0441,NILGAI,GI,YELLOW_URGENT,5.6,36.2,61,142,0,NO,NO,38.0
883,ANM_0883,PEAFOWL,GI,YELLOW_URGENT,7.8,37.2,57,63,1,YES,NO,49.0
884,ANM_0884,RHINO,FEVER,ORANGE_VERY_URGENT,5.3,37.2,25,75,1,NO,NO,53.0
885,ANM_0110,OTTER,FEVER,GREEN_STANDARD,2.8,36.3,72,178,2,NO,YES,49.0
886,ANM_0886,LEOPARD,OBSTETRIC,GREEN_STANDARD,5.1,40.1,68,66,1,NO,NO,31.0
887,ANM_0887,HYENA,RESPIRATORY,YELLOW_URGENT,10.9,39.3,35,116,3,NO,NO,44.0
888,ANM_0888,TIGER,TRAUMA,GREEN_STANDARD,1.0,37.0,60,96,1,YES,NO,34.0
889,ANM_0222,CROCODILE,RESPIRATORY,GREEN_STANDARD,2.8,36.0,21,136,3,NO,NO,39.0
890,ANM_0890,HYENA,FEVER,ORANGE_VERY_URGENT,5.5,39.2,37,183,0,NO,NO,40.0
891,ANM_0445,NILGAI,OBSTETRIC,GREEN_STANDARD,1.6,37.2,71,144,0,NO,NO,18.0
892,ANM_0055,BLACKBUCK,OBSTETRIC,GREEN_STANDARD,6.6,39.0,34,184,1,NO,NO,13.0
893,ANM_0893,OTTER,OBSTETRIC,YELLOW_URGENT,4.1,39.6,32,99,1,YES,NO,45.0
894,ANM_0223,OTTER,GI,GREEN_STANDARD,3.1,37.7,37,108,0,YES,NO,17.0
895,ANM_0895,PEAFOWL,TRAUMA,YELLOW_URGENT,0.7,40.6,44,101,1,NO,NO,42.0
896,ANM_0896,NILGAI,OBSTETRIC,GREEN_STANDARD,7.7,37.8,23,158,3,NO,NO,29.0
897,ANM_0448,HORNBILL,GI,GREEN_STANDARD,2.2,40.2,58,96,1,NO,NO,27.0
898,ANM_0898,GAUR,FEVER,ORANGE_VERY_URGENT,7.0,39.3,30,63,0,NO,NO,40.0
899,ANM_0224,HORNBILL,TRAUMA,ORANGE_VERY_URGENT,1.0,39.0,48,72,1,NO,NO,52.0
900,ANM_0900,CHITAL,OBSTETRIC,GREEN_STANDARD,8.0,37.9,39,165,0,YES,NO,17.0
901,ANM_0450,WILD_DOG,OBSTETRIC,GREEN_STANDARD,6.2,38.1,29,84,1,NO,NO,13.0
902,ANM_0451,LEOPARD,OBSTETRIC,YELLOW_URGENT,1.6,38.4,28,198,0,NO,NO,20.0
903,ANM_0056,WILD_BOAR,FEVER,YELLOW_URGENT,9.6,39.6,73,179,1,NO,NO,41.0
904,ANM_0904,WILD_DOG,FEVER,GREEN_STANDARD,10.5,38.2,78,87,1,YES,YES,43.0
905,ANM_0226,BARASINGHA,OBSTETRIC,YELLOW_URGENT,8.1,37.6,39,96,1,NO,NO,28.0
906,ANM_0453,PEAFOWL,NEURO,GREEN_STANDARD,10.1,38.9,47,94,2,NO,NO,25.0
907,ANM_0113,SAMBAR_DEER,TRAUMA,YELLOW_URGENT,2.8,38.2,35,152,0,NO,NO,20.0
908,ANM_0227,OTTER,OBSTETRIC,GREEN_STANDARD,11.0,39.1,47,186,0,NO,NO,9.0
909,ANM_0454,ELEPHANT,FEVER,YELLOW_URGENT,6.6,37.3,20,61,0,NO,NO,25.0
910,ANM_0910,MACAQUE,OBSTETRIC,YELLOW_URGENT,2.4,40.9,80,142,0,NO,NO,38.0
911,ANM_0455,WILD_DOG,NEURO,GREEN_STANDARD,5.0,36.5,47,124,2,NO,NO,30.0
912,ANM_0912,MACAQUE,NEURO,GREEN_STANDARD,10.9,39.7,38,109,1,NO,NO,18.0
913,ANM_0114,NILGAI,TRAUMA,YELLOW_URGENT,2.4,36.6,74,176,0,NO,NO,33.0
914,ANM_0457,SAMBAR_DEER,FEVER,YELLOW_URGENT,9.3,38.0,28,90,1,NO,NO,28.0
915,ANM_0915,SLOTH_BEAR,FEVER,GREEN_STANDARD,9.2,37.1,36,181,0,NO,NO,10.0
916,ANM_0916,MACAQUE,TRAUMA,GREEN_STANDARD,4.1,37.1,56,76,2,NO,NO,30.0
917,ANM_0917,WILD_BOAR,NEURO,YELLOW_URGENT,6.8,40.3,71,119,1,NO,NO,46.0
918,ANM_0229,GAUR,GI,GREEN_STANDARD,6.8,40.8,55,195,1,NO,NO,27.0
919,ANM_0919,WILD_BOAR,OBSTETRIC,GREEN_STANDARD,3.9,39.0,32,159,3,NO,NO,29.0
920,ANM_0460,WILD_BOAR,GI,YELLOW_URGENT,6.3,39.6,58,74,1,NO,NO,37.0
921,ANM_0921,CHITAL,RESPIRATORY,YELLOW_URGENT,5.6,39.0,29,68,2,NO,NO,36.0
922,ANM_0922,RHINO,FEVER,GREEN_STANDARD,8.5,38.4,73,115,3,NO,NO,37.0
923,ANM_0461,WILD_DOG,NEURO,GREEN_STANDARD,6.3,37.0,70,190,1,NO,NO,26.0
924,ANM_0924,MACAQUE,NEURO,YELLOW_URGENT,11.8,39.3,74,100,0,NO,NO,28.0
925,ANM_0925,MACAQUE,FEVER,GREEN_STANDARD,4.8,38.6,38,132,1,NO,NO,13.0
926,ANM_0057,WILD_BOAR,OBSTETRIC,YELLOW_URGENT,0.5,39.2,28,178,1,YES,NO,40.0
927,ANM_0927,LANGUR,NEURO,YELLOW_URGENT,10.8,37.0,71,110,0,NO,NO,33.0
928,ANM_0928,RHINO,NEURO,GREEN_STANDARD,10.3,37.9,47,103,0,YES,NO,21.0
929,ANM_0464,HYENA,OBSTETRIC,GREEN_STANDARD,5.6,38.0,20,126,1,NO,YES,23.0
930,ANM_0930,WILD_BOAR,GI,ORANGE_VERY_URGENT,7.2,36.9,67,156,0,NO,NO,53.0
931,ANM_0931,WILD_BOAR,FEVER,YELLOW_URGENT,5.5,36.1,27,81,0,NO,NO,30.0
932,ANM_0466,PEAFOWL,GI,GREEN_STANDARD,9.1,40.8,49,177,0,NO,NO,19.0
933,ANM_0029,LANGUR,FEVER,GREEN_STANDARD,11.2,36.0,59,85,0,NO,NO,19.0
934,ANM_0934,WILD_BOAR,OBSTETRIC,GREEN_STANDARD,9.4,38.7,24,192,0,NO,NO,5.0
935,ANM_0935,RHINO,RESPIRATORY,GREEN_STANDARD,8.4,36.0,48,140,0,YES,NO,31.0
936,ANM_0936,SLOTH_BEAR,TRAUMA,YELLOW_URGENT,10.2,36.2,27,189,2,NO,NO,46.0
937,ANM_0468,TIGER,NEURO,GREEN_STANDARD,3.1,36.5,63,147,0,NO,NO,18.0
938,ANM_0938,BARASINGHA,OBSTETRIC,GREEN_STANDARD,12.0,39.0,52,113,0,NO,YES,19.0
939,ANM_0117,GAUR,OBSTETRIC,ORANGE_VERY_URGENT,2.3,39.3,21,93,0,NO,NO,40.0
940,ANM_0940,BLACKBUCK,TRAUMA,YELLOW_URGENT,3.3,39.2,30,162,3,YES,NO,56.0
941,ANM_0941,BLACKBUCK,NEURO,ORANGE_VERY_URGENT,2.6,39.1,37,109,2,NO,NO,56.0
942,ANM_0471,ELEPHANT,NEURO,GREEN_STANDARD,6.0,36.0,74,198,0,NO,NO,23.0
943,ANM_0235,PEAFOWL,RESPIRATORY,GREEN_STANDARD,0.4,38.8,57,166,2,YES,NO,37.0
944,ANM_0472,BARASINGHA,GI,GREEN_STANDARD,10.6,38.9,37,185,1,NO,NO,13.0
